sign_chi2_p,element_anova_p,saturn_ttest_p,neptune_overdose_pct,neptune_other_pct,mean_days_from_birthday,expected_mean_days,birthday_ttest_p,deaths_near_birthday,expected_near_birthday,near_birthday_pct,birthday_binom_p,exact_birthday_deaths,doy_correlation_r,doy_correlation_p,rayleigh_R,rayleigh_p,Sun_mean_cos,Sun_p_value,Moon_mean_cos,Moon_p_value,Mercury_mean_cos,Mercury_p_value,Venus_mean_cos,Venus_p_value,Mars_mean_cos,Mars_p_value,Jupiter_mean_cos,Jupiter_p_value,Saturn_mean_cos,Saturn_p_value,Uranus_mean_cos,Uranus_p_value,Neptune_mean_cos,Neptune_p_value,Pluto_mean_cos,Pluto_p_value,North Node_mean_cos,North Node_p_value
0.963527624599746,0.9569861648266041,0.7112915952446695,0.203125,0.1743119266055046,90.40491452991454,91.25,0.6181422976201818,37,35.9013698630137,3.9529914529914527,0.4491498509779041,5,-0.005571835473579595,0.8648222471940462,0.027957587288159287,0.48125661225129246,0.011059764887691543,0.6278269382390607,-0.048867565428677665,0.03798591294200035,0.04643841343427272,0.04176329062521402,0.04344854453811167,0.06444354214544588,0.027703402271040366,0.23633715851937548,-0.018389741857258505,0.42469540712784554,0.136081336226996,3.017591411339851e-09,0.22584558898471013,6.206599177807911e-20,-0.5899983298988745,5.7382922054907344e-173,-0.4196371504583991,8.443688119761217e-90,-0.0523479667774542,0.02610921087387751
