date,event_type,description,hard_aspects,Jupiter_Saturn,Jupiter_Saturn_angle,Saturn_Uranus,Saturn_Uranus_angle,Uranus_Neptune,Uranus_Neptune_angle,Neptune_Pluto,Neptune_Pluto_angle,Saturn_Pluto,Saturn_Pluto_angle,Jupiter_Pluto,Jupiter_Pluto_angle,Jupiter_Uranus,Jupiter_Uranus_angle,Saturn_Neptune,Saturn_Neptune_angle,Jupiter_Neptune,Jupiter_Neptune_angle,Uranus_Pluto,Uranus_Pluto_angle
2022-12-13,tech,Nuclear fusion ignition,2,none,38.704962809355095,square,84.86583186922735,none,52.94230101491786,sextile,55.56589942012374,none,23.64236856581425,sextile,62.34733137516935,none,46.160869059872255,none,31.92353085430949,conjunction,6.781431955045605,none,108.50820043504163
1755-11-01,disaster,Lisbon earthquake,1,none,105.82743415114078,none,48.211873154837406,none,149.38813730675093,trine,123.78295851052232,none,38.61703102788934,none,67.21040312325144,none,154.03930730597818,none,162.39998953841166,sextile,56.57255538727088,square,86.82890418272675
1811-12-16,disaster,New Madrid earthquake,2,opposition,176.23048068048027,none,37.22726267688782,none,20.199679540634378,square,94.79419406322074,none,77.7666109269673,none,106.00290839255243,none,139.00321800359245,none,17.02758313625344,none,159.20289754422683,trine,114.99387360385512
1906-04-18,disaster,San Francisco earthquake,2,square,85.57628528645137,sextile,62.90941420730485,opposition,179.37334130579444,none,16.801166109427783,none,99.66276098906184,none,14.086475702610443,none,148.48569949375621,trine,116.46392709848959,none,30.887641812038225,none,162.5721751963667
1923-09-01,disaster,Tokyo earthquake,2,none,25.67403132416092,none,148.1406141849884,none,152.787544462353,none,36.63069996769447,square,95.70254132035306,trine,121.37657264451398,trine,122.46658286082749,sextile,59.071841352658595,square,84.74587267681952,trine,116.15684449465851
1960-05-22,disaster,Chile earthquake 9.5,0,none,15.894273299386214,none,150.6549602083346,none,79.84976976889092,sextile,63.531035692753306,none,134.33622613219697,trine,118.44195283281076,none,134.76068690894837,none,70.80519043944366,sextile,54.91091714005745,none,16.318734076137616
1964-03-27,disaster,Alaska earthquake 9.2,2,sextile,55.90484137688293,opposition,173.52115707353548,none,70.62625090036067,sextile,65.13268825737904,none,168.02759443055385,none,136.06756419256322,none,130.5740015495816,none,102.8949061731748,none,158.79974755005773,conjunction,5.4935626429816296
1976-07-28,disaster,Tangshan earthquake,1,none,69.51147606412619,square,86.75052824833627,none,38.20466184130143,sextile,62.01229972416067,sextile,62.94289036547703,none,132.45436642960323,none,156.26200431246247,trine,124.9551900896377,none,165.53333384623613,none,23.80763788285924
1985-09-19,disaster,Mexico City earthquake,1,none,73.57973411643528,none,20.429428059216775,none,16.576968019989778,sextile,57.659767643969076,none,20.653371564762523,square,94.2331056811978,none,53.1503060572185,none,37.00639607920655,none,36.57333803722872,none,41.0827996239793
1989-10-17,disaster,Loma Prieta earthquake,6,opposition,177.69781147635848,conjunction,6.4277019074572195,conjunction,7.870402943541194,sextile,55.523538294660426,sextile,54.08083725857645,trine,123.61697421778202,opposition,171.27010956890126,conjunction,1.4427010360839745,opposition,179.14051251244246,none,47.65313535111923
1994-01-17,disaster,Northridge earthquake,2,none,106.67821146451158,none,36.14645641357663,conjunction,1.4698158504590992,none,53.54773351414585,square,91.16400577818158,none,15.514205686330001,none,70.53175505093495,none,37.61627226403573,none,69.06193920047585,sextile,55.017549364604946
1995-01-17,disaster,Kobe earthquake,3,square,91.63171326116819,none,43.07672790604539,conjunction,3.2478352964906207,none,53.188310824311145,none,99.51287402684716,conjunction,7.88116076567897,none,48.554985355122795,none,46.32456320253601,none,45.307150058632175,sextile,56.436146120801766
2004-12-26,disaster,Sumatra earthquake tsunami,0,none,81.37549850365345,none,141.64660198834065,none,20.03445508671001,none,51.14765463527664,none,147.1712882896727,sextile,65.79578978601924,none,136.9778995080059,none,161.68105707505066,trine,116.94344442129588,none,71.18210972198665
2008-05-12,disaster,Sichuan earthquake,1,none,140.59581341719644,none,159.91620982394653,none,27.642133425495842,none,53.448943265936066,trine,118.99271348462156,none,21.603099932574878,sextile,59.48797675885703,opposition,172.44165675055763,none,31.845843333361188,none,81.09107669143191
2010-01-12,disaster,Haiti earthquake,2,none,144.12008787087186,none,168.77867149265458,none,28.488279696777226,none,51.22375782474319,square,89.06663397113417,sextile,55.05345389973769,none,24.658583621782725,none,140.29039179587735,conjunction,3.8296960749945015,none,79.71203752152041
2010-02-27,disaster,Chile earthquake,2,none,156.52665181033868,opposition,172.58652510268402,none,28.932615728756616,none,51.60294339336804,square,92.05096598055937,sextile,64.47568582977931,none,16.059873292345344,none,143.6539093739274,none,12.872742436411272,none,80.53555912212465
2011-03-11,disaster,Tohoku earthquake tsunami,3,opposition,174.5742623481628,none,164.35180523351167,none,30.762978699275664,none,51.917357084633466,none,81.67146944960254,square,92.90279289856028,none,10.222457114651093,none,133.588826534236,none,40.985435813926756,square,82.68033578390913
2015-04-25,disaster,Nepal earthquake,2,none,110.53424374439254,none,133.96276798867083,none,38.31422823915284,none,53.68082078653606,none,41.967718962981905,none,152.50196270737445,trine,115.50298826693663,square,95.64853974951797,none,153.8172165060895,square,91.9950490256889
2023-02-06,disaster,Turkey-Syria earthquake,0,none,40.60513143936123,none,78.52577112361729,none,51.26452010475646,sextile,54.929969332328994,none,27.668718313468162,none,68.27384975282939,none,37.9206396842561,none,27.261251018860833,none,13.343880420500398,none,106.19448943708548
1815-04-10,disaster,Tambora eruption,1,trine,127.4048798163546,sextile,64.30008457950638,none,13.26480217507762,square,92.20958705101253,none,41.17430464658378,none,168.57918446293837,sextile,63.10479523684822,none,51.035282404428756,none,76.36959741192584,none,105.47438922609015
1883-08-27,disaster,Krakatoa eruption,1,none,45.09735391644385,none,102.94697284504207,trine,121.38021468407146,none,10.118174872998402,conjunction,8.315066966030983,none,53.412420882474834,sextile,57.84961892859822,none,18.433241839029385,sextile,63.530595755473236,none,111.26203981107305
1902-05-08,disaster,Mount Pelee eruption,2,none,18.176967632819924,none,37.23581864645172,opposition,170.9723578755864,none,12.149994393945008,none,139.64182908401688,trine,121.46486145119695,sextile,55.41278627927164,none,151.79182347796188,none,133.61485584514196,opposition,176.8776477304686
1980-05-18,disaster,Mount St Helens eruption,2,none,19.231168949713037,sextile,63.173069739461084,none,28.56117727884208,sextile,62.52362900225168,none,29.210618016051484,none,48.44178696576452,square,82.40423868917412,square,91.73424701830317,none,110.9654159680162,none,33.9624517234096
1985-11-13,disaster,Nevado del Ruiz eruption,1,none,70.21910135695063,none,17.02547227232779,none,15.256457600395947,sextile,56.520273385465714,none,24.238343512741977,square,94.45744486969261,none,53.19362908462284,none,32.28192987272374,none,37.937171484226894,none,41.26381578506977
1991-06-15,disaster,Mount Pinatubo eruption,3,opposition,174.71994627003153,none,23.595428317474784,conjunction,3.398895394932879,sextile,57.91400862266627,none,78.11054154520818,square,96.60940472482335,none,151.12451795255674,none,20.196532922541905,none,154.52341334748962,sextile,54.515113227733394
2010-04-14,disaster,Eyjafjallajokull eruption,5,opposition,170.77110633243402,opposition,178.61418869977845,none,30.033342443665333,none,52.70288435682454,square,95.87796189928858,none,74.89314443314544,conjunction,7.8430823673444365,none,148.58084625611312,none,22.190260076320897,square,82.73622680048987
1900-09-08,disaster,Galveston hurricane,3,none,24.948009294048177,none,19.806361545509475,none,159.5562196524262,none,11.415107164793326,none,169.222311637271,none,165.82967906868083,conjunction,5.141647748538702,opposition,179.3625811979357,none,154.41457190388752,opposition,170.97132681721953
1970-11-13,disaster,Bhola cyclone,1,opposition,178.40339029051717,none,142.6720636422639,none,48.577755189314416,sextile,61.218157222139354,none,130.03166160943897,none,48.371728681078196,none,35.73132664825326,none,168.75018116842168,none,12.846428541061158,none,12.640402032824937
1992-08-24,disaster,Hurricane Andrew,2,none,143.98801151927185,none,29.493600580241207,conjunction,2.0908943398997053,sextile,56.166686352719154,square,83.56939259306066,sextile,60.418618926211195,trine,114.49441093903064,none,27.4027062403415,trine,116.58530527893035,sextile,54.07579201281945
2005-08-29,disaster,Hurricane Katrina,0,none,72.5009776321701,none,146.65035492831578,none,23.236693715233343,none,53.82284077256185,none,136.29011058388903,sextile,63.789132951718926,none,140.84866743951412,none,169.88704864354912,trine,117.61197372428077,none,77.05953448779519
2008-05-02,disaster,Cyclone Nargis,1,none,140.61044714142332,none,160.21557629441168,none,27.369101947070703,none,53.17720275195285,trine,119.23811900656477,none,21.37232813485855,sextile,59.173976564165,opposition,172.41532175851762,none,31.8048746170943,none,80.54630469902355
2012-10-29,disaster,Hurricane Sandy,1,none,137.48954190754597,none,152.57441356479305,none,35.00827167573817,none,53.01559517394878,sextile,64.55054671510607,none,157.95991137734796,none,69.93604452766097,trine,117.56614188905485,none,104.94431620339918,square,88.02386684968695
2013-11-08,disaster,Typhoon Haiyan,1,trine,113.96996004409175,none,144.73139043449495,none,36.62265859274163,none,52.99779128426104,sextile,55.110940557492285,none,169.08090060158403,none,101.29864952141331,none,108.10873184175333,none,137.92130811415493,square,89.62044987700267
2017-08-25,disaster,Hurricane Harvey,2,sextile,60.352419309163764,trine,127.14483368351915,none,45.18281889148426,sextile,56.01211801322813,none,25.94989677880676,square,86.30231608797052,opposition,172.50274700731708,none,81.96201479203489,none,142.31443410119866,none,101.19493690471239
2017-09-20,disaster,Hurricane Maria,1,sextile,55.93718425974345,trine,125.91992986637953,none,45.20920238650859,sextile,55.56569746904512,none,25.14503001082585,none,81.0822142705693,opposition,178.14288587387702,none,80.71072747987097,none,136.64791173961441,none,100.77489985555371
1845-09-13,disaster,Irish Potato Famine begins,1,square,87.30802539006561,sextile,55.75459404828558,none,45.12472725543711,sextile,60.70748205487337,none,71.33734884772184,none,15.970676542343732,none,31.553431341780033,none,10.629866792848475,none,76.67815859721713,none,15.5827547994363
1876-01-01,disaster,Great Famine India,6,square,89.08877627228071,opposition,176.2137447100518,none,109.11124740458386,none,21.6053563213576,square,88.70785362682551,opposition,177.79662989910625,square,94.69747901766749,none,67.10249730546792,none,156.19127357774863,square,87.50589108322626
1932-01-01,disaster,Soviet famine begins,2,none,152.01589853549626,none,81.64541759834162,none,142.40176212560806,none,46.555505715144164,opposition,177.49167400880552,none,30.49242745569822,trine,126.3386838661621,none,135.95282027605032,none,16.063078259445945,square,95.84625641046388
1942-01-01,disaster,Bengal famine,1,none,21.300061459834588,conjunction,4.738934425186642,trine,123.06667660159457,sextile,54.71834707161405,none,73.08726395516717,none,51.78720249533258,none,16.561127034647946,trine,127.80561102678121,none,106.50554956694663,none,68.34832952998053
1959-01-01,disaster,Great Chinese Famine,0,none,35.46344483943682,none,133.87161488620126,none,80.91728628989924,sextile,62.508467734015625,trine,115.46279633031764,none,79.99935149088083,none,98.40817004676444,none,52.95432859630202,none,17.490883756865202,none,18.408818555883613
1983-01-01,disaster,Ethiopian famine,2,none,28.33654061548296,none,34.0231679561922,none,20.30538259009711,sextile,58.01977060664544,conjunction,3.6912200603561303,none,32.02776067583909,conjunction,5.6866273407092365,sextile,54.32855054628931,none,25.992009930806347,none,37.71438801654833
1817-08-01,epidemic,First cholera pandemic,4,square,93.46218685583713,square,82.48972970567999,conjunction,9.88594862290708,square,93.26511481446386,none,20.661333731690945,trine,114.12352058752808,none,10.97245715015714,none,72.60378108277291,none,20.85840577306422,none,103.15106343737094
1855-01-01,epidemic,Third plague pandemic,2,trine,127.27787462817349,none,27.404229442567768,sextile,59.284970593102116,none,48.214457827806655,none,38.474742207863244,square,88.80313242031025,none,99.87364518560571,square,86.6892000356699,none,40.588674592503594,none,11.070512765295476
1889-05-01,epidemic,Russian flu pandemic,1,none,144.52215257658685,sextile,65.37128043575203,none,137.8389832528373,conjunction,3.6695096731079957,none,68.79819314397726,none,146.6796542794359,none,79.15087214083482,none,72.46770281708525,none,143.0101446063279,none,134.1694735797293
1918-03-04,epidemic,Spanish flu first wave,1,sextile,65.06790680184628,none,163.94177362291765,none,159.96815591462916,none,31.299188260271634,none,35.27280596856011,none,29.795100833286163,none,98.87386682107137,conjunction,3.9736177082884723,sextile,61.0942890935578,none,128.66896765435754
1918-09-01,epidemic,Spanish flu second wave,2,none,40.71590292433439,opposition,175.50115547930952,none,162.77055495858377,none,31.595203259731065,none,44.32580378045682,conjunction,3.6099008561224366,none,134.78525255497513,none,12.730600520725758,none,27.985302403608628,none,131.1753516988527
1957-02-01,epidemic,Asian flu pandemic,1,none,70.87211655055725,trine,127.63192589149773,square,87.97289806462553,sextile,62.97725917069636,none,102.63628699756856,none,31.76417044701131,sextile,56.75980934094048,none,39.659027826872205,none,31.213088723685047,none,24.99563889392917
1968-07-13,epidemic,Hong Kong flu,1,none,129.5284692703213,none,150.78502874731876,sextile,58.07391365792486,sextile,63.23770669132816,none,145.62123571391547,none,16.092766443594172,none,21.256559476997467,none,151.14105759475638,none,79.33047313492233,conjunction,5.163793033403294
1976-08-01,epidemic,Ebola discovered,1,none,69.4455959865864,square,86.30137357117655,none,38.089508032346714,sextile,61.87568882330663,sextile,62.51519278021664,none,131.96078876680303,none,155.74696955776295,trine,124.39088160352327,none,166.16352240989033,none,23.786180790959918
1981-06-05,epidemic,AIDS first reported,2,conjunction,2.436509774438292,sextile,54.40029397620691,none,26.3329320157016,sextile,62.008179891647956,none,18.725046100260556,none,21.16155587469885,sextile,56.8368037506452,none,80.73322599190851,square,83.1697357663468,none,35.675247875946354
2003-03-12,epidemic,SARS outbreak,2,none,46.42245870793997,trine,112.35564468238115,none,17.98118362958479,none,52.188937518258456,opposition,177.4742341697756,none,131.05177546183563,none,158.77810339032112,none,130.33682831196595,opposition,176.7592870199059,none,70.17012114784325
2009-04-24,epidemic,Swine flu pandemic,2,none,157.68314419781368,opposition,170.45715908817962,none,28.73656168135153,none,52.95258728096286,none,107.85369194950599,none,49.82945224830769,none,31.859696714006702,none,160.80627923046885,conjunction,3.1231350326551706,none,81.68914896231439
2014-03-23,epidemic,Ebola West Africa,3,none,132.04726798985405,none,138.95203068698316,none,35.840084156298474,none,52.61941596769594,none,50.49253056298875,opposition,177.4602014471572,square,89.00070132316277,none,103.11194653068469,trine,124.84078547946126,square,88.45950012399442
2015-01-01,epidemic,Zika virus outbreak,2,none,99.19490005588725,none,131.70114928048125,none,37.22092495209944,none,52.21459882561919,none,42.26562550276259,none,141.46052555864983,none,129.1039506636315,square,94.48022432838178,none,166.32487561573097,square,89.43552377771863
2020-01-30,epidemic,COVID-19 WHO emergency,2,none,11.527995497307302,square,97.94330870174912,none,45.78280258057191,none,53.66391756457796,conjunction,1.5034114434007506,none,10.024584053906551,none,109.47130419905642,none,52.16050612117721,sextile,63.68850161848451,none,99.44672014514987
2020-03-11,epidemic,COVID-19 pandemic declared,4,conjunction,7.74321100222636,square,95.00286146783122,none,45.62881880111803,sextile,54.00789095854526,conjunction,4.6338482918320665,conjunction,3.1093627103942936,none,102.74607247005758,none,49.374042666713194,sextile,57.117253668939554,none,99.63670975966329
1793-01-21,political,Louis XVI executed,4,none,148.40403917530867,trine,116.60539003587094,none,69.47687845986485,none,110.48997997889609,sextile,63.42775152536814,square,84.97628764994053,square,94.9905707888204,opposition,173.91773150426422,none,25.513692328955557,opposition,179.96685843876094
1793-07-13,assassination,Marat assassinated,5,opposition,171.98110942781412,square,97.96828243179502,none,67.2189200949544,trine,115.2404607050949,none,79.57233676815571,square,92.40877265965844,square,90.05060814039086,none,165.18720252674942,none,22.831688045436465,opposition,177.5406191999507
1865-04-14,assassination,Lincoln assassinated,1,sextile,61.8066005216842,trine,121.03949734265522,none,77.5198810524395,none,33.67598694926437,none,164.88339144583037,none,133.31000803248543,opposition,177.1539021356606,none,161.44062160490526,none,99.63402108322106,none,43.84389410317514
1881-03-13,assassination,Alexander II assassinated,1,conjunction,4.058342759195547,none,134.0577555074927,trine,119.0052468335131,none,14.346412098117746,none,29.398920772097338,none,33.45726353129288,none,138.11609826668823,none,15.052508673979592,none,19.11085143317514,none,104.65883473539535
1881-07-02,assassination,Garfield shot,3,conjunction,8.258604868503227,trine,120.46663127600019,trine,114.58939783211676,none,12.801652988527714,none,18.678886432411126,none,10.4202815639079,trine,112.20802640749696,conjunction,5.877233443883412,conjunction,2.3813714246198145,none,101.78774484358905
1894-06-24,assassination,Sadi Carnot assassinated,3,trine,119.94208119155478,none,23.106391741092295,none,147.51632136803707,conjunction,3.2059292859364064,trine,127.61585891288118,conjunction,7.6737777213264025,none,143.0484729326471,trine,124.40992962694477,conjunction,4.467848435389996,none,150.72225065397348
1898-09-10,assassination,Empress Elisabeth assassinated,3,none,52.95476252035431,conjunction,6.479184602759631,none,155.27330233935498,conjunction,8.997608384073132,opposition,170.75009532618776,trine,117.79533280583345,none,46.47557791759468,none,161.75248694211461,none,108.79772442176032,none,164.27091072342813
1900-07-29,assassination,Umberto I assassinated,3,none,28.369687166203136,none,20.777344445310547,none,160.4460480892742,none,10.89528321920838,none,167.88132424620687,none,163.74898858759,conjunction,7.592342720892589,opposition,178.77660746541525,none,152.8537053683816,opposition,171.34133130848258
1901-09-06,assassination,McKinley shot,4,conjunction,6.5452292111670545,none,26.865296908081547,none,161.70962933354414,none,12.596687520909427,none,158.82838623746488,none,165.37361544863194,none,20.320067696914492,opposition,171.4250737583743,opposition,177.97030296954136,opposition,174.30631685445357
1914-06-28,assassination,Franz Ferdinand assassinated,1,trine,121.79405181509665,none,132.68884539039485,none,166.1751865007846,none,26.337785009655278,conjunction,7.148556100734481,none,128.94260791583113,none,10.894793575298195,none,33.48634111038976,none,155.2803929254864,none,139.83740149112933
1922-06-24,assassination,Rathenau assassinated,2,conjunction,8.280065004010595,none,162.40345223933073,none,150.54536081694394,none,34.75600922739244,none,81.80719617111777,square,90.08726117512836,none,154.12338723532014,none,47.05118694372533,sextile,55.33125194773592,trine,115.7893515895515
1934-07-25,assassination,Dollfuss assassinated,1,none,130.4274162608135,sextile,64.85477394859493,none,129.27490950971526,none,46.15145435417047,none,147.9782291041397,none,81.59435463504683,none,164.71780979059162,none,165.87031654168985,none,35.44290028087636,square,83.12345515554478
1935-09-08,assassination,Huey Long shot,1,none,108.02591938428654,sextile,58.99809167945864,none,129.13835384807717,none,47.45687239708174,none,140.67957313045406,none,111.29450748525939,none,167.02401106374518,opposition,171.8635544724642,sextile,63.83763508817765,none,81.68148145099542
1948-01-30,assassination,Gandhi assassinated,2,trine,121.05674746700248,sextile,57.518548856415634,none,110.42279631026514,sextile,59.05371333736514,conjunction,6.1494658835156315,trine,127.20621335051811,opposition,178.57529632341812,none,52.90424745384951,none,68.15250001315297,none,51.3690829729
1963-11-22,assassination,JFK assassinated,2,none,52.526213846659175,none,157.49235811823206,none,66.10535357265036,sextile,61.84935807467076,none,153.23636262025246,none,154.2374235330884,none,149.9814280351088,square,91.3870045455817,none,143.91321839224085,conjunction,4.2559954979795975
1965-02-21,assassination,Malcolm X assassinated,4,none,71.97750691311137,opposition,173.75162735852297,none,66.76574318286146,sextile,64.65433432739448,opposition,171.640218503056,trine,116.38227458383264,trine,114.27086572836566,none,106.98588417566151,opposition,178.96339108877288,conjunction,2.1114088554669763
1968-04-04,assassination,MLK assassinated,2,none,131.01439667474054,none,161.13673491152616,sextile,59.74479269680751,sextile,65.23375971912512,none,155.64776788920855,none,24.633371214468013,none,30.122338236785623,none,139.11847239166633,square,89.86713093359313,conjunction,5.48896702231761
1968-06-05,assassination,RFK assassinated,2,trine,126.260395473163,none,152.66345623666072,sextile,59.54220019739128,sextile,64.44267244030226,none,147.76298399374974,none,21.502588520586755,none,26.403060763497734,none,147.794343565948,square,85.94526096088902,conjunction,4.900472242910979
1972-09-05,terrorism,Munich Olympics massacre,2,opposition,171.24738234151897,trine,116.57383357278408,none,46.11747873518172,sextile,61.44432864219027,none,101.24698366577553,square,87.5056339927055,none,72.17878408569695,none,162.6913123079658,none,26.061305350515227,none,15.326849907008551
1975-11-20,assassination,Franco dies,2,none,107.50838976597518,square,91.3935303904405,none,36.6567626494022,sextile,60.13660417638829,none,67.91368886345441,opposition,175.4220786294296,none,161.09807984358432,none,128.0502930398427,trine,124.44131719418212,none,23.479841526986093
1978-05-09,assassination,Aldo Moro killed,0,none,49.22409992687186,none,80.38466531676244,none,33.49304592087057,sextile,63.263913361780226,none,50.61379787585278,none,99.83789780272464,none,129.6087652436343,trine,113.87771123763301,none,163.10181116450485,none,29.770867440909655
1979-08-27,assassination,Mountbatten assassinated,2,none,22.37336236751497,sextile,61.86642991370354,none,30.363836911491234,sextile,60.296588240538,none,31.933678584656775,sextile,54.30704095217175,square,84.23979228121851,square,92.23026682519478,trine,114.60362919270975,none,29.932751329046766
1980-12-08,assassination,John Lennon shot,1,conjunction,1.225303610873965,none,48.810673525172604,none,25.060623241219105,sextile,58.52817982093407,none,15.343116945457638,none,16.568420556331603,none,50.03597713604657,none,73.87129676639171,none,75.09660037726567,none,33.467556579714966
1981-03-30,assassination,Reagan shot,1,conjunction,1.2391346461757564,none,53.653787402212714,none,25.023708453546732,sextile,61.51397800476056,none,17.163517850998886,none,18.402652497174643,sextile,54.89292204838847,none,78.67749585575945,none,79.9166305019352,none,36.49026955121383
1981-05-13,assassination,Pope John Paul II shot,2,conjunction,2.671667491289412,sextile,54.91950902127542,none,25.954036900158968,sextile,62.139480668376876,none,18.73406525305751,none,21.40573274434692,sextile,57.59117651256483,none,80.87354592143438,square,83.5452134127238,none,36.18544376821791
1981-10-06,assassination,Sadat assassinated,2,conjunction,6.209635281026834,none,44.807104269055344,none,24.703092976384482,sextile,58.56086721246717,none,10.949330032972654,conjunction,4.7396947519458195,none,38.59746898802851,none,69.51019724543983,sextile,63.30056196441299,none,33.85777423608269
1984-10-31,assassination,Indira Gandhi assassinated,1,none,50.97081750214892,none,23.943335619741788,none,17.638794077779778,sextile,57.044742967621374,none,15.462613270099808,none,66.43343077224873,none,27.02748188240713,none,41.582129697521566,conjunction,9.388687804627352,none,39.405948889841596
1986-02-28,assassination,Olof Palme assassinated,1,square,82.4746767009947,none,12.64876193172526,none,13.35984418085826,sextile,58.16262178597228,none,32.154015673388756,trine,114.62869237438346,none,69.82591476926945,none,26.00860611258352,sextile,56.466070588411185,none,44.80277760511402
1988-12-21,terrorism,Lockerbie bombing,3,none,143.22390772260422,conjunction,3.230468336890226,conjunction,8.403859491602589,sextile,55.27012889001324,none,50.09673773530088,none,166.67935454209487,none,146.45437605949445,conjunction,5.1733911547123625,none,138.05051656789186,none,46.86626939841065
1991-05-21,assassination,Rajiv Gandhi assassinated,2,opposition,179.38867964605592,none,23.45101916902979,conjunction,3.1136485565120893,sextile,57.81456796928467,none,78.15193858180237,none,101.23674106425355,none,155.93766047702613,none,20.337370612517702,none,159.05130903353822,sextile,54.70091941277258
1993-02-26,terrorism,WTC bombing 1993,4,none,129.5056268204984,none,32.1568234917836,conjunction,0.4533351162835402,sextile,54.81227193830915,square,87.42243054637629,none,42.083196274122116,square,97.34880332871481,none,32.61015860806714,square,96.89546821243127,sextile,55.26560705459269
1995-03-20,terrorism,Tokyo sarin attack,2,square,91.61737218217075,none,47.160131198086276,conjunction,4.46695178658166,sextile,54.61974545967726,none,106.2468284443452,none,14.629456262174443,none,44.45724098408448,none,51.627082984667936,none,39.99028919750282,sextile,59.08669724625892
1995-04-19,terrorism,Oklahoma City bombing,2,square,95.31843749799313,none,49.83211457235865,conjunction,4.838730960837779,sextile,55.493877434478975,none,110.1647229676754,none,14.846285469682272,none,45.48632292563448,sextile,54.67084553319643,none,40.6475919647967,sextile,60.332608395316754
1995-11-04,assassination,Rabin assassinated,2,square,91.53241216941649,none,51.37680669097301,conjunction,3.8512470158738665,none,53.27333581166519,none,108.50138951851207,none,16.96897734909558,none,40.155605478443476,sextile,55.22805370684688,none,36.30435846256961,sextile,57.12458282753906
1998-08-07,terrorism,US embassy bombings Africa,2,none,36.18532235678833,square,82.96939190390015,none,10.218793635661655,sextile,55.06287277302209,none,148.25105831258392,trine,112.06573595579556,none,46.78406954711181,square,93.1881855395618,sextile,57.00286318277347,sextile,65.28166640868375
2001-09-11,terrorism,9/11 attacks,1,none,26.83435532252311,trine,112.9113362958787,none,15.4960695127495,none,53.70615217181967,opposition,177.88644201955213,none,151.05208669702904,none,139.7456916184018,none,128.4074058086282,none,155.2417611311513,none,69.20222168456917
2002-10-12,terrorism,Bali bombings,1,none,44.838041142838335,trine,123.96312315958303,none,16.90821713394422,none,52.719041021641004,none,166.40961868483174,trine,121.5715775419934,none,168.80116430242137,none,140.87134029352725,opposition,174.2906185636344,none,69.62725815558522
2004-03-11,terrorism,Madrid train bombings,1,none,66.71670703489663,trine,122.46611013177801,none,19.596515134687195,none,52.03846149104146,none,165.89891324249334,none,99.18220620759672,opposition,170.81718283332538,none,142.0626252664652,none,151.22066769863818,none,71.63497662572865
2005-07-07,terrorism,London bombings,0,none,71.58210582263013,none,138.27957505734483,none,23.54218736626956,sextile,54.43950137569823,none,143.73873620068738,none,72.15663037805726,none,150.13831912002505,none,161.8217624236144,trine,126.59613175375549,none,77.98168874196779
2011-07-22,terrorism,Norway attacks,3,none,153.7298911432615,opposition,172.8007285393533,none,34.173379262286915,sextile,54.722795389154044,square,83.9045538879123,trine,122.36555496882619,none,33.46938031738522,none,138.62734927706634,none,67.64275957967214,square,88.89617465144096
2013-04-15,terrorism,Boston Marathon bombing,1,none,144.75687478969726,none,150.30065344788005,none,34.83648286095723,none,53.054963961782164,sextile,62.40920662514063,none,152.8339185851621,sextile,64.94247176242268,trine,115.46417058692279,none,99.77895462337995,square,87.8914468227394
2015-01-07,terrorism,Charlie Hebdo attack,2,none,100.28086162745186,none,131.18392361988575,none,37.134068862579454,none,52.162294154402844,none,41.88756060290342,none,142.16842223035528,none,128.5352147526624,square,94.04985475730626,none,165.66928361524188,square,89.2963630169823
2015-11-13,terrorism,Paris attacks,2,none,76.78213274570265,none,131.78011269467964,none,40.26101714955752,none,53.452892766500554,none,38.06620277862157,trine,114.84833552432423,none,151.4377545596177,square,91.51909554512213,none,168.30122829082478,square,93.71390991605807
2016-03-22,terrorism,Brussels bombings,4,square,89.88419818136367,trine,123.01277668949666,none,39.07465138392121,none,53.033209870692076,none,30.904915434883378,trine,120.78911361624705,none,147.10302512913967,square,83.93812530557545,opposition,173.82232348693913,square,92.10786125461328
2017-05-22,terrorism,Manchester Arena bombing,2,none,72.48104296041583,trine,120.36208595648642,none,42.45367846949006,sextile,54.93880400156269,none,22.96960348543371,square,95.45064644584954,none,167.15687108309774,none,77.9084074869964,none,150.38945044741223,square,97.39248247105274
2019-03-15,terrorism,Christchurch attack,3,none,25.58118718235073,none,101.55195376102245,none,43.94562748262621,none,53.72396277984723,conjunction,3.8823634985490116,none,29.463550680899743,trine,127.13314094337315,sextile,57.60632627839624,square,83.18751346074697,square,97.66959026247343
