metric,value
outage_chi2,0.005596849838004233
outage_p,0.9403642168819143
delay_retrograde,19.334992896849904
delay_direct,19.189731971685593
delay_t,1.2580308138487237
delay_p,0.20841558933815132
pct_retrograde,19.233401779603014
