name,birth_date,death_date,age_at_death,cause,sun_sign,sun_element,sun_saturn_hard,moon_saturn_hard,mars_sign,sun_neptune_aspect,cos_return_Sun,angle_return_Sun,cos_return_Moon,angle_return_Moon,cos_return_Mercury,angle_return_Mercury,cos_return_Venus,angle_return_Venus,cos_return_Mars,angle_return_Mars,cos_return_Jupiter,angle_return_Jupiter,cos_return_Saturn,angle_return_Saturn,cos_return_Uranus,angle_return_Uranus,cos_return_Neptune,angle_return_Neptune,cos_return_Pluto,angle_return_Pluto,cos_return_North Node,angle_return_North Node,birth_doy,death_doy,days_from_birthday,Ceres_Sign,Ceres_Lon,Pallas_Sign,Pallas_Lon,Juno_Sign,Juno_Lon,Vesta_Sign,Vesta_Lon,Chiron_Sign,Chiron_Lon
Gloria Swanson,1899-03-27 12:00:00,1983-04-04,84.0164271047228,cardiac,Aries,Fire,False,False,Cancer,False,0.9913603421053708,7.537009789242796,0.0810479571222697,85.35119512492619,0.999777311803758,358.7908107189364,0.0853499261898371,85.1038527117928,0.0963328528557307,275.52803853594867,0.8468649338265584,32.12769791282963,0.6260076352550759,308.7561834768146,0.9998540362515328,0.9789610592046644,-0.992359061901641,187.08741549744116,-0.7031245878329229,134.67823079473067,-0.9961077605090116,174.9431697756964,86,94,8,Libra,189.4055462082566,Aries,24.852621297686984,Aquarius,324.2488427578836,Cancer,113.66472043921247,,
Mary Pickford,1892-04-08 12:00:00,1979-05-29,87.13210130047912,disease,Aries,Fire,False,False,Capricorn,False,0.6636695418455598,48.419662946907806,0.6535905425445305,310.8128636316837,0.8436643045819562,32.47089167315306,0.9434151198038058,340.63322586089055,-0.4217830105383974,114.94720767326196,-0.4904324776469341,119.3690110383953,0.952887519545342,342.3426472102101,0.972378553561614,13.497880951874464,-0.9765362545514628,192.4362417982204,-0.6341620629414065,129.3578639125776,-0.417758104933595,114.6931279825915,99,149,50,Virgo,157.97092953189707,Taurus,34.4651282599109,Gemini,63.27397701128888,Capricorn,284.9938188822093,,
Lillian Gish,1893-10-14 12:00:00,1993-02-27,99.36755646817248,cardiac,Libra,Air,True,False,Libra,False,-0.7377768404324825,137.54237925164654,-0.8709071702621567,150.56423025807555,-0.7295867941437668,136.85176472853675,-0.7033534974769194,134.69667863570282,0.029966910110925,271.71723455709497,-0.680679640314844,132.89677538948698,-0.5958674970379289,126.5744987314794,0.3255882308398112,70.99878342295034,-0.7984717532223664,217.0155876495245,-0.9655926982137312,164.92643039637994,-0.5292165871465627,238.0474619530148,287,58,136,Sagittarius,253.4944742288332,Scorpio,217.34765271920253,Sagittarius,242.6758453134936,Libra,187.83417392154794,,
Mae West,1893-08-17 22:30:00,1980-11-22,87.26078028747433,cardiac,Leo,Fire,False,False,Virgo,False,-0.0902590287445084,95.17850899467967,-0.9096879591899698,204.5377346398932,-0.0014516299759182,90.08317230024534,0.8266406074761395,34.24482207421232,-0.4911206498344861,119.414265281043,-0.5735089588935003,124.99528040970164,0.9987759980490896,357.1648698968968,0.9454592406800196,19.01043941551956,-0.9896410263618832,188.25413584176744,-0.6749152546261159,132.447569585642,-0.3782146946250538,112.22314049697223,229,327,98,Scorpio,218.93565676668638,Leo,131.077578422591,Virgo,173.8279107049062,Virgo,150.91029276839635,,
Marlene Dietrich,1901-12-27 21:15:00,1992-05-06,90.3545516769336,disease,Capricorn,Earth,False,False,Capricorn,False,-0.6526891224674755,130.7446583617407,0.8376637206015067,326.8942303880028,-0.346928988459269,110.29959294987484,0.2502270554482086,75.5090514403779,0.431074299917232,64.46424275098576,-0.7163906997870322,224.2427117131594,0.8582878201734488,30.87512041620971,0.8683877316813581,29.728179352287725,-0.945779815338832,198.9539714891556,-0.9016350618255988,154.37382811916518,0.6103333731408941,52.386388081886366,361,127,131,Leo,127.70534924805072,Capricorn,272.35324246041864,Aquarius,320.45480283206973,Capricorn,295.9961518511358,,
Greta Garbo,1905-09-18 21:30:00,1990-04-15,84.56947296372347,disease,Virgo,Earth,False,True,Sagittarius,False,-0.866157996010995,209.9848025588733,-0.8441032474361293,212.4240168192713,-0.4000295981189297,246.41997118766244,-0.9428414710480204,199.46564565274008,0.360536236922767,68.86686818489693,0.8819597311791033,28.12032420327444,0.8423817614477015,327.39248900494835,0.9868324978380888,9.308228412562755,-0.9971369723080624,184.3366470309508,-0.8115893379852553,144.2515059507327,-0.9626115816271362,164.28303518366943,261,105,156,Taurus,51.45914640708683,Virgo,158.07517155438677,Leo,140.08323537757394,Sagittarius,257.0768092113586,,
Anna Magnani,1908-03-07 12:00:00,1973-09-26,65.55236139630391,cancer,Pisces,Water,False,False,Taurus,False,-0.9577241968938616,196.71958811435732,-0.6906383385059495,133.68066015379048,-0.6659993143702929,228.2409641942745,-0.947759039916597,198.60168310921244,0.9999907102214106,359.7530320208563,-0.9993252910315762,177.89515416053172,-0.1020401203531856,95.85666182434623,0.1061653355462787,276.09431067266644,-0.7982727590277751,142.96547810038618,-0.198997414403596,101.4783366855462,-0.990467732656634,172.08262298347654,67,269,163,Taurus,48.579188397603794,Pisces,332.484874057915,Aries,26.6808141889194,Taurus,39.1983128941668,,
Anita Ekberg,1931-09-29 12:00:00,2015-01-11,83.2826830937714,disease,Libra,Air,False,False,Scorpio,False,-0.2681135141900846,105.5520407412364,-0.8254006684607101,145.6291340056248,-0.7479139706000848,138.41000125224176,-0.4813275896313181,118.77214493349078,-0.3591657019206618,111.0489677668518,0.9956819268375038,5.326464398720816,0.7093473028645192,315.18183488226987,0.9960081206242916,354.8788097286372,-0.9998615087447892,179.04642727979677,-0.9889897530457546,171.48988475883937,-0.9872821908059072,189.1475571727153,272,11,104,Taurus,34.3993502779163,Virgo,170.90092766295365,Libra,191.09453871680785,Scorpio,218.22256854145402,,
Tuesday Weld,1943-08-27 12:00:00,2024-12-18,81.30869267624914,disease,Virgo,Earth,False,False,Gemini,False,-0.4022366972712031,113.71807988974756,0.9858134000854144,9.66254571336313,0.3996789919585612,66.44188774878344,-0.819132067115819,144.99800448698474,0.4490827882608142,63.31514818697425,0.5333519054618332,302.2322105920477,-0.1967254187588239,258.65446458940886,0.9673646126064864,345.321885828222,-0.9980458973609118,176.41753412197875,-0.9926509278910196,173.0494332980198,-0.6777934224259065,227.3285470051716,239,353,114,Cancer,117.14330545762803,Libra,180.49257751079142,Virgo,167.83989949891375,Gemini,61.948221798235416,,
Raquel Welch,1940-09-05 14:37:00,2023-02-15,82.44216290212184,cardiac,Virgo,Earth,False,False,Virgo,False,-0.9596293661761786,163.66412461468613,0.6553355953143429,49.05489853177477,-0.785735517943078,141.78875593926236,-0.5435277875181458,237.0758849101196,0.0596918047687755,273.4221227743751,0.8013870031880614,323.26275627176744,0.2230345378487597,282.88732878758736,0.9817722947279544,349.04365933208885,-0.9999231333142912,179.28958930645342,-0.9969515908632408,175.52508649953324,-0.9033006075322382,205.4046327608484,249,46,162,Scorpio,210.81965014381467,Virgo,163.8902713393866,Cancer,116.97100777491931,Virgo,160.78806105431133,,
