name,birth_date,death_date,age_at_death,cause,sun_sign,sun_element,sun_saturn_hard,moon_saturn_hard,mars_sign,sun_neptune_aspect,cos_return_Sun,angle_return_Sun,cos_return_Moon,angle_return_Moon,cos_return_Mercury,angle_return_Mercury,cos_return_Venus,angle_return_Venus,cos_return_Mars,angle_return_Mars,cos_return_Jupiter,angle_return_Jupiter,cos_return_Saturn,angle_return_Saturn,cos_return_Uranus,angle_return_Uranus,cos_return_Neptune,angle_return_Neptune,cos_return_Pluto,angle_return_Pluto,cos_return_North Node,angle_return_North Node,birth_doy,death_doy,days_from_birthday,profession,Sun_Lon,Moon_Lon,Ceres_Sign,Ceres_Lon,Ceres_Sun_Conj,Ceres_Moon_Conj,Pallas_Sign,Pallas_Lon,Pallas_Sun_Conj,Pallas_Moon_Conj,Juno_Sign,Juno_Lon,Juno_Sun_Conj,Juno_Moon_Conj,Vesta_Sign,Vesta_Lon,Vesta_Sun_Conj,Vesta_Moon_Conj,Chiron_Sign,Chiron_Lon,Chiron_Sun_Conj,Chiron_Moon_Conj
Marilyn Monroe,1926-06-01 09:30:00,1962-08-05,36.17522245037645,overdose,Gemini,Air,False,True,Pisces,False,0.462416154388913,62.456872241166096,-0.5962647575772474,233.39715359026263,0.2771797335577552,73.90804573587397,-0.8491120035069426,148.11521695661423,0.0290416644768733,88.33580120356606,0.969998513695756,14.070218040454336,0.2376532609365514,76.2519247938279,-0.8723817042877126,150.73659964111474,0.1985845537024338,78.54580021683228,0.5660047346233222,55.527909000514526,0.9381077960581996,20.26382456268861,152,217,65,entertainer,70.12505341064228,314.35078058501875,Leo,145.3306465455894,False,False,Leo,121.40930685169131,False,False,Pisces,339.0978893258942,False,False,Cancer,110.47429402093475,False,False,Taurus,30.378005389910026,False,False
Elvis Presley,1935-01-08 04:35:00,1977-08-16,42.600958247775495,cardiac,Capricorn,Earth,False,True,Libra,False,-0.8036092773410033,216.52384153749003,-0.967950393846162,194.5450684325046,-0.5405861679779332,237.2764492411284,-0.9732378089447868,166.71468650015538,-0.3839357871349993,247.4223114940228,-0.7515995084701175,221.2708771472485,-0.9963347354102507,175.09292116309294,-0.982914239706951,190.6065729953771,0.0184888874529332,88.94060441809381,0.223309498803805,77.09650949672083,-0.2424835310733156,255.96683313596012,8,228,145,entertainer,286.9773731004239,328.3330199847388,Cancer,117.04683142372821,False,False,Aries,29.956373653436057,False,False,Aquarius,301.16838588876607,False,False,Capricorn,276.0349769404859,False,False,Gemini,65.27235708238709,False,False
John Lennon,1940-10-09 18:30:00,1980-12-08,40.16153319644079,homicide,Libra,Air,False,False,Libra,False,0.4961175624176366,60.25652930156963,0.7954180925701846,322.69476339053284,0.9028472156363572,25.4651178746372,0.265675521209933,74.59290376649702,-0.1712325960596819,99.85949252272133,-0.802700706412317,143.3887802797073,-0.8200417300438507,145.088971307886,-0.9996287405902128,181.56131237674825,0.0673012502478068,86.14100546502098,0.1829952278077003,79.45572780018085,0.5472343770764528,303.17748578684007,283,343,60,entertainer,196.30907917042737,304.06836853332015,Scorpio,211.47001789442152,False,False,Libra,194.12233889827874,True,False,Leo,136.108927616512,False,False,Leo,132.6714819225409,False,False,Leo,120.57033555822002,False,False
Michael Jackson,1958-08-29 07:33:00,2009-06-25,50.81998631074607,overdose,Virgo,Earth,False,False,Taurus,False,0.4787968710156434,298.6068532105663,-0.911090187947584,155.65644483943717,0.3274613135324183,289.1147597913811,0.0560290235563052,273.2119085752839,0.998041022242609,356.4130666583766,-0.4761232330405456,118.43250884074598,-0.050673704673591,267.09536658623324,-0.729623234825984,223.145182204379,-0.4023036291199828,113.72226866577628,-0.4967480797535871,119.7850868927406,-0.1220581520374403,97.0108993059446,241,176,65,entertainer,155.4591650805372,336.2432279829869,Virgo,165.819285335229,False,False,Leo,144.73765793864638,False,False,Virgo,156.33702580938518,True,False,Cancer,107.26170789200776,False,False,Aquarius,319.33770328428045,False,False
Prince (musician),1958-06-07 18:17:00,2016-04-21,57.869952087611225,overdose,Gemini,Air,True,False,Aries,False,0.7111854284996761,315.3314470756933,-0.5805100200902016,234.51357726571965,0.97610078322896,347.4484251336427,0.9505321703683188,341.90303192200724,-0.3673580038912695,248.44722946905375,0.7858797365545968,321.80211649768694,0.9924127296483104,352.9375500174863,-0.3030237215120424,252.36069430393252,-0.6285872661964054,128.94597033708902,-0.7375544891240314,137.52351013136916,0.7735455577295348,320.67335328201875,158,112,46,,76.47797455712772,329.4316837335315,Leo,130.0966869239696,False,False,Cancer,97.47096996903734,False,False,Cancer,119.19235197265968,False,False,Gemini,72.82155735685717,True,False,Aquarius,322.66223324728725,False,True
Whitney Houston,1963-08-09 20:55:00,2012-02-11,48.50650239561944,overdose,Leo,Fire,True,False,Libra,True,-0.9951927316187013,185.620318778304,-0.996114021380303,174.94724114080586,-0.9673536101942712,165.3193981870333,-0.6043054111265895,232.8211236643267,0.9536827096340542,342.4934769558769,0.9680081671214368,14.531882104900706,-0.3504755270820041,249.48359677311495,-0.8845116760523096,207.80851222974124,-0.2979955780455623,107.33725259934278,-0.4645176281253136,117.67900823814782,-0.785789169709614,141.79372583095875,221,42,179,entertainer,136.5371564115,14.711011500571109,Libra,184.31796494751973,False,False,Virgo,162.92925828664715,False,False,Libra,182.3883181004371,False,False,Libra,195.20966875405986,False,False,Pisces,343.7491013572541,False,False
David Bowie,1947-01-08 09:00:00,2016-01-10,69.00205338809035,cancer,Capricorn,Earth,False,True,Capricorn,True,0.9991070571449048,2.421485013271422,-0.9886657843028596,171.36535631346516,0.9368342248811726,20.473473689253865,0.9799891877202032,11.481453632729597,0.293057145978994,287.04107184262625,0.5240606980884844,301.60503141126105,-0.5776426929814681,125.28491245274118,0.4692139618535545,297.9832851893648,-0.8385520092448722,146.98752976804136,-0.8880710000894255,152.63184163594005,-0.2647164525217115,105.35010504628868,8,10,2,entertainer,287.2455397133652,123.8312835609698,Aquarius,324.5304122148506,False,False,Aquarius,302.32804827627496,False,False,Sagittarius,251.38897930960852,False,False,Aries,3.767419135702038,False,False,Scorpio,216.8530137894872,False,False
Amy Winehouse,1983-09-14 22:25:00,2011-07-23,27.852156057494867,overdose,Virgo,Earth,False,False,Leo,True,0.6263610464700893,308.7821545166306,-0.5380530496271315,122.5511995974224,0.8974588386981827,333.8260275909606,0.8702398221847576,330.4865203502549,0.5309084514028831,302.0668557984416,-0.8969501409738759,153.76002840126517,0.9385638398988516,339.8117540570372,-0.4847323011945224,118.9949350022899,0.4410070359110786,63.831848346498646,0.3812053443562908,67.59163553838962,-0.9997501064890258,181.28092636299164,257,204,53,,171.5282507745974,270.9411336994503,Aquarius,315.0171626493184,False,False,Capricorn,277.1429530917604,False,True,Taurus,35.530189096969565,False,False,Gemini,83.61279090695518,False,False,Gemini,62.9124723040927,False,False
George Harrison,1943-02-25 00:05:00,2001-11-29,58.757015742642025,cancer,Pisces,Water,True,False,Capricorn,False,0.0317737617062767,271.82080890563384,-0.9410010283131,199.77964870737853,0.4126877191630266,294.3737853146585,-0.5462534696667994,236.8896369532988,0.850424063421982,31.74217714964516,0.9998360939972516,358.9626125447712,0.9947009424374134,5.901044840075585,-0.1637067257558989,260.5778862198382,-0.5754096848787499,125.12832772738062,-0.6338511154896085,129.3348258417925,0.5515979504732367,303.4767082586308,56,333,88,,335.51204776694254,210.91408857503603,Aries,14.62502376003809,False,False,Pisces,340.4682104791215,True,False,Capricorn,282.65039992306765,False,False,Pisces,356.0938901106308,False,False,Leo,145.51699877420074,False,False
Freddie Mercury,1946-09-05 06:05:00,1991-11-24,45.215605749486656,disease,Virgo,Earth,False,False,Libra,False,0.1800587526265467,79.62681800259313,-0.993284866866932,186.6436733670952,-0.3404542715454342,109.9045531560446,0.9790993673187977,348.2651732814072,0.7699160859382465,39.65364595799949,0.7255368495162464,316.5135257191739,-0.9994795616371834,178.15140779104956,-0.9396157282340216,200.0128771916528,-0.1310962139528992,97.53294290861596,-0.1465498009661834,98.4270350444308,-0.9032547981542518,205.4107501012697,248,328,80,entertainer,162.07417701282043,269.8453198141576,Capricorn,299.695253566818,False,False,Sagittarius,268.5579866377453,False,True,Scorpio,210.37111069794452,False,False,Aries,3.5909274747087636,False,False,Libra,200.81806318354086,False,False
Kurt Cobain,1967-02-20 19:20:00,1994-04-05,27.11841204654346,suicide,Pisces,Water,False,False,Scorpio,True,0.7192992619748619,44.00334352406492,-0.8162543894676805,215.2884174454172,0.9962843565078424,4.940708306492581,0.783431406635789,38.42416559417825,-0.77761387907791,141.04262062233113,-0.2925092560487327,107.00824139346608,0.93431577969899,339.1178840942186,-0.5418351322839565,122.8086518413332,0.5166667871561197,58.89106942634933,0.3756975360596038,67.93256861874681,-0.9638046243230296,195.46261381139465,51,95,44,entertainer,331.4673055237564,98.67417818485782,Gemini,83.52483091200281,False,False,Aries,21.219229592233248,False,False,Leo,121.30808380979066,False,False,Scorpio,234.16938985962005,False,False,Pisces,354.2612994668995,False,False
Janis Joplin,1943-01-19 09:45:00,1970-10-04,27.704312114989733,overdose,Capricorn,Earth,False,False,Sagittarius,False,-0.3024113202038558,252.39750968061983,-0.7557389175739914,139.08997670518582,-0.7048313427187649,225.1840799050427,0.1201448865550882,276.9004644646004,-0.083311845051353,265.2210436369064,-0.3364785607538134,109.66247356458491,0.970118782750271,345.9581547118429,-0.6232197232922617,128.55163884463516,0.545732714023371,56.92525102496995,0.6230190502435392,51.463061738184365,-0.997432295734794,184.10679574690909,19,277,107,entertainer,298.44988259633004,96.34490492119639,Aries,2.1628287118295515,False,False,Aquarius,328.545181235559,False,False,Capricorn,270.65148660794006,False,False,Pisces,339.1086878762926,False,False,Leo,148.1943531308834,False,False
Jimi Hendrix,1942-11-27 10:15:00,1970-09-18,27.805612594113622,overdose,Sagittarius,Fire,True,False,Scorpio,False,0.3520700802434829,290.61398285068765,0.213190497034031,282.3093893620961,0.212454901188248,282.26625464315066,0.8882037383484779,332.6483901673978,0.3809509713448588,292.3926004541114,-0.1861456256272397,100.72793219313156,0.9565795656073668,343.0539372083322,-0.5850169870855203,125.8041900803029,0.5465945384261974,56.86630370201365,0.6432419132481417,49.96601220954574,-0.9992965592711892,182.14920007448416,331,261,70,entertainer,244.53976738845614,114.63872723006408,Pisces,350.6623214018338,False,False,Aquarius,314.05667420502095,False,False,Sagittarius,252.06221683259395,True,False,Aquarius,316.5310949435628,False,False,Leo,149.1322486996905,False,False
Jim Morrison,1943-12-08 11:55:00,1971-07-03,27.564681724846,overdose,Sagittarius,Fire,True,False,Gemini,False,-0.9033921610256974,205.39240267243983,-0.9971839224459236,184.30092535946935,-0.9136081996840688,203.9911601838312,-0.5645227795536314,235.6308411687686,-0.344422762125816,249.85343698843985,-0.0046361680560417,90.26563381432165,0.9268890141858256,337.95494823346417,-0.5457988426007466,123.0792706573111,0.5490703579594561,56.696741007370605,0.6615537792667863,48.58151924457846,-0.9929342075585372,186.8151296094339,342,184,158,entertainer,255.52334864069286,36.98120549980803,Cancer,95.02399898869695,False,False,Aries,5.008646080313905,False,False,Aquarius,304.8874374487155,False,False,Gemini,71.04016436358782,False,False,Virgo,165.31395978206046,False,False
Frank Sinatra,1915-12-12 03:00:00,1998-05-14,82.41752224503765,cardiac,Sagittarius,Fire,False,False,Leo,False,-0.9024852635024904,154.4866916846342,0.4099939268325174,294.2044532951897,-0.6733786005623227,132.32836545078746,-0.0081996577065094,90.46981104471143,-0.0773945171503286,265.561181911528,0.9993056421920372,2.1352779966240405,0.2132271010259066,282.31153597413066,0.9999996626200188,359.9529350829889,-0.9999948110893252,179.81542370875982,-0.9027741373224928,154.52514559799852,-0.8999180344193026,205.85270468194076,346,134,153,,259.0071731920378,332.2986422088949,Taurus,47.11008952793544,False,False,Pisces,346.71512379339543,False,False,Scorpio,223.26204867575706,False,False,Libra,189.2345195506737,False,False,Pisces,348.1801264678881,False,False
Dean Martin,1917-06-07 11:00:00,1995-12-25,78.54620123203286,disease,Gemini,Air,False,False,Taurus,False,-0.9557157811324916,197.1150430919392,0.7700989404966468,39.63722554589941,-0.5458904260187628,236.91446674757785,-0.7956683548622124,217.28157090795384,-0.5816657005705117,234.4322153758773,-0.8390240291654496,212.962797438915,-0.6301683674237405,230.9374545282292,0.90855074342792,335.30583706343987,-0.989141099135828,171.54868389723322,-0.850446925745518,148.26031280682247,0.1865288012565865,280.7502779058532,158,359,164,,76.10028965978299,281.500067631177,Virgo,164.84784678839185,False,False,Leo,145.47273037294065,False,False,Aquarius,313.45682199693596,False,False,Pisces,358.8034004315045,False,False,Pisces,359.64822292680805,False,False
Sammy Davis Jr,1925-12-08 10:00:00,1990-05-16,64.43258042436688,cancer,Sagittarius,Fire,False,False,Scorpio,False,-0.936980265570072,159.5504623572334,-0.8174967806505403,144.83499127874694,-0.7015883980154546,134.55458072015466,0.3201557146984603,71.32765789158236,-0.5362393127018846,122.42799764175294,-0.9707058045118137,166.09745368646094,0.4245440816146918,64.87819132047841,0.3020807777529141,287.5826224085636,-0.7612863292837905,139.57772943763297,-0.5287710369390485,121.92245629521676,-0.9714030890703044,193.73528317437405,342,136,159,,255.80970019112738,164.80904689460385,Leo,145.16467064232808,False,False,Gemini,80.909162609419,False,False,Capricorn,275.58681909501786,False,False,Cancer,90.35950132224056,False,False,Aries,24.108414364516843,False,False
Nat King Cole,1919-03-17 06:00:00,1965-02-15,45.91649555099247,cancer,Pisces,Water,False,False,Aries,False,0.8746693655677468,331.0058692756397,0.7326120790279991,317.1058231688947,0.5982248566256014,306.7428678760565,0.3473354435821716,290.3244252820163,-0.9780808095054678,167.9816077295133,0.6709357504266859,312.1393276086136,-0.9715192764211336,193.70721787984144,-0.9692734692010682,194.24009028075608,-0.2284194608666331,103.20403664591892,0.3263169025395626,70.95462176945297,-0.9787376288271924,191.83630114277253,76,46,30,,355.59851121488674,182.2936782369989,Pisces,330.9064717469262,False,False,Aquarius,313.10480836572566,False,False,Cancer,117.25077272700157,False,False,Cancer,108.37450261536729,False,False,Aries,2.4656466498172533,True,False
Ray Charles,1930-09-23 12:00:00,2004-06-10,73.71115674195757,disease,Virgo,Earth,True,False,Cancer,False,-0.1701863420488391,260.2013464499221,-0.9624491704435936,164.24871963443192,-0.2844631852259817,253.47323673356823,-0.8573798478852438,210.9763469102279,0.9946873704695268,5.908603593299219,0.594687782013399,53.50962201298812,-0.9906811609784666,187.82810014097856,0.7971373284219004,322.8576003493454,-0.9451891354947078,160.94210773837895,-0.8678814151851039,150.21337188119122,0.969141580855352,14.270777762977517,266,162,104,musician,179.7306773751569,193.7045952439589,Virgo,152.09278236763018,False,False,Leo,129.5907090546026,False,False,Capricorn,291.3008734528247,False,False,Libra,189.36970423325238,False,True,Taurus,48.47111432355467,False,False
Johnny Cash,1932-02-26 07:30:00,2003-09-12,71.5400410677618,disease,Pisces,Water,False,True,Pisces,False,-0.9750858246051304,192.81641938263076,-0.913266812633302,155.96077825650508,-0.983119136411582,190.5426016929881,-0.9387091461655628,159.8358921954885,0.9999487018218332,0.5803506264932139,0.949897666384619,18.21364052460126,-0.9473533751472466,161.32558938769705,0.6829588026871964,313.07528923529543,-0.900385319820312,154.2087621190506,-0.8393473240115702,147.07126269206947,0.5555693387207653,56.25006162525944,57,255,167,musician,336.50058772290794,214.34015161903918,Capricorn,279.8172782091412,False,False,Sagittarius,263.8231422522103,False,False,Cancer,102.41995289192697,False,False,Pisces,348.6145963738975,False,False,Taurus,49.08342680648957,False,False
June Carter Cash,1929-06-23 14:00:00,2003-05-15,73.88911704312115,cardiac,Cancer,Water,True,False,Leo,False,0.7951034864125258,322.66503128975546,0.4710886089000852,298.10498372120867,0.8472831433817993,327.9173872786551,0.9551823578551836,342.781408156135,-0.985165096598128,170.1186029365037,0.3729201937318552,68.10417368774719,-0.9999178821182052,180.73427623331207,0.782095800965855,321.4528675153069,-0.9615995877929674,164.07038720170473,-0.8811723644987456,151.7841100193257,0.9821785513075876,10.833186753345728,174,135,39,,91.58907718032367,286.90712578361916,Taurus,51.04521856750569,False,False,Aries,8.8233467871734,False,False,Scorpio,222.95401895749643,False,False,Gemini,81.45391348404397,False,False,Taurus,42.99463758527648,False,False
Roy Orbison,1936-04-23 14:50:00,1988-12-06,52.61875427789185,cardiac,Taurus,Earth,False,False,Taurus,False,-0.7509064405382102,221.33104231659755,-0.9360511687731928,159.39863752155296,-0.8657800641686855,210.0281019136104,-0.8613040917411207,210.53667693419132,0.7950740481312355,322.662250236946,-0.9069929848331854,155.0930566690484,0.240746852773577,283.9306243979874,-0.57551671014004,234.8641742434368,-0.4182821123792511,114.72617748429434,-0.3179980001706279,108.54189554388826,0.4659079814664179,62.23099911070386,114,341,138,,33.26372725292884,62.568726074521685,Scorpio,237.2545366595941,False,False,Libra,200.79457909837245,False,False,Gemini,78.43381272133875,False,False,Taurus,39.39477484056264,True,False,Gemini,73.34168733827163,False,False
Buddy Holly,1936-09-07 15:30:00,1959-02-03,22.403832991101982,accident,Virgo,Earth,True,False,Leo,True,-0.8581504969245773,149.1095507373797,-0.9825871733290548,190.70790430907093,-0.4180279602240342,114.7101468415348,-0.8660231306554638,149.99973951963244,0.1562826449149721,278.9911930249508,0.9587994538181293,343.4959090994024,0.2364618428475302,283.67780907980983,-0.0865564034899111,94.96553012337284,0.6359642032954154,50.50846563760976,0.816717476897254,35.242462208769325,0.2861979071391461,286.63046655952894,251,34,148,,164.80405731493587,68.52014611064662,Scorpio,237.56816918426495,False,False,Scorpio,216.83696098370146,False,False,Leo,148.14606075946384,False,False,Cancer,95.03471389181747,False,False,Gemini,83.02276302588605,False,False
Ritchie Valens,1941-05-13 02:00:00,1959-02-03,17.724845995893222,accident,Taurus,Earth,True,False,Aquarius,False,-0.1392463907778892,261.99575951278445,0.999869855971154,0.924388350970446,-0.4038612219013223,246.1802148880202,0.1011220639073923,275.80378755800933,0.0143920728747364,89.17536649619694,-0.999148743731214,182.36427834598027,-0.7120447530988193,224.5984734769719,0.2010170438550153,78.40356071633649,0.7443525434576999,41.896482578758594,0.8549763423768456,31.24287870986764,0.9557720082562554,17.104092794025973,133,34,99,,51.91784853953112,258.30366206874714,Capricorn,278.30878818895803,False,False,Sagittarius,245.67466754415824,False,False,Leo,146.23234681638777,False,False,Leo,140.92120473312056,False,False,Cancer,116.91976126536653,False,False
Big Bopper,1930-10-24 12:00:00,1959-02-03,28.27652292950034,accident,Scorpio,Water,False,False,Leo,False,-0.2344254406235878,103.55775689530842,0.9635316141464404,15.521176936061096,-0.256904831820666,104.88648475178935,0.0349065666016252,87.99959467765714,0.4262455564003932,295.2295285691315,-0.6296924736236886,129.0274374407463,0.9979233628040995,356.3068824672745,-0.5243921116342499,121.62732951775617,0.4735424619600312,61.73550777366185,0.7366556168398446,42.55270068382271,-0.992639231815544,173.0438977723092,297,34,102,,210.35585115700715,243.7068734836565,Virgo,165.49289267921424,False,False,Leo,145.79717917833128,False,False,Capricorn,296.15468680094483,False,False,Libra,205.41717835299391,True,False,Taurus,47.245486379184236,False,False
