Planet,Rx_Mean,Direct_Mean,Diff,P_Value
Mercury,19.532052601486562,19.422569991845613,0.10948260964094914,0.5879707637843639
Venus,21.27038863976084,19.29876036975587,1.9716282700049703,5.999208296681841e-10
Mars,18.80109070034443,19.51154443904808,-0.7104537387036487,0.0003996804376183821

