Planet,Rx_Mean,Direct_Mean,Diff,P_Value
Mercury,13.566828285239941,13.645667945535756,-0.0788396602958148,0.570653516421969
Venus,14.344068607797643,13.57559908577176,0.7684695220258835,0.0003589437734849481
Mars,12.400608422709874,13.760239841656286,-1.359631418946412,5.766900071673297e-26

