Date,Close,High,Low,Open,Volume,Return,Realized_Vol_30d
1950-03-27,17.459999084472656,17.459999084472656,17.459999084472656,17.459999084472656,1930000,-0.005694782717031277,7.50871241873116
1950-03-28,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,1780000,0.004009255775683451,7.536873635875474
1950-03-29,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,2090000,-0.005134064407450567,7.0012590254595946
1950-03-30,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,2370000,-0.008027597059052205,7.447734417095736
1950-03-31,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,1880000,-0.0005779376863661589,7.328501374159306
1950-04-03,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,1570000,0.013880842013295203,7.888287807164837
1950-04-04,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,2010000,0.0011408185756818234,7.862536557407209
1950-04-05,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,1430000,0.004558400409335528,7.905502290424357
1950-04-06,17.780000686645508,17.780000686645508,17.780000686645508,17.780000686645508,2000000,0.008508311572283933,8.200351893918965
1950-04-10,17.850000381469727,17.850000381469727,17.850000381469727,17.850000381469727,2070000,0.003936990557980913,8.196333735663151
1950-04-11,17.75,17.75,17.75,17.75,2010000,-0.005602262147486492,8.419181002639357
1950-04-12,17.940000534057617,17.940000534057617,17.940000534057617,17.940000534057617,2010000,0.01070425543986575,8.773320598712335
1950-04-13,17.979999542236328,17.979999542236328,17.979999542236328,17.979999542236328,2410000,0.002229599051726705,8.7764588712156
1950-04-14,17.959999084472656,17.959999084472656,17.959999084472656,17.959999084472656,2750000,-0.0011123725402044649,8.788330441461488
1950-04-17,17.8799991607666,17.8799991607666,17.8799991607666,17.8799991607666,2520000,-0.004454338963481241,8.92480798739631
1950-04-18,18.030000686645508,18.030000686645508,18.030000686645508,18.030000686645508,3320000,0.008389347478720666,9.168772632109647
1950-04-19,18.049999237060547,18.049999237060547,18.049999237060547,18.049999237060547,2950000,0.0011091818998016922,8.827264924627363
1950-04-20,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,2590000,-0.006648140551628545,9.128943353158164
1950-04-21,17.959999084472656,17.959999084472656,17.959999084472656,17.959999084472656,2710000,0.0016731053422356368,8.774440569124435
1950-04-24,17.829999923706055,17.829999923706055,17.829999923706055,17.829999923706055,2310000,-0.0072382609907253315,9.149816527901264
1950-04-25,17.829999923706055,17.829999923706055,17.829999923706055,17.829999923706055,1830000,0.0,9.158531608066182
1950-04-26,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,1880000,-0.003925950371494347,9.086742895968028
1950-04-27,17.860000610351562,17.860000610351562,17.860000610351562,17.860000610351562,2070000,0.00563065203721691,8.634994441249082
1950-04-28,17.959999084472656,17.959999084472656,17.959999084472656,17.959999084472656,2190000,0.005599018516445842,8.737604714659835
1950-05-01,18.219999313354492,18.219999313354492,18.219999313354492,18.219999313354492,2390000,0.014476628181268714,9.522052530533777
1950-05-02,18.110000610351562,18.110000610351562,18.110000610351562,18.110000610351562,2250000,-0.006037250666760752,9.752230485769548
1950-05-03,18.270000457763672,18.270000457763672,18.270000457763672,18.270000457763672,2120000,0.008834889123120915,9.991546949324452
1950-05-04,18.1200008392334,18.1200008392334,18.1200008392334,18.1200008392334,2150000,-0.008210159538695194,10.297063849090566
1950-05-05,18.219999313354492,18.219999313354492,18.219999313354492,18.219999313354492,1800000,0.005518679331657506,10.375095213899618
1950-05-08,18.270000457763672,18.270000457763672,18.270000457763672,18.270000457763672,1680000,0.0027443000161109232,10.376823143411679
1950-05-09,18.270000457763672,18.270000457763672,18.270000457763672,18.270000457763672,1720000,0.0,10.170424015869889
1950-05-10,18.290000915527344,18.290000915527344,18.290000915527344,18.290000915527344,1880000,0.00109471577791731,10.143793108779336
1950-05-11,18.290000915527344,18.290000915527344,18.290000915527344,18.290000915527344,1750000,0.0,9.962378092185615
1950-05-12,18.18000030517578,18.18000030517578,18.18000030517578,18.18000030517578,1790000,-0.006014248487990925,9.809099990447102
1950-05-15,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,1220000,0.004400435773550537,9.815917993260669
1950-05-16,18.440000534057617,18.440000534057617,18.440000534057617,18.440000534057617,1730000,0.009857628856492218,9.449473768772485
1950-05-17,18.520000457763672,18.520000457763672,18.520000457763672,18.520000457763672,2020000,0.00433839053086249,9.47827126749426
1950-05-18,18.559999465942383,18.559999465942383,18.559999465942383,18.559999465942383,5240000,0.0021597736063738715,9.44330749982826
1950-05-19,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,2110000,0.006465562644740297,9.33385833367497
1950-05-22,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,1620000,-0.004282651092028522,9.463042032175197
1950-05-23,18.709999084472656,18.709999084472656,18.709999084472656,18.709999084472656,1460000,0.005913908642309229,9.311007600702306
1950-05-24,18.690000534057617,18.690000534057617,18.690000534057617,18.690000534057617,1850000,-0.0010688696629406191,8.94793234458231
1950-05-25,18.690000534057617,18.690000534057617,18.690000534057617,18.690000534057617,1480000,0.0,8.95290004549862
1950-05-26,18.670000076293945,18.670000076293945,18.670000076293945,18.670000076293945,1330000,-0.0010701154195916773,8.951916017526646
1950-05-29,18.719999313354492,18.719999313354492,18.719999313354492,18.719999313354492,1110000,0.0026780523222402763,8.79013804621971
1950-05-31,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,1530000,0.0032052016822570195,8.564967849086283
1950-06-01,18.770000457763672,18.770000457763672,18.770000457763672,18.770000457763672,1580000,-0.0005324935312140955,8.582567834173528
1950-06-02,18.790000915527344,18.790000915527344,18.790000915527344,18.790000915527344,1450000,0.001065554463287155,8.244891684302564
1950-06-05,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,1630000,-0.010111789505055757,8.913212089349416
1950-06-06,18.8799991607666,18.8799991607666,18.8799991607666,18.8799991607666,2250000,0.015053697502921848,9.410729399622298
1950-06-07,18.93000030517578,18.93000030517578,18.93000030517578,18.93000030517578,1750000,0.0026483658173610536,9.39491672509071
1950-06-08,19.139999389648438,19.139999389648438,19.139999389648438,19.139999389648438,1780000,0.011093453834506217,9.576402520995945
1950-06-09,19.260000228881836,19.260000228881836,19.260000228881836,19.260000228881836,2130000,0.0062696365235150875,9.596237501909167
1950-06-12,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,1790000,0.007268919417690256,9.654576896137016
1950-06-13,19.25,19.25,19.25,19.25,1790000,-0.007731939251534703,9.421801948574652
1950-06-14,18.979999542236328,18.979999542236328,18.979999542236328,18.979999542236328,1650000,-0.014025997805905077,10.251058596334417
1950-06-15,18.93000030517578,18.93000030517578,18.93000030517578,18.93000030517578,1530000,-0.0026343118159346535,10.08383177539477
1950-06-16,18.969999313354492,18.969999313354492,18.969999313354492,18.969999313354492,1180000,0.0021129956436278796,9.68230496485458
1950-06-19,18.920000076293945,18.920000076293945,18.920000076293945,18.920000076293945,1290000,-0.0026357005203130335,9.680096963258423
1950-06-20,18.829999923706055,18.829999923706055,18.829999923706055,18.829999923706055,1470000,-0.004756879081658005,9.824247934680074
1950-06-21,19.0,19.0,19.0,19.0,1750000,0.009028150662917511,10.087300477996047
1950-06-22,19.15999984741211,19.15999984741211,19.15999984741211,19.15999984741211,1830000,0.008421044600637417,10.294049332229548
1950-06-23,19.139999389648438,19.139999389648438,19.139999389648438,19.139999389648438,1700000,-0.001043865236062258,10.312317977807032
1950-06-26,18.110000610351562,18.110000610351562,18.110000610351562,18.110000610351562,3950000,-0.053813940028333174,18.99967362253529
1950-06-27,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,4860000,-0.011043664063994263,19.21087192050378
1950-06-28,18.110000610351562,18.110000610351562,18.110000610351562,18.110000610351562,2600000,0.011166988533969802,19.276281896116192
1950-06-29,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,3040000,-0.03699613769813892,21.911841698732925
1950-06-30,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,2660000,0.014334861946350808,22.387150807439735
1950-07-03,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,1550000,-0.002826520231749896,22.261458806907413
1950-07-05,17.809999465942383,17.809999465942383,17.809999465942383,17.809999465942383,1400000,0.00963719286712128,22.491507794709158
1950-07-06,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,1570000,0.005614844720290613,22.483284360348634
1950-07-07,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,1870000,-0.013400322342986604,22.752037488317235
1950-07-10,17.59000015258789,17.59000015258789,17.59000015258789,17.59000015258789,1960000,-0.004527443314127799,22.7593121779349
1950-07-11,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,3250000,-0.015349656362791397,23.08699084360743
1950-07-12,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,3200000,-0.02598145863277901,24.015392409498897
1950-07-13,16.690000534057617,16.690000534057617,16.690000534057617,16.690000534057617,2660000,-0.010669845656270938,24.02299045135762
1950-07-14,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,1900000,0.010784919078251187,24.37855502064293
1950-07-17,16.68000030517578,16.68000030517578,16.68000030517578,16.68000030517578,1520000,-0.011262627421792737,24.442545134604213
1950-07-18,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,1820000,0.022781723849770508,25.54416983306026
1950-07-19,17.360000610351562,17.360000610351562,17.360000610351562,17.360000610351562,2430000,0.01758506177025887,25.7074905814348
1950-07-20,17.610000610351562,17.610000610351562,17.610000610351562,17.610000610351562,3160000,0.014400921152671442,26.14058400783243
1950-07-21,17.59000015258789,17.59000015258789,17.59000015258789,17.59000015258789,2810000,-0.0011357442970169052,25.835702661476788
1950-07-24,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,2300000,-0.006253587799735172,25.713358841677547
1950-07-25,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,2770000,-0.014302059871107775,25.717634176672437
1950-07-26,17.270000457763672,17.270000457763672,17.270000457763672,17.270000457763672,2460000,0.0023215854085942844,25.7497051366537
1950-07-27,17.5,17.5,17.5,17.5,2300000,0.013317865439484322,25.995145504669537
1950-07-28,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,2050000,0.010857173374720919,26.284757791709822
1950-07-31,17.84000015258789,17.84000015258789,17.84000015258789,17.84000015258789,1590000,0.00847934505380521,26.438188439867133
1950-08-01,18.020000457763672,18.020000457763672,18.020000457763672,18.020000457763672,1970000,0.010089703118622007,26.664078787663474
1950-08-02,17.950000762939453,17.950000762939453,17.950000762939453,17.950000762939453,1980000,-0.0038845556629306666,26.655973990846967
1950-08-03,17.989999771118164,17.989999771118164,17.989999771118164,17.989999771118164,1660000,0.002228356906886386,26.495953364614124
1950-08-04,18.139999389648438,18.139999389648438,18.139999389648438,18.139999389648438,1600000,0.008337944437947664,26.4932106300806
1950-08-07,18.40999984741211,18.40999984741211,18.40999984741211,18.40999984741211,1850000,0.014884259473445516,26.92538768793608
1950-08-08,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,2180000,0.0027158738443757713,21.81863879451326
1950-08-09,18.610000610351562,18.610000610351562,18.610000610351562,18.610000610351562,1760000,0.008125760201422638,21.62626952953162
1950-08-10,18.479999542236328,18.479999542236328,18.479999542236328,18.479999542236328,1870000,-0.006985548836732636,21.551442436954325
1950-08-11,18.280000686645508,18.280000686645508,18.280000686645508,18.280000686645508,1680000,-0.010822449163687464,18.714861178819604
1950-08-14,18.290000915527344,18.290000915527344,18.290000915527344,18.290000915527344,1280000,0.0005470584521991562,18.324481887816717
1950-08-15,18.31999969482422,18.31999969482422,18.31999969482422,18.31999969482422,1330000,0.0016401737449562859,18.285369913613348
1950-08-16,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,1770000,0.0010917280620545977,18.11478036073381
1950-08-17,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,2170000,0.010905166917963838,18.294850100207956
1950-08-18,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,1780000,0.007551207267265436,17.842324687909983
1950-08-21,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,1840000,0.001070688299621203,17.740135177484728
1950-08-22,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,1550000,-0.0010695431522821375,16.986165191394573
1950-08-23,18.81999969482422,18.81999969482422,18.81999969482422,18.81999969482422,1580000,0.007494613884435841,14.714144658667513
1950-08-24,18.790000915527344,18.790000915527344,18.790000915527344,18.790000915527344,1620000,-0.0015939840479979317,14.169282109656015
1950-08-25,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,1610000,-0.013304948792919435,14.869286068778385
1950-08-28,18.530000686645508,18.530000686645508,18.530000686645508,18.530000686645508,1300000,-0.0005393866444450834,14.276325287363584
1950-08-29,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,1890000,0.0005396777394099939,13.077955425932078
1950-08-30,18.43000030517578,18.43000030517578,18.43000030517578,18.43000030517578,1490000,-0.005933150211413274,12.534059616695709
1950-08-31,18.420000076293945,18.420000076293945,18.420000076293945,18.420000076293945,1140000,-0.0005426060073926431,11.988386688086006
1950-09-01,18.549999237060547,18.549999237060547,18.549999237060547,18.549999237060547,1290000,0.007057500555274432,12.065145449741852
1950-09-05,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,1250000,0.0070081441219420615,11.907031069740665
1950-09-06,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,1300000,-0.007494613884435952,11.229246886451993
1950-09-07,18.59000015258789,18.59000015258789,18.59000015258789,18.59000015258789,1340000,0.0026968303447425512,11.229343250969459
1950-09-08,18.75,18.75,18.75,18.75,1960000,0.008606769558839211,10.912872126385174
1950-09-11,18.610000610351562,18.610000610351562,18.610000610351562,18.610000610351562,1860000,-0.00746663411458337,10.960127650193606
1950-09-12,18.8700008392334,18.8700008392334,18.8700008392334,18.8700008392334,1680000,0.013970995182945645,11.362842169130724
1950-09-13,19.09000015258789,19.09000015258789,19.09000015258789,19.09000015258789,2600000,0.011658680634347496,11.4697337852624
1950-09-14,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,2350000,0.004714518170168214,11.35988050194959
1950-09-15,19.290000915527344,19.290000915527344,19.290000915527344,19.290000915527344,2410000,0.005735172502675967,11.40504154065374
1950-09-18,19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,2040000,0.004147222390314065,11.277920343083714
1950-09-19,19.309999465942383,19.309999465942383,19.309999465942383,19.309999465942383,1590000,-0.0030976443309947976,10.712396809036537
1950-09-20,19.209999084472656,19.209999084472656,19.209999084472656,19.209999084472656,2100000,-0.005178683802974704,10.884815331839476
1950-09-21,19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,1650000,0.008329087058107643,10.89596589134887
1950-09-22,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,2510000,0.003613819916953087,10.62025441251551
1950-09-25,19.420000076293945,19.420000076293945,19.420000076293945,19.420000076293945,2020000,-0.0010288301036119885,9.975651804371285
1950-09-26,19.139999389648438,19.139999389648438,19.139999389648438,19.139999389648438,2280000,-0.014418160944669856,11.05453981573145
1950-09-27,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,2360000,0.014106607438540308,11.639463217189762
1950-09-28,19.420000076293945,19.420000076293945,19.420000076293945,19.420000076293945,2200000,0.0005152101473699933,11.64437429484362
1950-09-29,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,1800000,0.0015448345276851683,11.32956593235701
1950-10-02,19.690000534057617,19.690000534057617,19.690000534057617,19.690000534057617,2200000,0.012339319367815405,11.628321420271355
1950-10-03,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,2480000,-0.0015236508802330961,11.66637335658742
1950-10-04,20.0,20.0,20.0,20.0,2920000,0.01729400586097385,12.474127781826468
1950-10-05,19.889999389648438,19.889999389648438,19.889999389648438,19.889999389648438,2490000,-0.005500030517578081,12.572813268580992
1950-10-06,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,2360000,0.011563673033829325,12.832966178952454
1950-10-09,20.0,20.0,20.0,20.0,2330000,-0.005964256174353699,12.218250067304782
1950-10-10,19.780000686645508,19.780000686645508,19.780000686645508,19.780000686645508,1870000,-0.010999965667724654,12.81050649451429
1950-10-11,19.860000610351562,19.860000610351562,19.860000610351562,19.860000610351562,2200000,0.004044485385688912,12.811074045083206
1950-10-13,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,2030000,-0.0005035361819990536,12.601818659831853
1950-10-16,19.709999084472656,19.709999084472656,19.709999084472656,19.709999084472656,1630000,-0.007052961929802426,12.877007877198333
1950-10-17,19.889999389648438,19.889999389648438,19.889999389648438,19.889999389648438,2010000,0.00913243599882163,12.95754500123276
1950-10-18,20.010000228881836,20.010000228881836,20.010000228881836,20.010000228881836,2410000,0.006033224882643795,12.930205587788848
1950-10-19,20.020000457763672,20.020000457763672,20.020000457763672,20.020000457763672,2250000,0.0004997615575936809,12.606048686196909
1950-10-20,19.959999084472656,19.959999084472656,19.959999084472656,19.959999084472656,1840000,-0.0029970715244288515,12.709593861974
1950-10-23,19.959999084472656,19.959999084472656,19.959999084472656,19.959999084472656,1850000,0.0,12.588805958090802
1950-10-24,20.079999923706055,20.079999923706055,20.079999923706055,20.079999923706055,1790000,0.006012066369619706,12.29995636238369
1950-10-25,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,1930000,-0.001494058105552587,11.86282108237151
1950-10-26,19.610000610351562,19.610000610351562,19.610000610351562,19.610000610351562,3000000,-0.02194506949884012,13.396626376447754
1950-10-27,19.770000457763672,19.770000457763672,19.770000457763672,19.770000457763672,1800000,0.008159094463650929,13.517818434656062
1950-10-30,19.610000610351562,19.610000610351562,19.610000610351562,19.610000610351562,1790000,-0.008093062403004558,13.693922960914378
1950-10-31,19.530000686645508,19.530000686645508,19.530000686645508,19.530000686645508,2010000,-0.004079547231825464,13.715499903570272
1950-11-01,19.559999465942383,19.559999465942383,19.559999465942383,19.559999465942383,1780000,0.0015360357522868906,13.68115570446386
1950-11-02,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,1580000,0.008691210681776695,13.774244085586137
1950-11-03,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,1560000,0.00608215114128674,13.684422675030145
1950-11-06,19.360000610351562,19.360000610351562,19.360000610351562,19.360000610351562,2580000,-0.02468512653408239,15.522608226684842
1950-11-08,19.559999465942383,19.559999465942383,19.559999465942383,19.559999465942383,1850000,0.010330519074667865,15.809456917166258
1950-11-09,19.790000915527344,19.790000915527344,19.790000915527344,19.790000915527344,1760000,0.011758765637260638,15.511170630384724
1950-11-10,19.940000534057617,19.940000534057617,19.940000534057617,19.940000534057617,1640000,0.007579566022787976,15.148899312993363
1950-11-13,20.010000228881836,20.010000228881836,20.010000228881836,20.010000228881836,1630000,0.0035105161960582443,15.166420227559247
1950-11-14,19.860000610351562,19.860000610351562,19.860000610351562,19.860000610351562,1780000,-0.007496232724363949,15.365452958314105
1950-11-15,19.81999969482422,19.81999969482422,19.81999969482422,19.81999969482422,1620000,-0.0020141447279963254,14.982349072556975
1950-11-16,19.719999313354492,19.719999313354492,19.719999313354492,19.719999313354492,1760000,-0.005045428002495966,15.053436104037813
1950-11-17,19.860000610351562,19.860000610351562,19.860000610351562,19.860000610351562,2130000,0.007099457498574102,14.316171150323473
1950-11-20,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,2250000,0.0035246572342868543,14.264393516559299
1950-11-21,19.8799991607666,19.8799991607666,19.8799991607666,19.8799991607666,2010000,-0.0025088381155816686,13.859523850285992
1950-11-22,20.15999984741211,20.15999984741211,20.15999984741211,20.15999984741211,2730000,0.014084542176344472,14.364307389296629
1950-11-24,20.31999969482422,20.31999969482422,20.31999969482422,20.31999969482422,2620000,0.007936500427734305,14.115538983481265
1950-11-27,20.18000030517578,20.18000030517578,20.18000030517578,20.18000030517578,1740000,-0.006889733846014656,14.261327890969866
1950-11-28,19.559999465942383,19.559999465942383,19.559999465942383,19.559999465942383,2970000,-0.030723529725337984,16.904083749490116
1950-11-29,19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,2770000,-0.00971363148755744,17.01184341061084
1950-11-30,19.510000228881836,19.510000228881836,19.510000228881836,19.510000228881836,2080000,0.007227639833906174,16.926635041274686
1950-12-01,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,1870000,0.0076883452983367295,16.98956964960621
1950-12-04,19.0,19.0,19.0,19.0,2510000,-0.03357069443207483,19.494669646185375
1950-12-05,19.309999465942383,19.309999465942383,19.309999465942383,19.309999465942383,1940000,0.016315761365388592,20.17204587031635
1950-12-06,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,2010000,0.007250196834235778,20.312983400162402
1950-12-07,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,1810000,-0.0025707528250823453,20.21559473981519
1950-12-08,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,2310000,0.0,20.21749925688196
1950-12-11,19.719999313354492,19.719999313354492,19.719999313354492,19.719999313354492,2600000,0.0164948299544585,19.825925681557564
1950-12-12,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,2140000,-0.0020283473413522657,19.69275110104924
1950-12-13,19.670000076293945,19.670000076293945,19.670000076293945,19.670000076293945,2030000,-0.0005081417035956992,19.546614835042686
1950-12-14,19.43000030517578,19.43000030517578,19.43000030517578,19.43000030517578,2660000,-0.012201310126450315,19.839798784598106
1950-12-15,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,2420000,-0.00514669994333905,19.88654938892917
1950-12-18,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,4500000,0.026901213648012012,21.256538645716365
1950-12-19,19.959999084472656,19.959999084472656,19.959999084472656,19.959999084472656,3650000,0.005541496266449286,21.24430959589663
1950-12-20,19.969999313354492,19.969999313354492,19.969999313354492,19.969999313354492,3510000,0.0005010134940144351,19.88382085999973
1950-12-21,19.979999542236328,19.979999542236328,19.979999542236328,19.979999542236328,3990000,0.000500762605191829,19.690924510854423
1950-12-22,20.06999969482422,20.06999969482422,20.06999969482422,20.06999969482422,2720000,0.004504512244739356,19.450339047751005
1950-12-26,19.920000076293945,19.920000076293945,19.920000076293945,19.920000076293945,2660000,-0.007473822661240859,19.466317733792295
1950-12-27,20.299999237060547,20.299999237060547,20.299999237060547,20.299999237060547,2940000,0.019076263017630435,20.215822792897512
1950-12-28,20.3799991607666,20.3799991607666,20.3799991607666,20.3799991607666,3560000,0.003940883089295966,20.09121564083586
1950-12-29,20.43000030517578,20.43000030517578,20.43000030517578,20.43000030517578,3440000,0.002453441926800304,20.07585632745549
1951-01-02,20.770000457763672,20.770000457763672,20.770000457763672,20.770000457763672,3030000,0.01664220007386663,20.47997114042776
1951-01-03,20.690000534057617,20.690000534057617,20.690000534057617,20.690000534057617,3370000,-0.0038517054377893434,20.4802133069905
1951-01-04,20.8700008392334,20.8700008392334,20.8700008392334,20.8700008392334,3390000,0.008699869527769355,20.580523825943065
1951-01-05,20.8700008392334,20.8700008392334,20.8700008392334,20.8700008392334,3390000,0.0,20.549618773781425
1951-01-08,21.0,21.0,21.0,21.0,2780000,0.006228996432152467,20.262434713865275
1951-01-09,21.1200008392334,21.1200008392334,21.1200008392334,21.1200008392334,3800000,0.0057143256777809626,20.210701297871285
1951-01-10,20.850000381469727,20.850000381469727,20.850000381469727,20.850000381469727,3270000,-0.012784112075512222,20.490214941237173
1951-01-11,21.190000534057617,21.190000534057617,21.190000534057617,21.190000534057617,3490000,0.016306961456464153,18.57307551092203
1951-01-12,21.110000610351562,21.110000610351562,21.110000610351562,21.110000610351562,2950000,-0.0037753620429350487,18.30493885084385
1951-01-15,21.299999237060547,21.299999237060547,21.299999237060547,21.299999237060547,2830000,0.009000408394863602,18.348215972067628
1951-01-16,21.459999084472656,21.459999084472656,21.459999084472656,21.459999084472656,3740000,0.007511730194512012,18.344361266600927
1951-01-17,21.549999237060547,21.549999237060547,21.549999237060547,21.549999237060547,3880000,0.004193856310693356,14.70928345997134
1951-01-18,21.399999618530273,21.399999618530273,21.399999618530273,21.399999618530273,3490000,-0.006960539389361697,14.59642467564795
1951-01-19,21.360000610351562,21.360000610351562,21.360000610351562,21.360000610351562,3170000,-0.001869112565033637,14.63056242573253
