Correlation_r,P_Value,Best_Lag,Best_Lag_r,High_Solar_Mean,Low_Solar_Mean
-0.19321434856063968,1.1578981877679887e-06,3,-0.2038544049240566,83.14839743589744,87.53942307692309

