hard_aspects_vix_corr,hard_aspects_vix_p,soft_aspects_vix_corr,soft_aspects_vix_p,high_low_vix_ttest_p,bootstrap_p
0.29468683431414505,1.3540469932722325e-46,-0.2569620798605593,1.8151051845034358e-35,6.731615838442611e-22,0.0
