kmeans_chi2,kmeans_p,kmeans_dof,hier_chi2,hier_p,prof_kmeans_chi2,prof_kmeans_p,ari_kmeans,ari_hier,ari_prof,cramers_v_kmeans,cramers_v_prof,n_professionals,n_professions,optimal_k,silhouette_optimal
8.687958180656189,0.27584238051802,7,5.248837652972877,0.6296252594876541,36.07873863254285,0.9150717660280244,0.0009325307784004545,-0.0011606877733356129,-0.0015119695930927146,0.10649874158449567,0.08202802742480499,766,8,2,0.22205766326225482

