saturn_fisher_p,saturn_odds_ratio,jupiter_fisher_p,n_events,n_crisis,n_positive,crisis_saturn_pct,positive_saturn_pct,crisis_jupiter_pct,positive_jupiter_pct,crisis_mars_pct,positive_mars_pct,crisis_venus_pct,positive_venus_pct,crisis_uranus_pct,positive_uranus_pct,crisis_pluto_pct,positive_pluto_pct
0.8262246007721575,1.0639072847682118,0.05602608529990441,451,202,249,0.2524752475247525,0.24096385542168675,0.23267326732673269,0.1606425702811245,0.19801980198019803,0.20481927710843373,0.21782178217821782,0.1606425702811245,0.15841584158415842,0.1927710843373494,0.27722772277227725,0.17269076305220885
