name,birth_date,event_year,event_type,age,prog_sun,prog_moon,natal_sun,natal_moon,sun_movement,moon_movement,mercury_movement,venus_movement,mars_movement,sun_sign_change,moon_sign_change,mercury_sign_change,venus_sign_change,mars_sign_change,hard_aspects,soft_aspects
Barack Obama,1961-08-04,1996,career,35,165.88708971588872,151.63265609514835,132.1488216831599,58.04817203475016,33.738268032728826,93.58448406039818,64.45295274960078,40.8057610362835,22.36152887137601,True,True,True,True,True,4,5
Barack Obama,1961-08-04,1998,child,37,167.83165956908613,175.41576756438943,132.1488216831599,58.04817203475016,35.68283788592623,117.36759552963926,67.41235813076396,43.19770000238451,23.673102771074213,True,True,True,True,True,5,6
Barack Obama,1961-08-04,2004,career,43,173.67701339177083,250.69043210180942,132.1488216831599,58.04817203475016,41.52819170861093,192.64226006705925,75.79531964981892,50.404977280885376,27.62999848683947,True,True,True,True,True,4,5
Barack Obama,1961-08-04,2008,career,47,177.58318383922807,306.4668193486958,132.1488216831599,58.04817203475016,45.434362156068175,248.41864731394566,80.93059438339894,55.23465707548142,30.286098513004447,True,True,True,True,True,8,5
Donald Trump,1946-06-14,1971,career,25,106.61742345358664,232.41130503394896,82.76926071470227,259.2278560057739,23.84816273888437,333.18344902817506,33.75725653075726,29.4191621025993,14.379158960160453,True,True,True,True,True,4,7
Donald Trump,1946-06-14,1977,marriage,31,112.33765782935902,304.46271527964655,82.76926071470227,259.2278560057739,29.568397114656747,45.234859273872644,37.058915504931335,36.36000401379269,17.94739203955828,True,True,True,True,True,5,2
Donald Trump,1946-06-14,1990,crisis,44,124.75028611003779,124.19266018290644,82.76926071470227,259.2278560057739,41.98102539533552,224.96480417713252,34.85840137203131,51.18981492414105,25.819947020647504,True,True,True,True,True,4,4
Donald Trump,1946-06-14,1991,divorce,45,125.7067074505801,138.51312417978275,82.76926071470227,259.2278560057739,42.93744673587783,239.28526817400885,34.19589315127216,52.31745827129126,26.43359191656819,True,True,True,True,True,4,8
Donald Trump,1946-06-14,1993,marriage,47,127.62008705539395,166.14344371879147,82.76926071470227,259.2278560057739,44.85082634069168,266.91558771301754,32.758647140529646,54.56629462335235,27.66418083213216,True,True,True,True,True,6,5
Donald Trump,1946-06-14,1999,divorce,53,133.36463715511061,240.6370196597123,82.76926071470227,259.2278560057739,50.595376440408344,341.40916365393844,28.45906446009738,61.256625268886694,31.381850283524955,True,False,True,True,True,4,8
Donald Trump,1946-06-14,2005,marriage,59,139.11730328438586,313.416472222949,82.76926071470227,259.2278560057739,56.348042569683585,54.18861621717508,26.34162305848602,67.85127255524816,35.137376124454875,True,True,True,True,True,3,5
Donald Trump,1946-06-14,2016,career,70,149.69706844218987,104.73503322306065,82.76926071470227,259.2278560057739,66.9278077274876,205.50717721728677,32.99140275814317,79.64198043729223,42.120287413335234,True,True,True,True,True,6,4
Joe Biden,1942-11-20,1970,career,28,265.7941620280171,38.4209873324425,237.3910875598523,28.881772464613512,28.403074468164817,9.539214867828989,44.13087122760646,35.19685153932011,19.38037643811657,True,True,True,True,True,3,4
Joe Biden,1942-11-20,1966,marriage,24,261.72422877118254,346.9237087126674,237.3910875598523,28.881772464613512,24.33314121133023,318.0419362480539,37.820058754418085,30.169089945225267,16.581572400698434,True,True,True,True,False,4,6
Joe Biden,1942-11-20,1972,crisis,30,267.8298347056182,62.894195325989465,237.3910875598523,28.881772464613512,30.438747145765916,34.01242286137595,47.29037726789443,37.71029866152372,20.783553027576914,True,True,True,True,True,6,3
Joe Biden,1942-11-20,1977,marriage,35,272.92116607441756,122.4178054676371,237.3910875598523,28.881772464613512,35.53007851456525,93.53603300302359,55.16861610349105,43.99272466619152,24.30283809695888,True,True,True,True,True,3,6
Joe Biden,1942-11-20,2008,career,66,304.4991388262228,167.46273879225532,237.3910875598523,28.881772464613512,67.1080512663705,138.58096632764182,71.96317841951918,82.87847523159195,46.47627356488269,True,True,True,True,True,7,7
Joe Biden,1942-11-20,2015,crisis,73,311.61020151637246,260.93636861796625,237.3910875598523,28.881772464613512,74.21911395652015,232.05459615335275,64.87083809872303,91.62814751343001,51.56432490678989,True,True,True,True,True,5,7
Joe Biden,1942-11-20,2020,career,78,316.6829735152365,335.76170564849286,237.3910875598523,28.881772464613512,79.29188595538417,306.87993318387936,63.68311605480142,97.868686184534,55.21629720785174,True,True,True,True,True,8,7
Jimmy Carter,1924-10-01,1946,marriage,22,209.59556301286503,145.99750207812014,187.81572070285247,220.1890002873232,21.779842310012555,285.8085017907969,36.862250520398874,24.82022404005292,5.317615310442079,False,True,True,True,True,7,5
Jimmy Carter,1924-10-01,1962,career,38,225.60727269743373,8.691030036249678,187.81572070285247,220.1890002873232,37.791551994581255,148.50202974892647,62.654558465870565,43.70037728904546,11.848772530308622,True,True,True,True,True,7,5
Jimmy Carter,1924-10-01,1976,career,52,239.71467411973236,180.0801550334115,187.81572070285247,220.1890002873232,51.89895341687989,319.8911547460883,83.92343089821244,60.596983125230054,18.764692256232024,True,True,True,True,True,7,3
George H.W. Bush,1924-06-12,1945,marriage,21,101.23120542554817,115.15669270633528,81.19877688291726,195.51047414753904,20.03242854263091,279.64621855879625,39.30702023250182,350.66088695753706,7.1734423777345455,True,True,True,False,True,8,2
George H.W. Bush,1924-06-12,1966,career,42,121.26045050468814,40.11259566447212,81.19877688291726,195.51047414753904,40.06167362177088,204.60212151693307,80.89487340565452,343.62720693766477,9.914151127244395,True,True,True,False,True,3,7
George H.W. Bush,1924-06-12,1980,career,56,134.65768735910987,215.92482397110962,81.19877688291726,195.51047414753904,53.458910476192614,20.414349823570575,101.63810015433529,347.63452519081545,8.64355942583552,True,True,True,False,True,2,2
George H.W. Bush,1924-06-12,1988,career,64,142.33414975457012,330.6747300729842,81.19877688291726,195.51047414753904,61.13537287165286,135.16425592544513,110.5402509453042,352.2617403324248,6.966434892780001,True,True,True,False,True,10,5
George H.W. Bush,1924-06-12,2018,death,94,171.35747586200782,5.983782064139549,81.19877688291726,195.51047414753904,90.15869897909056,170.4733079166005,106.51480747340071,17.995198906458967,0.3425469603474198,True,True,True,True,False,6,5
