total_events,total_individuals,career_vs_crisis_p,marriage_vs_divorce_p,career_vs_death_p,anova_p,moon_anova_p,mercury_anova_p,venus_anova_p,mars_anova_p,hard_aspects_correlation,hard_aspects_correlation_p,pos_vs_neg_hard_aspects_t,pos_vs_neg_hard_aspects_p,pos_vs_neg_soft_aspects_t,pos_vs_neg_soft_aspects_p,pos_vs_neg_sun_movement_t,pos_vs_neg_sun_movement_p,sun_sign_change_rate,moon_sign_change_rate,sign_change_chi2_p
925,171,6.383307912600173e-05,6.568526557514175e-07,1.457850534808755e-48,2.2737673846709231e-63,0.0027510466919475297,0.4011088530067588,0.00897751101154358,0.42160991627470723,-0.05276336594186567,0.10878408244698272,1.975723918291803,0.04848354593188292,-3.0434108530486075,0.0024053934740345595,-12.655126460648669,5.794515797435057e-34,88.97297297297297,87.89189189189189,5.417087498885248e-06

