planet,star,orb,cosine,name,category
Sun,Algol,0.5135491867932274,0.999959831471384,Gerry Rafferty,disease
Uranus,Rigel,1.99689081322974,0.9993927193878677,Gerry Rafferty,disease
Mars,Spica,0.0793365067535774,0.999999041326288,Sonny Bono,accident
Rahu,Altair,1.9905573520396729,0.9993965650688693,Sonny Bono,accident
Jupiter,Spica,0.7996799476651688,0.9999026019859831,Davy Jones,cardiac
Rahu,Betelgeuse,0.8034583871443317,0.9999016794272121,Davy Jones,cardiac
Sun,Deneb Algedi,0.6311168391655428,0.9999393347649936,Peter Tork,cancer
Jupiter,Aldebaran,1.6663293205692753,0.9995771213098853,Peter Tork,cancer
Mars,Antares,0.6383294140209159,0.9999379402586063,Michael Nesmith,cardiac
Venus,Fomalhaut,1.8011666237850932,0.9995059205906878,David Cassidy,disease
Sun,Antares,0.5503398764355723,0.9999538700095746,Andy Williams,cancer
Venus,Spica,0.26287145955544133,0.9999894752727287,Andy Williams,cancer
Saturn,Antares,0.41060097899273273,0.9999743219025968,Andy Williams,cancer
Neptune,Regulus,0.6411511782241064,0.9999373903758031,Andy Williams,cancer
Moon,Rigel,1.543313223493385,0.9996372506559472,Perry Como,disease
Uranus,Altair,1.6372237539384855,0.9995917640354453,Perry Como,disease
Pluto,Betelgeuse,1.0085807987869941,0.9998450702155187,Perry Como,disease
Pluto,Sirius,0.45832232869815925,0.9999680063009377,Mel Torme,cardiac
Ketu,Altair,0.32101834892461056,0.9999843042050344,Mel Torme,cardiac
Jupiter,Algol,1.3434740104902616,0.9997251071904961,Rosemary Clooney,cancer
Pluto,Sirius,1.4850279319142885,0.9996641311929068,Rosemary Clooney,cancer
Rahu,Aldebaran,0.21671159290119135,0.9999928469952989,Rosemary Clooney,cancer
Ketu,Antares,0.2667115929012027,0.9999891655282476,Rosemary Clooney,cancer
Uranus,Fomalhaut,1.7155076756987455,0.9995517940415538,Peggy Lee,cardiac
Neptune,Regulus,1.1286835346344333,0.9998059761695659,Eydie Gorme,natural
Venus,Rigel,0.8320419896282942,0.9998945594664149,Vic Damone,disease
Pluto,Sirius,1.92374605201681,0.9994363890489745,Vic Damone,disease
Rahu,Aldebaran,0.8422550294080935,0.9998919551316157,Vic Damone,disease
Ketu,Antares,0.7922550294080963,0.9999044022150572,Vic Damone,disease
Sun,Sirius,1.502747631768841,0.999656068504759,Jerry Vale,natural
Neptune,Regulus,1.800343442278546,0.9995063720654487,Jerry Vale,natural
Mercury,Altair,1.6947533029771762,0.9995625725298919,Julius La Rosa,natural
Moon,Aldebaran,1.185909692779589,0.9997858034496421,Eddie Fisher,disease
Venus,Regulus,1.2424166542172657,0.9997649056181254,Eddie Fisher,disease
Neptune,Regulus,1.3493792982691275,0.999722685389075,Eddie Fisher,disease
Rahu,Deneb Algedi,0.07223829465482368,0.9999992051967178,Robert Goulet,disease
Saturn,Altair,1.0235927890146286,0.9998404239818289,John Gary,cancer
Saturn,Vega,1.2011759502654513,0.9997802534377729,Brook Benton,disease
Sun,Antares,0.9177568295030483,0.99987171652853,Lou Rawls,cancer
Rahu,Deneb Algedi,0.3370048183803078,0.999982702007357,Lou Rawls,cancer
Saturn,Altair,1.1478471348862627,0.9997993319071296,Junior Parker,disease
Jupiter,Rigel,0.5879022731481456,0.9999473581421686,Little Walter,homicide
Neptune,Regulus,0.9941710523893619,0.9998494654910758,Little Walter,homicide
Uranus,Altair,0.9401747890498768,0.99986537299097,Sonny Boy Williamson II,cardiac
Pluto,Betelgeuse,0.6009805536277781,0.9999449900061235,Sonny Boy Williamson II,cardiac
Uranus,Deneb Algedi,0.7862512343954791,0.9999058456033213,Elmore James,cardiac
Ketu,Betelgeuse,0.8896585303180586,0.9998794512508881,Elmore James,cardiac
Sun,Algol,0.6781192584336608,0.9999299623078797,Bessie Smith,accident
Moon,Regulus,1.9521313174560646,0.999419635573573,Bessie Smith,accident
Neptune,Aldebaran,1.7348602284854309,0.9995416254037593,Bessie Smith,accident
Pluto,Aldebaran,0.5274654724104693,0.9999576249967276,Bessie Smith,accident
Sun,Altair,1.8513599417973978,0.9994780021940162,Lead Belly,disease
Mercury,Altair,0.7466709672826255,0.999915086425494,Lead Belly,disease
Pluto,Aldebaran,0.9337377584804756,0.9998672101225955,Blind Lemon Jefferson,cardiac
Moon,Regulus,1.6016945070380189,0.9996092888283498,Son House,disease
Mercury,Fomalhaut,1.2309987463439143,0.9997692066693081,Son House,disease
Neptune,Betelgeuse,0.04220896895222381,0.9999997286472625,Son House,disease
Pluto,Rigel,0.08227243490321712,0.9999989690600571,Son House,disease
Sun,Rigel,0.8676363241429499,0.9998853452922073,Skip James,cancer
Neptune,Betelgeuse,1.9117709386612631,0.9994433833961948,Skip James,cancer
Pluto,Rigel,1.3278150361448269,0.9997314776329842,Skip James,cancer
Venus,Fomalhaut,0.28237662521945595,0.9999878554522298,Mississippi John Hurt,cardiac
Jupiter,Algol,0.053649996444640635,0.9999995616065035,Mississippi John Hurt,cardiac
Neptune,Aldebaran,1.2239018918544389,0.9997718599997428,Mississippi John Hurt,cardiac
Pluto,Aldebaran,1.940162894525443,0.9994267294531759,Mississippi John Hurt,cardiac
Rahu,Aldebaran,1.4447408996694833,0.9996821064886972,Bukka White,cancer
Ketu,Antares,1.394740899669472,0.9997037281656922,Bukka White,cancer
Sun,Vega,1.3496029654998551,0.9997225934527847,Tampa Red,natural
Mercury,Altair,1.2919123131336505,0.9997458018332424,Tampa Red,natural
Venus,Spica,1.3434211744900324,0.9997251288109896,Eddie Lang,disease
Mars,Regulus,1.0635507104640567,0.9998277224553886,Eddie Lang,disease
Rahu,Spica,0.9180886635982404,0.9998716237466229,Eddie Lang,disease
Ketu,Algol,1.4219113364017488,0.99969207320397,Eddie Lang,disease
Sun,Altair,0.8481389115850106,0.9998904403121289,Django Reinhardt,cardiac
Venus,Altair,1.4797805397807338,0.9996665004732322,Wes Montgomery,cardiac
Sun,Rigel,1.9772646194421384,0.9994045967119197,Grant Green,cardiac
Neptune,Regulus,1.1130506282816555,0.9998113134604592,Joe Pass,cancer
Sun,Rigel,0.6612615813170493,0.9999334011850385,Tal Farlow,cancer
Rahu,Spica,0.831940663482726,0.9998945851455145,Tal Farlow,cancer
Ketu,Algol,1.5080593365172916,0.9996536329852693,Tal Farlow,cancer
Sun,Spica,0.7425204205455884,0.9999160278128035,Barney Kessel,disease
Moon,Altair,0.9485703785218789,0.9998629579214586,Barney Kessel,disease
Saturn,Spica,0.775689407859403,0.9999083581540958,Barney Kessel,disease
Pluto,Sirius,1.6986840457478962,0.9995605412221595,Barney Kessel,disease
Venus,Betelgeuse,0.019279692779164748,0.9999999433858549,Herb Ellis,disease
Sun,Antares,1.8435692615658184,0.9994823857946533,Jim Hall,natural
Mercury,Deneb Algedi,0.3371614537599612,0.9999826859239104,Gabor Szabo,disease
Jupiter,Sirius,1.8184789787735838,0.999496377815013,Larry Coryell,cardiac
Saturn,Aldebaran,1.5652993267479332,0.9996268421995438,Larry Coryell,cardiac
Ketu,Deneb Algedi,0.86213318069548,0.9998867950896052,Larry Coryell,cardiac
Rahu,Rigel,1.1269325995784385,0.9998065776644313,Allan Holdsworth,cardiac
Uranus,Aldebaran,1.9481872952384833,0.999421978077457,Bert Jansch,cancer
Moon,Spica,0.793887165836253,0.99990400793079,Davey Graham,cancer
Pluto,Betelgeuse,1.8282100202026328,0.9994909738879169,Ewan MacColl,cardiac
Moon,Betelgeuse,1.0538072757246653,0.9998308644569621,Pete Seeger,natural
Mars,Regulus,1.4394197732516432,0.9996844437211779,Woody Guthrie,disease
Uranus,Altair,0.11156665446384295,0.9999981041960554,Woody Guthrie,disease
Pluto,Betelgeuse,0.3165736609275882,0.9999847358300875,Woody Guthrie,disease
Mercury,Rigel,0.3786570099109525,0.9999781618843752,Dave Van Ronk,cardiac
Mercury,Fomalhaut,1.0091450746024293,0.9998448968128018,Fred Neil,natural
Moon,Rigel,1.0160241098279101,0.9998427750786085,Tim Rose,disease
Mercury,Sirius,1.0015303774114273,0.9998472286437793,Steve Goodman,disease
Uranus,Betelgeuse,0.27776334399348457,0.9999882490290414,Steve Goodman,disease
Moon,Antares,0.9489531080250231,0.999862847314107,Blaze Foley,homicide
Jupiter,Altair,1.7669688137484627,0.9995245026643592,Blaze Foley,homicide
Moon,Aldebaran,0.11967696717640308,0.9999978185476482,Guy Clark,disease
Ketu,Rigel,1.6555024755099765,0.9995825983190992,Merle Haggard,disease
Saturn,Vega,1.268201990124851,0.99975504637597,George Jones,disease
Moon,Altair,1.2076312790395036,0.9997778852661824,Conway Twitty,disease
Mercury,Regulus,1.2519684389823453,0.999761277023343,Conway Twitty,disease
Uranus,Algol,0.8978193330216335,0.9998772295751235,Conway Twitty,disease
Ketu,Regulus,1.817930589656413,0.9994966814931074,Conway Twitty,disease
Sun,Algol,1.8476069970886897,0.999480116179166,Loretta Lynn,natural
Venus,Aldebaran,0.015502450699173664,0.9999999633962606,Loretta Lynn,natural
Mercury,Regulus,1.0335284320974267,0.9998373111383873,Patsy Cline,accident
Pluto,Sirius,1.8332980502461282,0.999488136880318,Hank Williams,cardiac
Ketu,Sirius,1.235603371425455,0.9997674769143801,Roger Miller,cancer
Moon,Vega,0.6055917359134355,0.9999441426180401,Marty Robbins,cardiac
Pluto,Sirius,0.5895322134349925,0.9999470658443705,Marty Robbins,cardiac
Ketu,Altair,0.367599798833794,0.9999794186537113,Marty Robbins,cardiac
Jupiter,Rigel,1.0576043180935102,0.9998296434489593,Eddie Rabbitt,cancer
Neptune,Spica,1.6451064205228931,0.9995878238127051,Keith Whitley,overdose
Mercury,Antares,1.2274040927990768,0.9997705525343488,Mindy McCready,suicide
Venus,Spica,1.2467137881950805,0.9997632766329307,Mindy McCready,suicide
Mars,Betelgeuse,0.1639453117098526,0.9999959062393533,Mindy McCready,suicide
Neptune,Antares,1.589232779966153,0.999615344520022,Mindy McCready,suicide
Sun,Betelgeuse,0.2646582709905374,0.9999893317076315,Errol Flynn,cardiac
Venus,Sirius,1.44403151384698,0.9996824185749017,Errol Flynn,cardiac
Rahu,Rigel,0.7661139835139323,0.9999106066839668,Errol Flynn,cardiac
Saturn,Rigel,0.05855268040217254,0.9999994778223693,Tyrone Power,cardiac
Pluto,Betelgeuse,0.819444751012739,0.9998977280133995,Tyrone Power,cardiac
Sun,Regulus,0.12895542161558637,0.9999974671832617,Gene Kelly,cardiac
Mercury,Regulus,1.899664927513868,0.9994504098200657,Gene Kelly,cardiac
Uranus,Altair,1.4159700745275359,0.9996946409571975,Gene Kelly,cardiac
Pluto,Betelgeuse,1.0593363223499495,0.9998290850331927,Gene Kelly,cardiac
Pluto,Betelgeuse,0.6992455302578975,0.9999255304469967,Ginger Rogers,cardiac
Moon,Fomalhaut,0.40250517918565265,0.9999753245035322,Gene Tierney,disease
Sun,Spica,1.7349057322828116,0.9995416013597882,Linda Darnell,accident
Saturn,Spica,0.8975538633368672,0.9998773021650977,Linda Darnell,accident
Pluto,Sirius,1.6974843937722994,0.9995611616705398,Linda Darnell,accident
Mars,Aldebaran,1.278865058604822,0.9997509100805115,Susan Hayward,cancer
Uranus,Deneb Algedi,0.2188454989696993,0.999992705434149,Susan Hayward,cancer
Saturn,Betelgeuse,0.9963962487596802,0.9998487908883272,Dorothy Lamour,cardiac
Ketu,Regulus,0.3858107330725318,0.9999773289461132,Dorothy Lamour,cardiac
Mercury,Fomalhaut,1.5249174413416995,0.9996458463135579,Ann Sheridan,cancer
Venus,Vega,0.12295444492178831,0.9999976974289506,Ann Sheridan,cancer
Jupiter,Fomalhaut,0.31280036306679904,0.999985097533378,Ann Sheridan,cancer
Pluto,Betelgeuse,1.4908661141399335,0.9996614853074873,Ann Sheridan,cancer
Mars,Regulus,1.1185772252081279,0.9998094351090213,Greer Garson,cardiac
Jupiter,Algol,1.5004665612133365,0.9996571117827562,Greer Garson,cardiac
Mars,Sirius,0.2731094008046995,0.9999886395060159,Norma Shearer,disease
Saturn,Altair,1.4076621765999562,0.9996982135216739,Claudette Colbert,cardiac
Rahu,Regulus,1.3250551709673744,0.9997325926713597,Myrna Loy,natural
Jupiter,Sirius,0.6235420740248259,0.9999407822394554,Rosalind Russell,cancer
Sun,Spica,0.1715245717003313,0.9999955189777301,Jean Arthur,cardiac
Jupiter,Antares,0.2227633920665255,0.999992441913862,Jean Arthur,cardiac
Uranus,Antares,0.18186575105153224,0.9999949623705895,Jean Arthur,cardiac
Neptune,Betelgeuse,0.4512900378589677,0.9999689805575419,Jean Arthur,cardiac
Pluto,Rigel,0.7124226618493736,0.9999226973120191,Jean Arthur,cardiac
Saturn,Fomalhaut,1.7510229770867909,0.9995330454330625,Madeleine Carroll,cancer
Sun,Spica,0.34233485506166517,0.9999821505151607,Miriam Hopkins,cardiac
Rahu,Spica,1.2887133976736607,0.9997470590663586,Miriam Hopkins,cardiac
Ketu,Algol,1.0512866023263285,0.9998316726002283,Miriam Hopkins,cardiac
Mercury,Spica,1.1525301848680556,0.9997976912288079,Constance Bennett,disease
Jupiter,Algol,1.4923123766670088,0.9996608282519861,Constance Bennett,disease
Jupiter,Aldebaran,0.3159338273487151,0.9999847974690378,Mary Astor,cardiac
Mercury,Rigel,0.8524024479408041,0.999889336065789,Olivia de Havilland,natural
Venus,Sirius,1.1270443951667914,0.9998065392874438,Olivia de Havilland,natural
Rahu,Altair,1.6928550945711436,0.9995635517911494,Olivia de Havilland,natural
Moon,Vega,1.0377683749164817,0.9998359736087146,Joan Fontaine,natural
Jupiter,Aldebaran,0.897128295101993,0.9998774184875997,Joan Fontaine,natural
Venus,Deneb Algedi,0.34863100375775957,0.9999814879117411,Ida Lupino,cardiac
Uranus,Deneb Algedi,0.3316478939100307,0.9999832475621913,Ida Lupino,cardiac
Ketu,Betelgeuse,0.46589636066443063,0.9999669401421007,Ida Lupino,cardiac
Sun,Altair,0.07838155182150786,0.9999990642660497,Ann Sothern,cardiac
Mars,Antares,1.575413251693135,0.9996220047295431,Ann Sothern,cardiac
Neptune,Sirius,1.1971152152032687,0.9997817366373628,Ann Sothern,cardiac
Uranus,Fomalhaut,0.17949334797799565,0.9999950929430212,Donna Reed,cancer
Jupiter,Aldebaran,1.6119664551858506,0.9996042616917661,June Allyson,disease
Moon,Regulus,1.4662032622341599,0.9996725919129165,Gloria DeHaven,cardiac
Jupiter,Vega,0.5205744207068506,0.9999587249696824,Gloria DeHaven,cardiac
Pluto,Sirius,0.5619864423345007,0.999951896914465,Gloria DeHaven,cardiac
Neptune,Regulus,0.8536587429709073,0.9998890096321241,Jane Powell,natural
Mars,Antares,1.1771508063770568,0.9997889556781507,Cyd Charisse,cardiac
Mercury,Algol,0.45645740831620074,0.9999682661355236,Ann Miller,cancer
Uranus,Fomalhaut,1.2854071769316988,0.9997483551975029,Vera-Ellen,cancer
Uranus,Fomalhaut,1.859162850234668,0.9994735931903646,Betty Hutton,disease
Mercury,Aldebaran,1.3481882339194584,0.9997231747081866,Dorothy McGuire,cardiac
Jupiter,Algol,1.8123179954618145,0.9994997842810873,Dorothy McGuire,cardiac
Rahu,Altair,0.79298165018173,0.9999042267814433,Dorothy McGuire,cardiac
Jupiter,Sirius,1.6648939264539138,0.9995778494894186,Teresa Wright,cardiac
Uranus,Deneb Algedi,0.283631749579456,0.9999877472509022,Teresa Wright,cardiac
Ketu,Rigel,1.647616379413833,0.9995865652155277,Teresa Wright,cardiac
Sun,Vega,1.2633964769366912,0.9997568991566287,Jane Wyman,natural
Moon,Aldebaran,1.4009464733508281,0.99970108604777,Jane Wyman,natural
Mercury,Altair,1.5849330454404367,0.9996174229741985,Jane Wyman,natural
Jupiter,Algol,0.3502929866600475,0.999981310991083,Jane Wyman,natural
Jupiter,Altair,1.5484319219041254,0.999634840554759,Patricia Neal,cancer
Pluto,Sirius,0.7283329774025731,0.9999192060502138,Patricia Neal,cancer
Sun,Deneb Algedi,1.258943213505006,0.9997586098478597,Kim Stanley,cancer
Venus,Spica,0.07995045227158926,0.9999990264314889,Geraldine Page,cardiac
Pluto,Sirius,0.8128489770928979,0.9998993677501316,Geraldine Page,cardiac
Venus,Antares,1.189264628909541,0.9997845898557332,Kim Hunter,cardiac
Jupiter,Antares,1.915710793963541,0.9994410870498921,Lee Remick,cancer
Saturn,Fomalhaut,0.7839744270946767,0.9999063901053401,Lee Remick,cancer
Rahu,Vega,1.5996327977501323,0.9996102939664887,Lee Remick,cancer
Ketu,Sirius,0.229632797750142,0.9999919685863867,Lee Remick,cancer
Mercury,Deneb Algedi,0.37739658060797865,0.999978307026227,Jean Simmons,cancer
Neptune,Regulus,0.6890255308869371,0.9999276913698129,Jean Simmons,cancer
Sun,Sirius,0.6621967434214895,0.9999332126846481,Janet Leigh,disease
Venus,Regulus,1.017004357938589,0.9998424715627204,Janet Leigh,disease
Pluto,Sirius,1.324321567947976,0.9997328886707909,Janet Leigh,disease
Rahu,Betelgeuse,1.652105614159538,0.9995843093438762,Janet Leigh,disease
Mars,Betelgeuse,0.4323673598130853,0.9999715273112733,Sandra Dee,disease
Jupiter,Fomalhaut,1.5328247865642197,0.9996421641356288,Sal Mineo,homicide
Venus,Fomalhaut,1.1111090148276048,0.9998119711579724,Brandon de Wilde,accident
Jupiter,Rigel,0.46846524006650725,0.9999665745653019,Brandon de Wilde,accident
Mercury,Deneb Algedi,1.45823160593568,0.9996761422379504,Bobby Driscoll,overdose
Venus,Algol,0.08961079198760302,0.9999987769469857,Bobby Driscoll,overdose
Mars,Spica,1.176890039868539,0.9997890491670398,Brad Renfro,overdose
Pluto,Spica,0.4095044419034366,0.9999744588689967,Brad Renfro,overdose
Rahu,Sirius,1.7772305183627992,0.999518964151808,Brad Renfro,overdose
Mars,Sirius,1.7274409751696425,0.9995455372673776,Jonathan Brandis,suicide
Venus,Altair,1.4982031569611536,0.9996581454147266,Corey Haim,disease
Moon,Aldebaran,0.1220898279643734,0.9999977296984861,Andrew Koenig,suicide
Saturn,Algol,0.7112583255635059,0.9999229497790568,Andrew Koenig,suicide
Mars,Regulus,0.8857465519784853,0.9998805090452907,Dana Plato,overdose
Moon,Aldebaran,0.5509883224813166,0.9999537612396923,Gary Coleman,disease
Mercury,Fomalhaut,1.8823135471466799,0.9994604028910978,Gary Coleman,disease
Venus,Vega,0.174572296789961,0.999995358321512,Gary Coleman,disease
Ketu,Spica,1.875288084639891,0.9994644229513494,Gary Coleman,disease
Sun,Vega,1.6365358238293197,0.9995921070059405,Dustin Diamond,cancer
Mercury,Vega,1.1081371801766977,0.9998129756065709,Dustin Diamond,cancer
Venus,Fomalhaut,0.5817664815063495,0.9999484512190023,Dustin Diamond,cancer
Moon,Antares,1.1636015079640458,0.9997937858969649,Anissa Jones,overdose
Pluto,Regulus,0.7719879659863977,0.9999092306490078,Anissa Jones,overdose
Jupiter,Rigel,0.42573865244426656,0.9999723936554733,Scotty Beckett,overdose
Mars,Betelgeuse,0.9771605413387192,0.9998545726616136,Spanky McFarland,cardiac
Neptune,Regulus,0.5222233049516092,0.9999584630856685,Spanky McFarland,cardiac
Venus,Antares,0.02983830281013411,0.9999998643958553,Jackie Coogan,cardiac
Rahu,Fomalhaut,1.271540911804152,0.9997537549034475,Jackie Coogan,cardiac
Venus,Spica,1.6239506167457876,0.9995983559825955,Mickey Rooney,natural
Uranus,Fomalhaut,1.2086296406483257,0.9997775178787813,Mickey Rooney,natural
Pluto,Sirius,1.0342789921302966,0.9998370747660253,Shirley Temple,disease
Rahu,Aldebaran,1.7853171630225262,0.9995145769882807,Shirley Temple,disease
Ketu,Antares,1.8353171630225233,0.9994870088694373,Shirley Temple,disease
Uranus,Fomalhaut,1.9981861918541313,0.9993919313290401,Deanna Durbin,natural
Venus,Fomalhaut,1.8428425613678314,0.9994827937465498,Jane Withers,natural
Pluto,Sirius,1.4433740744456998,0.9996827076710487,Jane Withers,natural
Neptune,Regulus,0.03413394014305027,0.9999998225411871,Roddy McDowall,cancer
Pluto,Sirius,1.854059420739901,0.9994764789609325,Richard Jaeckel,cancer
Pluto,Sirius,1.569158516169182,0.9996250000320692,Jeffrey Hunter,accident
Mars,Spica,0.7620899694098,0.999911543280787,Robert Conrad,cardiac
Sun,Aldebaran,1.7525224452386396,0.9995322454107973,Clint Walker,cardiac
Pluto,Sirius,0.4279547879627188,0.9999721055052364,Clint Walker,cardiac
Rahu,Betelgeuse,0.3067421786988689,0.9999856691913217,Clint Walker,cardiac
Sun,Betelgeuse,0.13518360265329932,0.9999972166195626,Audie Murphy,accident
Mercury,Betelgeuse,0.23440343480467618,0.9999916314141386,Audie Murphy,accident
Venus,Sirius,0.10610596171058262,0.9999982852366707,Audie Murphy,accident
Pluto,Sirius,1.3957081485526714,0.9997033171161669,Audie Murphy,accident
Mercury,Aldebaran,1.6600829334771987,0.9995802855447443,James Arness,natural
Mars,Betelgeuse,1.6439938883177376,0.9995883810687851,James Arness,natural
Pluto,Sirius,1.4803991262297416,0.9996662216076546,Peter Graves,cardiac
Mercury,Algol,1.4148571989198864,0.9996951207354525,Hugh OBrian,natural
Venus,Algol,1.5513083655687474,0.9996334827011369,Hugh OBrian,natural
Mars,Rigel,0.1414045794662968,0.9999969545500385,Hugh OBrian,natural
Mercury,Deneb Algedi,0.9286571496126044,0.9998686512194075,Jack Palance,natural
Rahu,Antares,0.6338646254812659,0.9999388053660904,Jack Palance,natural
Ketu,Aldebaran,0.683864625481263,0.9999287705054624,Jack Palance,natural
Ketu,Fomalhaut,1.4772666200019557,0.9996676325769183,Lee Marvin,cardiac
Uranus,Fomalhaut,1.9057924554780925,0.999446858931238,Charles Bronson,disease
Neptune,Regulus,0.5738224198796615,0.9999498493998371,James Coburn,cardiac
Venus,Spica,0.6661890242582444,0.9999324049656265,Robert Vaughn,disease
Saturn,Altair,1.5965450721843126,0.9996117968940933,Robert Vaughn,disease
Uranus,Algol,0.3862405072858124,0.9999772784092906,David McCallum,natural
Sun,Betelgeuse,0.13235756520693087,0.9999973317772343,Martin Landau,disease
Mars,Algol,0.4253542039431757,0.9999724434906342,Martin Landau,disease
Rahu,Aldebaran,1.2656709198416962,0.9997560231146371,Martin Landau,disease
Ketu,Antares,1.215670919841699,0.9997749181360729,Martin Landau,disease
Mars,Betelgeuse,0.5564895197188093,0.9999528333203221,George Peppard,disease
Neptune,Regulus,0.4916457078930705,0.9999631848496102,George Peppard,disease
Mars,Rigel,1.8632696785874003,0.9994712651969753,Michael Parks,cardiac
Jupiter,Algol,1.2992307429532524,0.999742913834281,Michael Parks,cardiac
Venus,Antares,0.047317016867992834,0.9999996589960358,Richard Crenna,cancer
Pluto,Sirius,1.493572332721044,0.9996602553187369,Richard Crenna,cancer
Uranus,Deneb Algedi,0.16470758924896245,0.999995868082308,Raymond Burr,cancer
Ketu,Sirius,1.1498328078385072,0.9997986370542024,Raymond Burr,cancer
Mercury,Fomalhaut,1.2022457579173533,0.9997798618504917,William Talman,cancer
Pluto,Betelgeuse,1.6783696648851532,0.9995709885068548,William Talman,cancer
Moon,Aldebaran,1.2727361740199825,0.9997532917587951,William Hopper,disease
Pluto,Betelgeuse,1.8121149788634483,0.9994998963342051,William Hopper,disease
Pluto,Betelgeuse,0.5260886674341805,0.9999578459232752,Lee J Cobb,cardiac
Moon,Algol,1.8465804148691625,0.9994806936927094,E G Marshall,cancer
Jupiter,Deneb Algedi,1.3160637020448576,0.9997362093080506,E G Marshall,cancer
Pluto,Betelgeuse,1.7796229035349285,0.9995176683097508,E G Marshall,cancer
Saturn,Spica,0.9597924427686735,0.9998596962639064,Edward G Robinson,cancer
Pluto,Aldebaran,0.23053490639654228,0.9999919053599724,Edward G Robinson,cancer
Pluto,Rigel,0.7450296118451831,0.9999154593292607,James Cagney,cardiac
Ketu,Betelgeuse,0.7188159377540728,0.9999213036773709,James Cagney,cardiac
Mercury,Antares,0.7941676490894736,0.9999039400911924,Pat OBrien,cardiac
Pluto,Rigel,0.6422204409930714,0.999937181372795,Pat OBrien,cardiac
Mercury,Spica,0.26761979257025814,0.9999890916162075,George Raft,disease
Pluto,Rigel,1.8552185431440051,0.9994758242228908,George Raft,disease
Venus,Algol,1.9154451903858813,0.9994412420056021,Franchot Tone,cancer
Saturn,Deneb Algedi,1.6958476782293133,0.9995620074572064,Franchot Tone,cancer
Sun,Fomalhaut,1.145442153578017,0.9998001718820072,Robert Young,disease
Moon,Betelgeuse,1.0284528156345374,0.9998389050888169,Robert Young,disease
Venus,Vega,0.9617311377271562,0.999859128902767,Robert Young,disease
Mars,Antares,0.0341531653821221,0.9999998223412309,Robert Young,disease
Ketu,Altair,0.7572873401026072,0.9999126546457917,Robert Young,disease
Rahu,Altair,1.305650659072512,0.9997403669767906,Walter Pidgeon,cardiac
Mars,Antares,1.1173328472406183,0.9998098588532803,Robert Walker,overdose
Jupiter,Sirius,1.0246564868558892,0.99984009216172,Robert Walker,overdose
Uranus,Deneb Algedi,0.4478034578172583,0.9999694580041135,Robert Walker,overdose
Ketu,Rigel,0.9061950023882019,0.9998749283118371,Robert Walker,overdose
Sun,Algol,0.5203685976741887,0.9999587576013822,John Hodiak,cardiac
Moon,Vega,0.25191496650376166,0.9999903343296329,John Hodiak,cardiac
Pluto,Betelgeuse,0.5322574678684191,0.999956851555563,John Hodiak,cardiac
Pluto,Betelgeuse,1.7059085101986255,0.9995567955337489,Van Heflin,cardiac
Uranus,Altair,0.7334585159576363,0.9999180649129289,Dane Clark,natural
Pluto,Betelgeuse,1.712877331832388,0.9995531673309375,Dane Clark,natural
Rahu,Algol,1.6272104299074073,0.9995967420043931,Dane Clark,natural
Ketu,Spica,0.7127895700925819,0.9999226176684795,Dane Clark,natural
Jupiter,Algol,0.6478729902619342,0.9999360707129119,Mark Stevens,cancer
Pluto,Betelgeuse,1.2916531473955928,0.9997459038061969,Cornel Wilde,disease
Mars,Vega,1.2833679906593716,0.9997491529558535,Victor Mature,cancer
Pluto,Betelgeuse,0.4192716527407754,0.9999732259665026,Victor Mature,cancer
Mars,Sirius,1.4781261499184666,0.9996672457178368,Tony Curtis,cardiac
Pluto,Sirius,1.8002990480642183,0.9995063964076387,Tony Curtis,cardiac
Moon,Rigel,1.408432627802597,0.9996978830962672,Robert Stack,cardiac
Rahu,Antares,1.2724385893822046,0.9997534071086752,Robert Stack,cardiac
Ketu,Aldebaran,1.222438589382179,0.9997724051833125,Robert Stack,cardiac
Jupiter,Sirius,0.9998491559551468,0.999847741100317,Jeff Chandler,disease
Saturn,Regulus,1.608392639940348,0.9996060143771738,Jeff Chandler,disease
Uranus,Deneb Algedi,0.9890833833402439,0.9998510022308965,Jeff Chandler,disease
Moon,Regulus,0.9466258331063955,0.9998635191984132,John Payne,cardiac
Jupiter,Antares,1.8768333943348239,0.9994635399943511,John Payne,cardiac
Uranus,Altair,1.5857409004578926,0.9996170328936154,John Payne,cardiac
Pluto,Betelgeuse,0.9010247254461774,0.9998763513990002,John Payne,cardiac
Moon,Deneb Algedi,0.7691558259797375,0.9999098954161225,Rory Calhoun,disease
Pluto,Betelgeuse,1.5888672375947408,0.99961552143897,Rod Cameron,cancer
Sun,Altair,1.786377670079787,0.9995140001656033,Randolph Scott,cardiac
Mars,Vega,0.6425611445710047,0.9999371147041485,Randolph Scott,cardiac
Saturn,Antares,0.09727588400264153,0.9999985587643122,Randolph Scott,cardiac
Rahu,Altair,1.536659786021687,0.9996403714523603,Glenn Ford,cardiac
Mercury,Vega,0.08516254928093758,0.999998895356946,Dana Andrews,disease
Uranus,Vega,1.1656175187430904,0.9997930707455328,Dana Andrews,disease
Neptune,Sirius,1.7837424609651436,0.999515432856144,Dana Andrews,disease
Sun,Fomalhaut,1.8388434987745654,0.999485035846528,Zachary Scott,cancer
Venus,Fomalhaut,0.5079068522410353,0.9999607092752753,Zachary Scott,cancer
