name,birth_date,death_date,age_at_death,cause,sun_sign,sun_element,sun_saturn_hard,moon_saturn_hard,mars_sign,sun_neptune_aspect,cos_return_Sun,angle_return_Sun,cos_return_Moon,angle_return_Moon,cos_return_Mercury,angle_return_Mercury,cos_return_Venus,angle_return_Venus,cos_return_Mars,angle_return_Mars,cos_return_Jupiter,angle_return_Jupiter,cos_return_Saturn,angle_return_Saturn,cos_return_Uranus,angle_return_Uranus,cos_return_Neptune,angle_return_Neptune,cos_return_Pluto,angle_return_Pluto,cos_return_North Node,angle_return_North Node,birth_doy,death_doy,days_from_birthday
Princess Diana,1961-07-01 19:45:00,1997-08-31,36.16427104722793,accident,Cancer,Water,False,False,Virgo,False,0.523807656212323,58.411990112216,-0.997817554785095,176.21393276192498,0.42152944775444223,65.06881436700361,-0.7878997141471036,141.98966744141498,0.3558111700898665,69.15683269359445,0.9871137468737793,9.208066222884497,0.1424940535597226,81.80780781251235,-0.951839002968521,162.14565317263714,0.19199774297116573,78.93060679641081,0.054531034941450396,86.87405130032664,0.9366768892006555,20.49923104915578,182,243,61
Robin Williams,1951-07-21 13:34:00,2014-08-11,63.05544147843943,suicide,Cancer,Water,False,False,Cancer,False,0.9350000711458456,20.771843551224066,0.9933986972902924,353.4129394874953,0.9999999441953769,0.019141356945084453,0.7542167021781991,318.95697392957703,-0.4586913823535529,117.30269698740823,-0.37304069876468354,111.90326771996189,0.653616166121717,49.185196555248496,0.09607849766551156,275.51339714255755,-0.7635629891476873,139.77931804278546,-0.7945087545794098,142.6088808771606,-0.7618514950676439,220.37230539972776,202,223,21
Steve Jobs,1955-02-24 19:15:00,2011-10-05,56.60780287474333,cancer,Pisces,Water,False,False,Aries,False,-0.8039305081422652,216.49290537358118,0.4261096138369569,295.2209185814422,-0.4606914212316047,242.5682673454634,0.07937599397057858,274.55269876113084,-0.19077086953252095,100.99777467276324,0.30475357158831323,287.7433388020615,0.8480635590301194,328.00167191145624,-0.3737267674112045,248.05435886786648,-0.5062439644743341,120.41396436342856,-0.6380764520352697,129.64853445842485,0.9663315760981446,345.09008676375765,55,278,142
Heath Ledger,1979-04-04 06:30:00,2008-01-22,28.799452429842574,overdose,Aries,Fire,False,False,Pisces,False,0.30792598275568017,287.93428494702323,0.9473384318565232,18.677084426630415,0.8125297424560867,324.34383561647024,0.34893597441229557,290.42224836579055,0.057487409680934944,86.70439712824009,-0.9317939206459792,158.71620369949537,0.9999492923327462,359.4229993779851,-0.435567230130201,115.82139310332133,0.4920345447664107,60.5256057613459,0.31030937411832826,71.92212420528051,-0.9558866032886822,162.91824580471305,94,22,72
Philip Seymour Hoffman,1967-07-23 13:45:00,2014-02-02,46.52977412731006,overdose,Leo,Fire,False,False,Scorpio,False,-0.9722032352509367,193.540849799771,0.8980571945775366,26.09614230796791,-0.6567707786546692,228.94594346144174,-0.5600728627393887,124.06083683586985,0.9898236845382422,351.8190847587516,0.8669044535639948,330.1008855756868,-0.763991491707764,220.18264608686414,-0.9515466742189063,197.90889537060522,-0.21878444517943968,102.63764764863842,-0.4008563593395935,113.6317245565103,-0.9999999932812976,180.0066417164445,204,33,171
Carrie Fisher,1956-10-21 12:49:00,2016-12-27,60.18069815195072,cardiac,Libra,Air,False,False,Pisces,True,0.37355350718260766,68.06506106805017,-0.9006334055599913,205.75854912429998,0.07907807800789737,85.46442439119815,-0.9045551130494122,154.76343076638784,0.9906652139875478,352.1651943027407,0.8767287287496528,28.74976496871102,0.9412027543834364,19.74546572302694,-0.27923047490749886,253.78571757485736,-0.636833157010309,129.55607928147805,-0.7285307302773855,136.76336100176206,0.10393944258758274,275.96606675951784,295,362,67
Alan Rickman,1946-02-21 00:00:00,2016-01-14,69.89459274469542,cancer,Pisces,Water,False,False,Cancer,False,0.7878685055167807,321.9867638128691,-0.8019449156738717,143.3162315493571,0.6949183501751444,314.02071113141335,0.2090169351859266,282.0647483647062,-0.3715189854439453,111.80932758770551,0.8285829353462724,325.9534451960811,-0.8081915873261755,143.91961904418156,0.5491703065092142,303.31011113262116,-0.8638274248070797,149.74908100394714,-0.9088971434553175,155.35338708790036,0.032796286361136594,88.12057418779862,52,14,38
Leonard Nimoy,1931-03-26 08:30:00,2015-02-27,83.9233401779603,disease,Aries,Fire,False,False,Cancer,False,0.8975683052131015,333.84025016866394,0.9955666917556103,5.397121211930312,0.452094824379399,296.87816534623613,0.7124400647548718,44.5662059072917,-0.39813210711448865,246.5385407049876,0.8291260876568353,33.990929539753864,0.6772478800948659,312.628955216088,0.9999831465074538,359.6673533172884,-0.9979150380711495,183.7005151025981,-0.9978665080911018,176.25665052561237,-0.9983908396796928,176.74916039335565,85,58,27
Patrick Swayze,1952-08-18 03:10:00,2009-09-14,57.07049965776865,cancer,Leo,Fire,False,False,Scorpio,False,0.8933727027365784,26.699832390144508,0.9970746211661402,355.61636266158183,0.6790222802096744,47.23271226552444,0.9542414274099456,342.60021054765815,-0.6715858045929681,227.81042374647257,-0.02904848264029881,268.33541038669324,0.95520822716427,342.7864159976026,-0.3729980762694478,248.0993643420228,-0.5708059090113811,124.80644337841852,-0.6339158591385115,129.3396220674138,0.9143022987675606,336.10683774154035,231,257,26
Farrah Fawcett,1947-02-02 15:10:00,2009-06-25,62.390143737166326,cancer,Aquarius,Air,True,False,Aquarius,False,-0.7784872916496206,141.12228115551943,0.7551443950149812,40.962011712924465,-0.415152070527815,114.5288934525858,-0.8009072768373238,143.21682845896783,-0.20394450219091856,101.76771819196381,-0.028937389937043836,91.6582217933456,0.750360722420763,41.37836555466963,0.15030928176422648,278.64485030863443,-0.7144784629755034,135.60047360281368,-0.7632895487762281,139.75506180887695,-0.5983078069615647,233.2512008621727,33,176,143
Cory Monteith,1982-05-11 12:00:00,2013-07-13,31.170431211498972,overdose,Taurus,Earth,False,False,Libra,False,0.4879927787921764,60.79126208444421,-0.15679054077094945,260.97934346426996,0.8285700219547288,34.04787631613249,-0.6598911741873549,131.2915736454362,-0.007309269938273466,269.5812059521168,-0.49365268236061804,240.4190541316621,0.9499622960861306,18.201789485819916,-0.6343733553448769,129.37352288526995,0.36711861885870095,68.4619755776954,0.2563230950050462,75.14800110730553,-0.45518601029971467,117.07690309631148,131,194,63
James Dean,1931-02-08 09:00:00,1955-09-30,24.637919233401778,accident,Aquarius,Air,False,False,Leo,False,-0.6703267153704502,227.90771414042877,-0.7381588506347656,137.57481317292243,0.05025427745916536,272.8805713464549,0.21555046130877384,282.44782365421923,0.6532983371147238,49.20925354484919,0.7497329932928004,41.432745761370256,0.5051562774696926,300.34172695851134,-0.3292834179423092,109.22528765831966,0.6109521664917908,52.34161731165128,0.7825571171788626,38.504697411136874,-0.44753173589645506,243.41456737235265,39,273,131
Marlon Brando,1924-04-03 23:00:00,2004-07-01,80.24093086926763,disease,Aries,Fire,False,False,Capricorn,False,0.0686207049073028,86.06523108430662,-0.23866138645600604,256.19245222466816,0.04439969130658754,87.45524851705957,0.9813170837971502,11.092730157668875,-0.9550383138774993,197.24645042938033,-0.1126284124804321,263.5331456694903,-0.24657935535023354,255.72481205337283,0.9768061987379101,347.6357835293737,-0.9987500768255074,177.13500058929003,-0.9404470895351577,160.12677530068638,-0.37459184744423135,248.00091123160047,94,183,89
Clark Gable,1901-02-01 05:30:00,1960-11-16,59.7864476386037,cardiac,Aquarius,Air,False,True,Virgo,False,0.21542323110215628,282.4403585200315,-0.153898848148394,98.8529386489864,-0.18989702174683412,259.05322543140846,0.9496091689452764,341.73354877511144,0.6203371181720511,308.3407568094636,0.9997306902996622,1.3297603390430481,0.9981594464571488,3.4767902614811987,-0.3445168818066632,249.8476927665925,-0.6776435665458141,132.65977632001028,0.13635705720268307,82.16290074932193,0.2346851384375036,283.5730634956333,32,321,76
Humphrey Bogart,1899-12-25 12:00:00,1957-01-14,57.05133470225873,cancer,Capricorn,Earth,True,False,Capricorn,False,0.9363555367275453,20.551743542292627,-0.13735658715072038,262.105087929098,0.8305644510254504,33.84323550089826,0.8970790856462928,333.7767432679062,-0.21920251932419219,102.66219744677102,0.5292092015138959,301.95203931860715,0.9599372053752043,343.7269507029565,-0.5644524668193993,235.635721736032,-0.6031421004772515,127.09526702541142,0.2648012098630139,74.64485900626757,0.9170206568697056,336.49433678775813,359,14,20
Spencer Tracy,1900-04-05 06:00:00,1967-06-10,67.17590691307323,cardiac,Aries,Fire,False,True,Pisces,False,0.43965410335347604,63.91818634349175,0.9399249563054719,19.961042378199323,-0.2790253324450959,106.20204212397405,0.4236045975489931,64.93762909474708,-0.9474895677514534,198.6500245288746,-0.610275984964855,232.3905388496143,-0.102017944162802,95.85538455671013,0.1394015644936676,278.01321885356026,-0.8463278011057582,147.81447909121812,-0.05354236608427816,93.06921925994868,-0.7732987846347328,140.65104810456174,95,161,66
Gary Cooper,1901-05-07 06:00:00,1961-05-13,60.01368925393566,cancer,Taurus,Earth,False,False,Leo,False,0.9935647312948541,6.503604882902891,-0.6846300328307348,133.20651827135057,0.8797911101091381,28.382824576878185,0.8430239948178045,327.46083729751246,0.9076830455741903,335.18710390822537,0.9141035025989788,23.921268348005526,0.9721678823264731,13.549498262985765,-0.4118529901923064,245.6787099855384,-0.6717556136705731,132.20270893339995,0.18921004655814894,79.09331298302303,0.15952571534834822,279.17936812549175,127,133,6
John Wayne,1907-05-26 08:32:00,1979-06-11,72.04106776180699,cancer,Gemini,Air,False,False,Capricorn,False,0.9610914674581069,16.03534678162685,0.6856497052901918,46.71327576912765,0.8829470270018674,28.000069058889054,0.9046538629980492,25.223295498348875,-0.5178573081886563,121.18863340672345,0.9030190375552994,25.442211626820068,-0.9518667016237011,162.1508301051292,0.5820684457446442,305.596157986942,-0.9281770457942309,158.1524097069924,-0.4019958962186025,113.70301102138936,0.6874890093696872,46.56833059418889,146,162,16
Cary Grant,1904-01-18 01:07:00,1986-11-29,82.86105407255305,cardiac,Capricorn,Earth,False,True,Aquarius,False,0.6486472527856287,310.439688009099,0.09902282573064272,275.68290322651075,0.36924939284603786,291.6693328484592,0.7650305144470981,319.9097067913217,0.998067206753481,3.5628726952782017,0.9925924378634495,353.0217948135872,0.5246321233449015,301.6434812795354,0.9946285158579382,354.058728876056,-0.9999565140084711,180.53433533251706,-0.7593433145144163,139.40634010033145,-0.9549002534744134,197.27311088077357,18,333,50
James Stewart,1908-05-20 22:00:00,1997-07-02,89.11430527036276,cardiac,Taurus,Earth,False,False,Gemini,False,0.7524697498413274,41.195229460387445,-0.6667811716028871,131.81911753568312,0.8265963749108861,34.24932546304193,0.9247934370666963,22.362772345118543,-0.12501471632867292,97.18160563136139,-0.9712115035750812,193.7814386208509,0.9762920824089181,12.501038904927313,0.9324807825485367,21.175113950600235,-0.960808493525988,196.09393710298127,-0.9371993563985878,159.58642168943814,0.23548580073640304,76.37973921419409,141,183,42
Henry Fonda,1905-05-16 12:00:00,1982-08-12,77.2375085557837,cardiac,Taurus,Earth,True,False,Scorpio,False,0.0955189324027741,84.5188117231779,-0.878725280695602,208.5110249509992,-0.5926326952014491,126.34405566441419,0.013379356013694122,89.23339649539861,0.9862379143204466,350.4834597926954,-0.9757840707618685,167.36519567386281,-0.699295080486167,225.62952446544395,0.8377885741561277,326.9073300135214,-0.9785028518129654,168.09829592805534,-0.558650660156309,123.96253317529167,0.5886950528983268,306.06445978172593,136,224,88
Gregory Peck,1916-04-05 08:00:00,2003-06-12,87.1813826146475,natural,Aries,Fire,True,False,Leo,False,0.4080704847391707,65.9163168283398,-0.99306277583807,186.75276880030506,0.5905362982037644,53.804925210935444,0.9985250293386039,3.1123090571541354,-0.9591930030153363,196.4245310069603,-0.5325410809733848,122.17730675349975,0.9876108621819105,350.97166693997536,0.9699467320914793,14.08241662328129,-0.9739259445034292,193.11263939810874,-0.9752151294515884,167.21702157285284,-0.4023008502943388,113.72209475667836,96,163,67
Burt Lancaster,1913-11-02 12:00:00,1994-10-20,80.96098562628337,cardiac,Scorpio,Water,False,False,Cancer,False,0.9759022030869146,347.39617665774836,-0.5961789376952901,126.59672160126928,0.8251273265623134,325.6014024119445,0.8500109893938216,31.787135330080588,0.9526809738426762,17.69632620449248,0.5874070598278852,305.9732203965136,-0.19444103636542628,258.78792765033165,0.980816304383639,348.7591150306254,-0.9912688757032951,172.4231408737958,-0.8272016735738859,145.81234617362975,-0.5870447109021151,234.05242881528878,306,293,13
Kirk Douglas,1916-12-09 10:15:00,2020-02-05,103.15400410677618,natural,Sagittarius,Fire,False,False,Capricorn,False,0.5135319608623318,59.10062040130032,0.9842001474278772,10.198531153215654,0.38170440668106637,67.56070244306267,-0.6844181227805507,133.1898629708971,0.9727523128384703,346.59417510040373,-0.1911044197792376,258.98275611443194,-0.9970993584650736,175.63494525799308,0.23622261277296464,76.33629743307034,-0.7359230252582638,222.61473182161626,-0.9405188204920499,199.86113115278758,-0.9649896540948335,164.79413572004745,344,36,57
Rock Hudson,1925-11-17 02:15:00,1985-10-02,59.87132101300479,disease,Scorpio,Water,True,False,Scorpio,True,0.7072740772311382,315.01355734637,-0.9547291361060831,162.69390039586375,0.5182867439640528,301.2173996803392,-0.47549953487548735,241.60812032410482,0.6672312148564195,311.85372662931195,0.9529282887192723,17.649650148684884,0.9922679800921284,7.129586470253514,-0.12167275446004384,263.01134816748674,-0.5905476481499204,126.19588061116082,-0.3276217414625747,109.12448828998313,0.20676526535408063,281.9328555570663,321,275,46
Montgomery Clift,1920-10-17 12:00:00,1966-07-23,45.76043805612594,cardiac,Libra,Air,False,True,Sagittarius,False,0.11091747690591452,276.36820678243697,0.2919213066245806,286.9730169140546,-0.14028693022156927,261.9355500029655,-0.7616598493444358,220.3892541487414,-0.9874905465429729,189.07215730856723,0.5954397871118414,306.5439898775538,-0.9854732024946987,189.777992949452,-0.9657918645731458,195.0296270406544,-0.10306271426855468,95.91556268523775,0.3793173177513562,67.70859783783573,-0.966507486127484,194.87069101959491,291,204,87
William Holden,1918-04-17 12:00:00,1981-11-12,63.57015742642026,accident,Aries,Fire,False,False,Virgo,True,-0.9180483113258567,203.3575942571177,0.6320766257697298,309.2034989366955,-0.9944264100354346,173.9478865652835,0.44809687187885155,296.62164663598315,0.9996456070719502,358.47456755109704,-0.7230275707725384,136.30501134204331,0.34879214604856984,69.58654484020839,0.050220268498130285,272.87862031297334,-0.7550775667093618,139.0321478394216,-0.3692736870027584,111.67083065802393,-0.8624888419454787,210.4028109544166,107,316,156
Steve McQueen,1930-03-24 12:15:00,1980-11-07,50.62286105407255,cancer,Aries,Fire,False,False,Pisces,False,-0.7418883525067762,222.10747637096722,0.21077551727535448,282.1678033998231,-0.7540050743026682,221.06148886096454,-0.9967140084097057,175.35388612789302,0.23160689100445916,283.39169461206353,-0.36750862102468207,111.56204930873876,-0.09911541443179996,264.31176560528763,-0.7151284716435942,224.3462711324318,-0.33669768571395836,109.67580644745715,-0.09009838984573619,95.16926740982925,-0.18789947518537045,100.83022528359218,83,312,136
Paul Newman,1925-01-26 06:30:00,2008-09-26,83.66324435318275,cancer,Aquarius,Air,True,False,Aries,False,-0.5306389196609903,237.95136577520267,-0.9999847783021747,180.316132924734,0.16535631807418866,279.5179343290035,0.3214913893181656,288.7531417889372,-0.9997313029695417,181.32824683151034,0.9972563077442191,4.245263742100235,0.5153328484039894,301.01970563123814,0.9998181069446401,1.0928291540984105,-0.9999941297405986,180.19632087863172,-0.9725710119557232,166.54944387567502,-0.9995181030420734,181.7788206587348,26,270,121
Robert Mitchum,1917-08-06 12:00:00,1997-07-01,79.89869952087611,cancer,Leo,Fire,True,False,Cancer,True,0.8315579234489592,326.2591085837444,0.4936925370548953,60.4164283494913,0.6526288674035854,310.7401017027327,0.7952497666384779,322.67885309952646,0.010900949414773113,89.37540923533862,-0.27080276040364865,254.28795865304863,-0.2738953321943428,254.1038060048406,0.9689405075291967,345.68256090583395,-0.9947738705714545,174.13973800857784,-0.8519906445723845,148.42884749461052,-0.26571864165110237,254.5903410337911,218,182,36
Yul Brynner,1920-07-11 12:00:00,1985-10-10,65.2457221081451,cancer,Cancer,Water,False,False,Scorpio,False,0.029966430072802346,88.28279295942119,-0.15329076574846995,98.81767970771409,0.18353637991913566,79.42418788877245,0.4759934669837251,61.57594570963545,0.7539913549162884,318.93731447120354,-0.9750029742361013,167.16219879174696,0.21575642885487697,77.54009090376806,0.16759298076140136,279.64789925605817,-0.7732613542970819,140.64766579883295,-0.4444861205538799,116.39046559602,-0.9993895587781522,177.99791896471822,193,283,90
Peter Sellers,1925-09-08 06:00:00,1980-07-24,54.87200547570158,cardiac,Virgo,Earth,False,False,Virgo,False,0.7273975277185081,316.6686610087396,-0.9034200017106276,205.3886825097721,0.7404715775053564,317.77160224298626,-0.49109027476507594,240.58773261016734,0.9330882848543516,21.07854326412786,-0.5374177331744129,237.49197483433352,0.6830666605249839,313.08375000225726,-0.5346724532850547,237.67829927026565,-0.45565397551591447,117.1070200609957,-0.08166227911406189,94.68411999636226,0.9475760033832921,18.63453175838933,251,206,45
Richard Burton,1925-11-10 14:00:00,1984-08-05,58.732375085557834,disease,Scorpio,Water,True,False,Libra,True,-0.07723778071871233,265.5701892097736,0.14136301625785946,81.87327420247865,0.054249048734567366,273.1097681290552,-0.5999728435273184,233.1320472684876,0.8996783318424679,25.884182446173725,0.9690349584542837,345.70446073416315,0.9926495820455264,353.04879611211356,-0.21022242944355393,257.8646125073948,-0.5630182901349093,124.2647907010699,-0.25726173093992677,104.9076447691877,0.559002308680014,303.98682878677846,314,218,96
Peter Ustinov,1921-04-16 12:00:00,2004-03-28,82.94592744695414,cardiac,Aries,Fire,False,False,Taurus,False,0.9521055498928219,342.19553173134824,0.7940052700726802,322.56140161379386,0.9196074790913249,23.131234645681435,0.9497187458315249,18.24641009350733,0.9484900608637558,18.469928503189763,0.9996621930058708,1.4893068095504418,0.3046056006808042,287.7344374793425,0.99807337048442,356.4428147192527,-0.9978492442983843,183.75846959123425,-0.9673149375345514,165.3106575828117,-0.9629128980982303,195.65310601528392,106,88,18
Orson Welles,1915-05-06 07:00:00,1985-10-10,70.42847364818617,cardiac,Taurus,Earth,False,False,Aries,False,-0.8865969956397757,152.4486933568801,-0.9799110432703722,191.50392543543578,-0.9366136272524854,159.4904210893589,-0.9482883456165323,161.49362519862365,-0.9007405827284238,154.25558492370126,0.7251330259002978,316.47991514325804,-0.83277808756272,146.38518142325074,0.49041103307475425,299.36760116541,-0.8926683182305569,153.210485653282,-0.5495431467127729,123.33567656956062,0.21224587607761614,77.74600112356683,126,283,157
John Huston,1906-08-05 12:00:00,1987-08-28,81.05954825462013,disease,Leo,Fire,False,False,Leo,False,0.9237041821574599,22.526239141365295,-0.5668685108339427,235.4678551014126,0.9481226165856647,18.53626729034201,0.9536032241885689,342.4783437873391,0.8840032479857697,27.870890852050934,0.4769688014509929,298.48761608149573,0.014114331729769725,270.8087184916686,0.9766611344178033,347.5970269259057,-0.9945479574038021,174.01430251599243,-0.698332220031584,134.29335046018215,-0.6136493157546796,232.1461574031582,217,240,23
Alfred Hitchcock,1899-08-13 12:00:00,1980-04-29,80.70636550308008,disease,Leo,Fire,False,False,Libra,False,-0.19363613738062838,258.8349384587875,0.9893106432893743,351.61503920516475,-0.5951868028450399,233.47405000432192,0.6574977997896275,311.10931882438206,0.8099605770330852,324.09207986536535,0.45159382901891426,296.8459884341462,0.06132447451810859,273.51583958784875,0.9853313509215009,350.1742660800693,-0.9974736177802785,175.92639764044196,-0.5499470954089419,123.36338356927237,-0.5155504293017639,238.96574645408137,225,120,105
Billy Wilder,1906-06-22 12:00:00,2002-03-27,95.75906913073237,disease,Cancer,Water,False,False,Cancer,True,0.11334042861437126,276.50791275781637,0.30313099987185177,72.35424433873158,-0.3326412710893756,250.57083147101804,-0.14014189379552786,261.9439428900191,0.6567803030277334,311.05478020440836,0.9652520436035663,15.148440434404392,0.08669926707775141,85.02625350855203,0.6384854985404306,50.32102057757072,-0.8602314421921561,210.65742085530033,-0.9964870386230636,175.196016157906,0.6133624591849268,307.8330297867564,173,86,87
Stanley Kubrick,1928-07-26 12:00:00,1999-03-07,70.60917180013689,cardiac,Leo,Fire,False,False,Taurus,False,-0.7285022935666597,223.2390174454453,0.988902318085347,351.4560986587187,-0.18747934640257335,259.19428185305736,-0.39664411089655527,246.6314474326848,-0.9861763198804098,170.4621379555586,0.8352056075530135,326.6372535291148,-0.740582189709152,137.7810328387179,0.6061922541730584,307.31468447316183,-0.9096841563429829,155.46174070597777,-0.8024218654167229,143.36199981517797,0.2711128209379194,74.26950309314691,208,66,142
Federico Fellini,1920-01-20 21:00:00,1993-10-31,73.77686516084873,cardiac,Capricorn,Earth,False,False,Libra,False,0.14868477089895224,278.5507148027726,-0.39494785126971343,113.26272171899058,0.5155141869076828,301.0318301492799,0.49475443342602965,299.6535587046011,0.8814596995920985,28.181049473116843,0.2923798759277825,72.99951043203407,-0.9547179018197831,162.69173673535295,0.7525689226910134,318.81339860408815,-0.9284462280439245,158.19389138295972,-0.748450073012734,138.4562962172101,0.9742908470312377,13.020161659941493,20,304,81
Ingmar Bergman,1918-07-14 12:00:00,2007-07-30,89.0403832991102,natural,Cancer,Water,False,False,Libra,False,0.9624756138979441,15.745698146725488,-0.6557734046921532,130.97831963899517,0.9459385631734459,341.07405137198475,0.2587211267037842,75.00580814245532,-0.7132256509407446,224.50202709175903,-0.9381319409622755,159.7401701190846,0.981085107548831,11.161601358922752,0.9328114238645608,21.122606305416582,-0.9668840865478374,194.78637949096316,-0.9883154373292015,171.23266404428165,0.21165892056437785,77.78041303679163,195,211,16
Akira Kurosawa,1910-03-23 12:00:00,1998-09-06,88.45448323066393,cardiac,Aries,Fire,False,False,Gemini,False,-0.9495053682666955,161.71458365552493,-0.9893873249186235,188.35477770749424,-0.9281563510397103,158.14922369277204,-0.9886263661583746,188.64967397160183,0.4222990441480625,65.02017892785902,-0.9596849005381429,163.6754410858397,0.9846127160784373,10.064149418498875,0.9664767301268103,14.877555897995478,-0.9737277261545463,193.16260655223377,-0.9428869235969122,160.54217072419186,0.015412343208010815,89.11690281755551,82,249,167
Jean Renoir,1894-09-15 12:00:00,1979-02-12,84.40520191649556,cardiac,Virgo,Earth,False,False,Taurus,True,-0.8709168371405042,150.5653572979334,-0.8756208429029845,151.11853754108446,-0.7976122226930884,142.90268757961158,-0.5686956111956977,124.65931675555913,0.2220451536870613,282.82918316483557,0.8855891818278291,27.67588636652866,0.7440491129187458,318.07748982102675,0.9895118452849118,8.30553253450202,-0.9972242037433636,184.2700399051888,-0.6061755649453684,127.31348216856242,-0.9760411964174006,167.43272478759175,258,43,150
Charlie Chaplin,1889-04-16 20:00:00,1977-12-25,88.68720054757016,cardiac,Aries,Fire,False,True,Taurus,False,-0.3973079804841364,246.5900051509186,-0.5902512409679763,233.82516095127085,-0.39393130146540845,246.80066127293003,-0.7789225998783965,218.83796476076336,0.05421474079953742,86.89220046787626,-0.991598641423341,172.5678080852262,0.9566234077323778,16.937442427235993,0.9035789621727108,25.36743193990884,-0.9622493579957139,195.79339864901388,-0.6681411752786554,131.92376142561784,0.0934690585240447,84.63678876261353,106,359,112
Buster Keaton,1895-10-04 12:00:00,1966-02-01,70.32443531827515,cancer,Libra,Air,False,False,Libra,False,-0.5177017539194271,121.1782155734605,0.5331044080605705,57.784551860468866,-0.04326237052775874,92.4795251135782,-0.6900927643659668,133.63745241939503,-0.7488912667282993,138.49442705864766,0.7254386468741592,316.5053503193699,-0.6274086985480084,128.85919871987775,0.5160804245298067,301.0696994428936,-0.8991011692598083,154.0401703160361,-0.09302474923864663,95.33764278899228,0.17760879938876614,79.76948999511251,277,32,120
Harold Lloyd,1893-04-20 12:00:00,1971-03-08,77.8754277891855,cancer,Taurus,Earth,False,False,Gemini,False,0.7272626084717624,316.6573970707221,0.7273938502590583,43.33164604065787,0.9561541205086993,342.9705049567578,0.1329348542417608,277.6392194226248,-0.9750777740161449,192.81849859765873,-0.8660961367840979,209.99189360200535,-0.7651049869127003,220.08366698094625,0.8948078876194225,333.4837642259872,-0.9936453761805225,173.53731775341458,-0.3458158518091275,110.23160634362677,0.40248424982236525,293.73357306926994,110,67,43
WC Fields,1880-01-29 12:00:00,1946-12-25,66.89938398357289,disease,Aquarius,Air,False,False,Taurus,True,0.809896752231612,324.0858450576465,-0.7719598846874229,140.53021247401568,0.757946499111298,319.28349870067444,0.807034502638794,323.807197978859,-0.7316137156956705,222.97815133129822,-0.431844596786192,244.41532003725618,-0.45097221734249787,116.80607753099915,0.19266595616095483,281.10840739716997,-0.8781818091467719,151.42380795898274,0.2158134493988135,77.53674504180734,-0.8291346628369459,146.00994930288465,29,359,35
Groucho Marx,1890-10-02 04:00:00,1977-08-19,86.87474332648871,disease,Libra,Air,False,False,Capricorn,False,0.7370894250187336,317.48406590410536,-0.8393086218096055,147.06718364624965,0.9717125243077634,346.33958680135584,-0.5860447765129546,234.12316697984477,-0.972969573477956,166.6479722090605,-0.843148812522273,147.4741355843418,0.9391466895898334,339.9087443300615,0.9772101194617373,12.255665972265064,-0.9931692282924707,186.70069792287825,-0.5669636552895089,124.53876244843264,-0.494816086581922,119.6576236108615,275,231,44
Harpo Marx,1888-11-23 12:00:00,1964-09-28,75.84120465434634,cardiac,Sagittarius,Fire,False,False,Capricorn,False,0.554899104717525,303.70376564687535,0.93426575311897,339.10984421778574,0.6235557084217099,308.5762586338207,-0.6959290868210433,225.89870026816234,-0.9673115203808607,194.69011450087805,-0.950793018258258,161.95120796224958,-0.9876695649499397,189.00687417529969,0.78571369077685,321.786734193254,-0.9667772967467424,165.18966525101706,-0.16859221974864066,99.70597782317321,0.891578568209459,333.07228420827414,328,272,56
Stan Laurel,1890-06-16 12:00:00,1965-02-23,74.6858316221766,cardiac,Gemini,Air,False,False,Sagittarius,False,-0.35126787473335913,249.43511638338595,-0.9918170058540108,172.66516500757,-0.0207876335561125,268.80887053438715,-0.8849342330425783,207.7565709171827,0.4010861729084797,293.6460979680314,-0.1305017802713426,97.4985892313145,-0.9897046589701287,188.22870143351344,0.7713621873121468,320.476370157398,-0.9656724891732106,164.9440198294194,-0.14713541174020262,98.46095577587113,0.9968060024643919,355.4194188560673,167,54,113
Oliver Hardy,1892-01-18 12:00:00,1957-08-07,65.54688569472964,cardiac,Capricorn,Earth,False,False,Scorpio,False,-0.9573745315019511,196.78908698215906,-0.3813300442401665,112.41609301761864,-0.3810661566287492,247.60026150348162,-0.9536351214284033,197.5155848448574,0.061277189734442676,273.5131252645779,-0.9728544413948618,193.3805627312926,0.380764463730303,67.61895666271181,0.033331683368672836,271.9101185831373,-0.8043086926815635,143.54354469058626,0.12946065636588908,82.56157316764754,-0.9907148478279494,172.18608365417995,18,219,164
Abbott and Costello Lou,1906-03-06 12:00:00,1959-03-03,52.988364134154686,cardiac,Pisces,Water,True,False,Aries,False,0.9987599627769242,357.14635542758725,-0.9383501343154128,159.7763036520832,0.9999701443408159,359.55725665391475,0.9469351426669644,18.749106394145144,0.6715811980324404,47.81077997024046,-0.9993395663923351,182.08245735996894,0.4834874098838997,298.9134190703429,-0.8162285241667793,215.29098269488352,-0.4870632744458236,119.14774119883053,0.3084972181532027,72.03131080123332,0.57239225955342,55.08278567140164,65,62,3
Red Skelton,1913-07-18 12:00:00,1997-09-17,84.16427104722793,disease,Cancer,Water,False,False,Taurus,True,0.5089859211820992,59.40369395688229,0.3945818706422497,66.7601010412692,0.9459659382389226,18.921112220291946,-0.829668003832313,146.06464906191616,-0.9999773864703492,179.61467904670383,0.852909009165825,31.47050681658311,0.5729322918683284,304.954957557326,0.9998569054784925,359.03070870484544,-0.9996121900806024,181.5957362950204,-0.8907980968623878,152.9737073104074,-0.9904909700173142,172.0922945629355,199,260,61
