harmony_duration_corr,harmony_duration_p,married_harmony_mean,divorced_harmony_mean,harmony_ttest_p,vm_married_pct,no_vm_married_pct
-0.013412301663478687,0.6370404442455654,0.6034720766948869,0.6150942164666156,0.051196949120099415,0.6521739130434783,0.6666666666666666
