alignment_ttest_p,tidal_ttest_p,lunar_day_chi2,lunar_day_p,mag_align_corr,mag_align_p,new_full_chi2,new_full_p,bootstrap_p
0.45846495381855024,0.43889296596750776,78.5373059589384,6.278840000002454e-07,-0.009723073057207638,0.11721202440326894,11.80447594468623,0.0005908849170936115,0.0

