birth_rayleigh_R,birth_rayleigh_p,birth_chi2,birth_chi2_p,element_chi2_p,celebrity_vs_pop_chi2,celebrity_vs_pop_p,performer_vs_scientist_chi2,performer_vs_scientist_p,element_profession_chi2,element_profession_p,performer_rayleigh_R,performer_rayleigh_p,scientist_rayleigh_R,scientist_rayleigh_p,writer_rayleigh_R,writer_rayleigh_p,fire_extraversion_p
0.03422428451359311,8.182447730107574e-06,0.3128,0.9999998873576299,0.999651640425159,8.919848459023601,0.629290603583226,9.649358250445209,0.5621758529576468,1.3783689994216308,0.7106128988046891,0.05864495276271712,0.7099940918358604,0.21728628212272466,0.09395021451209326,0.10722941883704164,0.49775926762832584,0.6826585968091246
