month,temp_anomaly,sun_deg_tropical,mars_deg_tropical,moon_deg_tropical,sun_mars_angle_tropical,lunar_day_tropical,sun_deg_vedic_lahiri,mars_deg_vedic_lahiri,moon_deg_vedic_lahiri,sun_mars_angle_vedic_lahiri,lunar_day_vedic_lahiri
2009-07,0.67,113.13469609724741,62.37174796224726,24.208034894603003,50.76294813500015,23,89.14016954514861,38.37722141014847,0.21350834250421374,50.76294813500014,23
2010-07,0.76,112.9083862646514,171.3164205154209,164.00425979915468,58.408034250769504,5,88.89917508443317,147.30720933520266,139.99504861893647,58.40803425076949,5
2011-07,0.55,112.67832754745761,77.14472228806673,295.383319445475,35.53360525939088,16,88.65504183764538,53.1214365782545,271.3600337356628,35.53360525939088,16
2012-07,0.51,113.39633744819582,186.4916632040395,71.65521534465043,73.09532575584367,27,89.35960458194775,162.4549303377914,47.61848247840237,73.09532575584366,27
2013-07,0.68,113.16471190809371,91.31453941628074,195.3121367501836,21.85017249181297,7,89.11500699776305,67.26483450595008,171.26243183985295,21.85017249181297,7
2014-07,0.75,112.93458988604242,204.70656004071446,335.78137938995707,91.77197015467205,19,88.8721670554897,180.64413721016174,311.7189565594044,91.77197015467205,19
2015-07,0.84,112.7014975647108,103.98026896329937,106.09966559584241,8.72122860141144,30,88.62671750009885,79.90548889868741,82.02488553123042,8.72122860141144,30
2016-07,1.2,113.42150353884487,234.65488847170812,241.39425174083152,121.23338493286325,11,89.33444696725435,210.56783190011762,217.30719516924094,121.23338493286327,11
2017-07,1.04,113.18889331165198,116.758659274898,6.697184454398854,3.569765963246013,22,89.08933722790007,92.6591031911461,342.59762837064693,3.5697659632460272,22
2018-07,0.85,112.96144473172005,307.10129297840643,146.60611519357485,165.86015175331363,3,88.84899161914896,282.9888398658354,122.49366208100376,165.86015175331354,3
2019-07,0.93,112.73282250104405,128.59738150934714,276.75236788959415,15.86455900830309,14,88.6071754569975,104.4717344653006,252.62672084554757,15.864559008303104,14
2020-07,1.17,113.45223873927524,10.04335167595328,51.1990523584055,103.40888706332197,25,89.31284877455353,345.90396171123155,27.059662393683794,103.40888706332197,25
2021-07,0.84,113.2238485614978,141.0222727564801,178.57275581328966,27.798424194982303,6,89.0700676571527,116.86849185213502,154.41897490894456,27.798424194982317,6
2022-07,0.93,112.99855203126565,37.09133992320222,317.486875817617,75.90721210806342,18,88.82986781503664,12.922655706973204,293.318191601388,75.90721210806343,18
2023-07,0.9,112.76767279458669,153.05662059068007,87.32685596027507,40.28894779609338,28,88.58389024917096,128.87283804526433,63.14307341485937,40.28894779609337,28
