name,profession,north_node_lon,south_node_lon,sun_lon,moon_lon,north_node_sign,north_node_sign_id,nn_house_from_sun_equal,nn_house_from_moon_equal,sn_house_from_sun_equal,sn_house_from_moon_equal,nn_house_from_sun_whole,nn_house_from_moon_whole,sn_house_from_sun_whole,sn_house_from_moon_whole
Steven Weinberg,scientist,335.19626785795026,155.19626785795026,42.59127874705539,139.00907901841023,Pisces,11,10,7,4,1,11,8,5,2
Charles Darwin,scientist,216.2334211758877,36.23342117588771,323.05274676585134,291.36201709364576,Scorpio,7,9,10,3,4,10,11,4,5
Gregor Mendel,scientist,316.13487661003194,136.13487661003194,117.1276850541163,142.39332688960314,Aquarius,10,7,6,1,12,8,7,2,1
Louis Pasteur,scientist,307.16122108726137,127.16122108726137,274.8267963511162,78.15025097050801,Aquarius,10,2,8,8,2,2,9,8,3
Alexander Fleming,scientist,256.6215675252611,76.62156752526113,134.09967845826327,266.53769567190733,Sagittarius,8,5,12,11,6,5,1,11,7
Francis Crick,scientist,299.7717098444594,119.7717098444594,77.05554563173072,158.00364318280745,Capricorn,9,8,5,2,11,8,5,2,11
James Watson,scientist,70.73540788413227,250.73540788413226,16.43789103443816,211.2632702784778,Gemini,2,2,8,8,2,3,8,9,2
Rosalind Franklin,scientist,222.30066235881347,42.3006623588135,122.20545205229713,242.2211624619906,Scorpio,7,4,12,10,6,4,12,10,6
Jonas Salk,scientist,334.1552748968112,154.1552748968112,214.2282132305103,333.994506243599,Pisces,11,4,1,10,7,5,1,11,7
Barbara McClintock,scientist,213.32983663222862,33.32983663222865,84.38518158813605,214.3098009175434,Scorpio,7,5,12,11,6,6,1,12,7
Jane Goodall,scientist,317.69664460498524,137.69664460498524,13.041988857172397,236.72764005220523,Aquarius,10,11,3,5,9,11,4,5,10
David Attenborough,scientist,108.45106179739608,288.45106179739605,47.131396506880314,1.8376064307323123,Cancer,3,3,4,9,10,3,4,9,10
Rachel Carson,scientist,114.41807541839641,294.4180754183964,65.03895635666198,243.69494254869107,Cancer,3,2,8,8,2,2,8,8,2
Edward O Wilson,scientist,51.017947922915845,231.01794792291585,79.09904161810604,120.36229143773357,Taurus,1,12,10,6,4,12,10,6,4
Richard Dawkins,scientist,181.84204874610873,1.8420487461087305,5.439470844809499,350.63817711460064,Libra,6,6,7,12,1,7,8,1,2
Stephen Jay Gould,scientist,172.74953988256846,352.74953988256846,167.37211062232674,41.173248876326035,Virgo,5,1,5,7,11,1,5,7,11
Lynn Margulis,scientist,239.79335500663566,59.79335500663569,344.2671427693057,24.59498679033214,Scorpio,7,9,8,3,2,9,8,3,2
Craig Venter,scientist,72.95759846850167,252.95759846850166,200.5352864604455,69.94864598676263,Gemini,2,8,1,2,7,9,1,3,7
Jennifer Doudna,scientist,99.90799036415774,279.90799036415774,329.87583717250834,45.99978398942696,Cancer,3,5,2,11,8,6,3,12,9
Emmanuelle Charpentier,scientist,6.327291012269915,186.3272910122699,259.52354924435474,151.5642672082348,Aries,0,4,8,10,2,5,8,11,2
Elizabeth Blackburn,scientist,34.701329648787976,214.70132964878798,244.15270913241477,188.55886401409518,Taurus,1,6,7,12,1,6,8,12,2
Linus Pauling,scientist,236.180006855383,56.180006855383,339.23196010277013,103.00296652442913,Scorpio,7,9,5,3,11,9,5,3,11
Dmitri Mendeleev,scientist,95.29773057624281,275.2977305762428,319.3129612251892,316.997911958342,Cancer,3,5,5,11,11,6,6,12,12
Antoine Lavoisier,scientist,42.45321790704114,222.45321790704114,152.72457553658646,236.75850905032388,Taurus,1,9,6,3,12,9,7,3,1
Alfred Nobel,scientist,98.98768716461782,278.9876871646178,207.86940541829492,308.97761798714953,Cancer,3,9,6,3,12,10,6,4,12
Robert Boyle,scientist,137.35512008637528,317.3551200863753,305.3765380773857,49.77147256600827,Leo,4,7,3,1,9,7,4,1,10
John Dalton,scientist,318.9451396032013,138.9451396032013,163.8179139665033,187.35650519415253,Aquarius,10,6,5,12,11,6,5,12,11
Marie Sklodowska,scientist,162.36210787137824,342.36210787137827,224.63444423840772,347.2192425869598,Virgo,5,10,6,4,12,11,7,5,1
Dorothy Hodgkin,scientist,58.24141632412145,238.24141632412145,50.86914045999548,96.06118839253648,Taurus,1,1,11,7,5,1,11,7,5
Ahmed Zewail,scientist,87.39000456040922,267.39000456040924,337.29089616408413,273.54139804935966,Gemini,2,4,6,10,12,4,6,10,12
Gerhard Ertl,scientist,267.3440247855034,87.3440247855034,196.99608973022885,142.25583380464087,Sagittarius,8,3,5,9,11,3,5,9,11
Carl Friedrich Gauss,scientist,110.65768738582688,290.6576873858269,40.394111850612575,307.6919113715537,Cancer,3,3,6,9,12,3,6,9,12
Leonhard Euler,scientist,26.297075151519216,206.2970751515192,24.781226177742525,187.38947229460726,Aries,0,1,7,7,1,1,7,7,1
Pierre-Simon Laplace,scientist,296.0747503463336,116.07475034633359,3.002294512543236,66.30645645639413,Capricorn,9,10,8,4,2,10,8,4,2
Bernhard Riemann,scientist,235.34640789103702,55.34640789103702,174.0283005625969,8.477315541438053,Scorpio,7,3,8,9,2,3,8,9,2
David Hilbert,scientist,273.97332926692786,93.97332926692786,303.29691276399427,216.23377588789117,Capricorn,9,12,2,6,8,12,3,6,9
Henri Poincare,scientist,61.34404772210756,241.34404772210758,38.817966117809206,64.26489749566387,Gemini,2,1,12,7,6,2,1,8,7
Srinivasa Ramanujan,scientist,130.5124110604276,310.5124110604276,270.37861172495883,2.6417642941670914,Leo,4,8,5,2,11,8,5,2,11
Alan Turing,scientist,18.803354234362022,198.80335423436202,91.23078468093323,196.57643508262086,Aries,0,10,7,4,1,10,7,4,1
John von Neumann,scientist,181.86333065107343,1.8633306510733973,275.59035130747856,21.51679177412926,Libra,6,9,6,3,12,10,7,4,1
Kurt Godel,scientist,136.95563207265994,316.9556320726599,37.277557679134596,89.98187812547336,Leo,4,4,2,10,8,4,3,10,9
Andrew Wiles,scientist,309.6857801527194,129.68578015271942,21.297072011299736,348.58595736338765,Aquarius,10,10,11,4,5,11,12,5,6
Terence Tao,scientist,239.5631872408658,59.56318724086577,114.30051851135956,225.7424057727703,Scorpio,7,5,1,11,7,5,1,11,7
Grigori Perelman,scientist,55.08174889528531,235.0817488952853,82.01852761439052,17.39906361268118,Taurus,1,12,2,6,8,12,2,6,8
Emmy Noether,scientist,241.39955701814503,61.39955701814506,2.765677494883224,56.32954812226905,Sagittarius,8,8,7,2,1,9,8,3,2
Maryam Mirzakhani,scientist,204.31373731327753,24.313737313277556,42.93097667927176,222.3067207562824,Libra,6,6,12,12,6,6,12,12,6
Ada Lovelace,scientist,84.78304885512108,264.7830488551211,257.6284263497045,5.148178995628348,Gemini,2,7,3,1,9,7,3,1,9
Charles Babbage,scientist,188.435630874043,8.435630874043,274.76909789527303,292.03477391542134,Libra,6,10,9,4,3,10,10,4,4
Claude Shannon,scientist,302.99539054172254,122.99539054172254,39.795382382728,19.35969754632761,Aquarius,10,9,10,3,4,10,11,4,5
Donald Knuth,scientist,245.12972137787693,65.12972137787693,289.6071565976403,31.09562652182739,Sagittarius,8,11,8,5,2,12,8,6,2
Edsger Dijkstra,scientist,32.82243038884387,212.82243038884388,50.056704885290344,214.9751979062767,Taurus,1,12,6,6,12,1,7,7,1
Grace Hopper,scientist,123.57447319489256,303.57447319489256,256.5174500883911,171.67278962064907,Leo,4,8,11,2,5,9,12,3,6
Tim Berners-Lee,scientist,266.3497895908879,86.3497895908879,76.92379940469407,288.6914771870542,Sagittarius,8,7,12,1,6,7,12,1,6
Vint Cerf,scientist,136.8848971677283,316.8848971677283,91.14445393198238,343.88173889614154,Leo,4,2,6,8,12,2,6,8,12
Dennis Ritchie,scientist,172.74117511234604,352.741175112346,166.40025139559398,29.23552381382191,Virgo,5,1,5,7,11,1,6,7,12
Ken Thompson,scientist,144.95388633817294,324.95388633817294,314.80272139206704,308.0785794260593,Leo,4,7,7,1,1,7,7,1,1
Linus Torvalds,scientist,344.0668078700297,164.06680787002972,276.58955918227537,148.35702313643682,Pisces,11,3,7,9,1,3,8,9,2
Guido van Rossum,scientist,255.69941572137094,75.69941572137094,310.5950892451188,182.8900566700023,Sagittarius,8,11,3,5,9,11,3,5,9
Bjarne Stroustrup,scientist,351.8864341582345,171.88643415823458,278.22470296442134,167.2402447745571,Pisces,11,3,7,9,1,3,7,9,1
James Gosling,scientist,266.65920383053464,86.65920383053464,57.73767871093898,24.33630388608618,Sagittarius,8,7,9,1,3,8,9,2,3
Brendan Eich,scientist,148.20821991871858,328.20821991871856,102.25455174837164,3.950056126780193,Leo,4,2,5,8,11,2,5,8,11
Edwin Hubble,scientist,93.50051992195645,273.5005199219564,238.3997165448834,203.9104347052846,Cancer,3,8,9,2,3,9,10,3,4
Vera Rubin,scientist,68.08987372021643,248.08987372021642,120.35665533587843,198.04271362058884,Gemini,2,11,8,5,2,11,9,5,3
Cecilia Payne,scientist,251.14552525054236,71.14552525054239,49.35308487896763,182.4066600447598,Sagittarius,8,7,3,1,9,8,3,2,9
Annie Jump Cannon,scientist,237.75104970059107,57.75104970059107,259.0084855585347,267.903915877958,Scorpio,7,12,11,6,5,12,12,6,6
Henrietta Leavitt,scientist,146.67235619462272,326.6723561946227,102.70544427116468,278.69377671582356,Leo,4,2,8,8,2,2,8,8,2
Jocelyn Bell Burnell,scientist,136.07230457372924,316.07230457372924,112.12574499187859,263.7428160074959,Leo,4,1,8,7,2,2,9,8,3
Frank Drake,scientist,32.49802227758439,212.4980222775844,66.417076783184,69.94253391461194,Taurus,1,11,11,5,5,12,12,6,6
Gerard Kuiper,scientist,143.84811783639216,323.84811783639213,254.7385182483401,25.512204794970714,Leo,4,9,4,3,10,9,5,3,11
Clyde Tombaugh,scientist,140.9625898543727,320.9625898543727,314.7861381252364,77.47930421683323,Leo,4,7,3,1,9,7,3,1,9
Mike Brown,scientist,73.82195958143181,253.82195958143183,74.59980402261398,151.4477357504879,Gemini,2,12,10,6,4,1,10,7,4
Sigmund Freud,scientist,24.31437556544714,204.31437556544714,46.36672380733892,75.2278851792238,Aries,0,12,11,6,5,12,11,6,5
Carl Jung,scientist,10.927485083257107,190.9274850832571,123.3354040550549,45.88007136081094,Aries,0,9,11,3,5,9,12,3,6
B.F. Skinner,scientist,177.4909284488377,357.49092844883774,359.463151741458,36.15970584034289,Virgo,5,6,5,12,11,7,5,1,11
Ivan Pavlov,scientist,152.70589211588768,332.70589211588765,183.2680590964996,295.4214870652892,Virgo,5,11,8,5,2,12,9,6,3
Jean Piaget,scientist,324.5598267564356,144.5598267564356,137.33124449722405,141.21615353168582,Aquarius,10,7,7,1,1,7,7,1,1
Abraham Maslow,scientist,99.45060868762076,279.45060868762073,11.359839747445838,15.238561667433016,Cancer,3,3,3,9,9,4,4,10,10
Carl Rogers,scientist,221.4403892261384,41.44038922613839,287.30021464863097,271.63431166525487,Scorpio,7,10,11,4,5,11,11,5,5
Wilhelm Wundt,scientist,123.2818698450405,303.2818698450405,143.54098892594624,19.36802449944652,Leo,4,12,4,6,10,1,5,7,11
William James,scientist,299.8510001794069,119.85100017940692,290.9395949202277,289.00606133584466,Capricorn,9,1,1,7,7,1,1,7,7
Daniel Kahneman,scientist,319.0914582173484,139.09145821734842,344.23101565699415,212.7958521192092,Aquarius,10,12,4,6,10,12,4,6,10
Steven Pinker,scientist,281.7593729538893,101.75937295388928,175.0325088079209,72.51037346761214,Capricorn,9,4,7,10,1,5,8,11,2
Elizabeth Loftus,scientist,113.14578672955894,293.14578672955895,202.99887088401,194.93474426818935,Cancer,3,10,10,4,4,10,10,4,4
Philip Zimbardo,scientist,337.70622110514006,157.70622110514,2.4098247121621648,330.95717000739006,Pisces,11,12,1,6,7,12,1,6,7
Stanley Milgram,scientist,328.62339075903844,148.62339075903844,142.1810996274251,77.85912296358919,Aquarius,10,7,9,1,3,7,9,1,3
Albert Bandura,scientist,116.21983726955021,296.2198372695502,251.83280510541496,118.41362740427112,Cancer,3,8,12,2,6,8,1,2,7
Pablo Picasso,artist,249.3955940373344,69.39559403733438,212.70107339815124,248.04937953573915,Sagittarius,8,2,1,8,7,2,1,8,7
Leonardo da Vinci,artist,277.17274518902025,97.17274518902025,25.898134066110874,236.7948983599964,Capricorn,9,9,2,3,8,10,3,4,9
Vincent van Gogh,artist,82.47069231607428,262.4706923160743,9.666427325454848,260.9168526207449,Gemini,2,3,7,9,1,3,7,9,1
Frida Kahlo,artist,113.41840135155296,293.418401351553,103.11310459187698,56.39438307873044,Cancer,3,1,2,7,8,1,3,7,9
Andy Warhol,artist,67.0207249779758,247.02072497797582,133.52440945963735,11.50086972908737,Gemini,2,10,2,4,8,11,3,5,9
Claude Monet,artist,322.7404661628836,142.7404661628836,232.23355945865717,118.05321182847476,Aquarius,10,4,7,10,1,4,8,10,2
Michelangelo Buonarroti,artist,194.08167006629458,14.081670066294578,345.1139386803481,209.67327772416175,Libra,6,7,12,1,6,8,1,2,7
Rembrandt van Rijn,artist,173.96791254675986,353.96791254675986,112.53301970898572,232.64592804064984,Virgo,5,3,11,9,5,3,11,9,5
Salvador Dali,artist,176.27180190841983,356.27180190841983,50.213614349634135,2.467978227058883,Virgo,5,5,6,11,12,5,6,11,12
Georgia OKeeffe,artist,133.358123992133,313.35812399213296,232.83660104209858,235.09662905681927,Leo,4,9,9,3,3,10,10,4,4
Jackson Pollock,artist,25.05481052502552,205.05481052502552,307.22565436629765,51.449951158119866,Aries,0,3,12,9,6,3,12,9,6
Henri Matisse,artist,118.47887905977792,298.4788790597779,279.9207858456935,260.842243812564,Cancer,3,7,8,1,2,7,8,1,2
Pierre-Auguste Renoir,artist,317.9935762611755,137.99357626117552,336.52187387156425,21.183496454153072,Aquarius,10,12,10,6,4,12,11,6,5
Edgar Degas,artist,86.54215301475567,266.5421530147557,116.25795170767941,280.42455717847525,Gemini,2,12,6,6,12,12,6,6,12
Paul Cezanne,artist,356.4943154199156,176.49431541991567,298.33670490563134,343.1566965923125,Pisces,11,2,1,8,7,3,1,9,7
Gustav Klimt,artist,264.9247133787453,84.92471337874531,111.71999922708419,331.0792009294328,Sagittarius,8,6,10,12,4,6,10,12,4
Edvard Munch,artist,237.70663723176486,57.70663723176483,260.02611093922616,282.73458924257983,Scorpio,7,12,11,6,5,12,11,6,5
Wassily Kandinsky,artist,178.53955190259677,358.53955190259677,264.3653204011904,10.613153074024785,Virgo,5,10,6,4,12,10,6,4,12
Piet Mondrian,artist,77.29587784380965,257.29587784380965,347.2621733872177,319.8691373217835,Gemini,2,4,4,10,10,4,5,10,11
