name,profession,north_node_lon,south_node_lon,sun_lon,moon_lon,north_node_sign,north_node_sign_id,nn_house_from_sun_equal,nn_house_from_moon_equal,sn_house_from_sun_equal,sn_house_from_moon_equal,nn_house_from_sun_whole,nn_house_from_moon_whole,sn_house_from_sun_whole,sn_house_from_moon_whole
Florence Griffith Joyner,athlete,179.09948487650624,359.09948487650627,268.87238257073267,159.20734211979968,Virgo,5,10,1,4,7,10,1,4,7
Jackie Joyner-Kersee,athlete,137.9040801962346,317.9040801962346,342.4320323290087,301.29474469452015,Leo,4,6,7,12,1,6,7,12,1
Michael Johnson,athlete,28.65977270347856,208.65977270347855,170.01161167053985,289.6000696645549,Aries,0,8,4,2,10,8,4,2,10
Haile Gebrselassie,athlete,280.34109848590464,100.34109848590464,28.311715120845484,218.8066296555077,Capricorn,9,9,3,3,9,10,3,4,9
Eliud Kipchoge,athlete,57.47773844770195,237.47773844770194,223.25477113948583,7.728747258890045,Taurus,1,7,2,1,8,7,2,1,8
Mo Farah,athlete,89.42134334694782,269.4213433469478,2.289405885783564,110.62719590867286,Gemini,2,3,12,9,6,3,12,9,6
Allyson Felix,athlete,39.077393933014534,219.07739393301455,236.094455360975,315.51826149973806,Taurus,1,6,3,12,9,7,4,1,10
Steve Jobs,business,273.4652463713062,93.4652463713062,335.4127540767799,3.0290042058558644,Capricorn,9,10,10,4,4,11,10,5,4
Bill Gates,business,258.17447885216535,78.17447885216535,214.70694071527157,3.5938059903177946,Sagittarius,8,2,9,8,3,2,9,8,3
Jeff Bezos,business,101.24357955679157,281.2435795567916,291.3122152298861,264.8691356419591,Cancer,3,6,7,12,1,7,8,1,2
Elon Musk,business,315.11392684557984,135.11392684557984,95.93037827218106,158.74249840329367,Aquarius,10,8,6,2,12,8,6,2,12
Mark Zuckerberg,business,66.56567387030628,246.56567387030628,53.863464648969355,224.77543317713392,Gemini,2,1,7,7,1,2,8,8,2
Larry Page,business,282.80193182315855,102.80193182315855,5.69165174389754,270.36439527842964,Capricorn,9,10,1,4,7,10,1,4,7
Sergey Brin,business,276.3056691620653,96.30566916206533,148.27779174598422,59.1631414004192,Capricorn,9,5,8,11,2,6,9,12,3
Tim Cook,business,164.25882408414378,344.2588240841438,219.069041768434,14.94235504224683,Virgo,5,11,5,5,11,11,6,5,12
Satya Nadella,business,30.04546171198708,210.0454617119871,145.8197977726166,318.7429234731717,Taurus,1,9,3,3,9,10,4,4,10
Sundar Pichai,business,296.4815730999054,116.4815730999054,79.68900396203651,66.00404535961968,Capricorn,9,8,8,2,2,8,8,2,2
Jack Dorsey,business,213.46043088844317,33.46043088844317,237.29055089971834,207.1733903315375,Scorpio,7,12,1,6,7,1,2,7,8
Reed Hastings,business,165.15011352831957,345.1501135283196,195.199765750793,58.29438124393115,Virgo,5,11,4,5,10,12,5,6,11
Travis Kalanick,business,217.63820261815724,37.638202618157266,134.1362428219927,270.6267821690182,Scorpio,7,3,11,9,5,4,11,10,5
Brian Chesky,business,121.39346274575225,301.39346274575223,156.0490389758465,154.66540588685277,Leo,4,11,11,5,5,12,12,6,6
Daniel Ek,business,92.30335439316252,272.3033543931625,332.28863252277984,72.08695336453657,Cancer,3,5,1,11,7,5,2,11,8
Jack Ma,business,88.36523880761084,268.3652388076108,167.79478291354476,220.28692875262996,Gemini,2,10,8,4,2,10,8,4,2
Pony Ma,business,310.4903567228164,130.4903567228164,215.408048443905,334.1695456889069,Aquarius,10,4,12,10,6,4,12,10,6
Lei Jun,business,345.7913138628889,165.79131386288896,264.3707346738937,0.040884153944537045,Pisces,11,3,12,9,6,4,12,10,6
Jensen Huang,business,119.2811822185956,299.28118221859563,328.1020999772562,246.60721663841582,Cancer,3,6,8,12,2,6,8,12,2
Sam Altman,business,48.15334392165288,228.1533439216529,32.30036611180197,57.015751792434536,Taurus,1,1,12,7,6,1,1,7,7
Warren Buffett,business,24.893300857171056,204.89330085717106,156.50243019355898,242.10434998060518,Aries,0,8,5,2,11,8,5,2,11
George Soros,business,25.79147770420341,205.7914777042034,139.03788814273534,352.25985926848324,Aries,0,9,2,3,8,9,2,3,8
Ray Dalio,business,18.655712587206928,198.65571258720692,135.58899880547511,311.92143329802013,Aries,0,9,3,3,9,9,3,3,9
Carl Icahn,business,281.7402355611693,101.7402355611693,326.6550856469211,246.25028079257427,Capricorn,9,11,2,5,8,12,2,6,8
Jamie Dimon,business,251.43499501975904,71.43499501975907,352.89497107010436,4.1350310688022756,Sagittarius,8,9,9,3,3,10,9,4,3
Lloyd Blankfein,business,281.7542010603352,101.75420106033522,176.98633512708528,100.0652231122634,Capricorn,9,4,7,10,1,5,7,11,1
Larry Fink,business,317.71475297417044,137.71475297417044,220.01394012632076,46.905999555336074,Aquarius,10,4,10,10,4,4,10,10,4
Ken Griffin,business,9.549999343867503,189.5499993438675,202.19159731065815,121.98346867730163,Aries,0,6,9,12,3,7,9,1,3
Steve Cohen,business,248.13038883326277,68.13038883326277,80.51669559927686,117.05655410580162,Sagittarius,8,6,5,12,11,7,6,1,12
John Paulson,business,257.36103581647336,77.36103581647336,261.71972829107773,263.913422238474,Sagittarius,8,12,12,6,6,1,1,7,7
Peter Lynch,business,126.82917444794717,306.82917444794714,298.2983174672879,218.1979586332581,Leo,4,7,9,1,3,8,10,2,4
Benjamin Graham,business,9.618335160039166,189.61833516003918,48.81419254468864,101.8990751468981,Aries,0,11,9,5,3,12,10,6,4
John Bogle,business,51.27808344106685,231.27808344106685,47.39247381504645,37.06119961195726,Taurus,1,1,1,7,7,1,1,7,7
Charlie Munger,business,153.71475478535072,333.7147547853507,279.8123480982898,210.9673231027934,Virgo,5,8,11,2,5,9,11,3,5
Michael Bloomberg,business,163.41827385408098,343.418273854081,325.17189572895234,313.29927105937503,Virgo,5,7,8,1,2,8,8,2,2
Sam Walton,business,265.3684830636718,85.36848306367182,7.985346864771586,208.26742141281437,Sagittarius,8,9,2,3,8,9,3,3,9
Howard Schultz,business,303.3118437206416,123.3118437206416,116.50530924838692,209.85948980756706,Aquarius,10,7,4,1,10,8,5,2,11
Phil Knight,business,241.30222839702787,61.302228397027875,335.2313001698409,270.2622545362673,Sagittarius,8,9,12,3,6,10,12,4,6
Bernard Arnault,business,26.28841491359188,206.28841491359188,344.59718280447794,45.6951030913575,Aries,0,2,12,8,6,2,12,8,6
Francois Pinault,business,271.7115492756776,91.71154927567761,148.22583225360125,197.34264509496774,Capricorn,9,5,3,11,9,6,4,12,10
Amancio Ortega,business,278.1135983962679,98.11359839626789,7.640155776329562,80.57901872227733,Capricorn,9,10,7,4,1,10,8,4,2
Stefan Persson,business,54.123478624155894,234.1234786241559,190.41226275061152,62.434703056643244,Taurus,1,8,12,2,6,8,12,2,6
Leonard Lauder,business,337.62181010120787,157.62181010120787,358.4389158777076,276.56801237227637,Pisces,11,12,3,6,9,1,3,7,9
Martha Stewart,business,173.58639224219252,353.5863922421925,130.73996725283502,262.1194782423712,Virgo,5,2,10,8,4,2,10,8,4
Henry Ford,business,245.01781970628005,65.01781970628008,126.77178491404804,305.8465806230594,Sagittarius,8,4,10,10,4,5,11,11,5
Andrew Carnegie,business,59.237419169753636,239.23741916975365,242.549301281154,311.95890085105776,Taurus,1,6,4,12,10,6,4,12,10
John D. Rockefeller,business,347.97727436155924,167.97727436155924,105.56995316255188,72.89250231467068,Pisces,11,9,10,3,4,9,10,3,4
J.P. Morgan,business,31.61474280266467,211.61474280266467,27.24974795143868,167.35451442220395,Taurus,1,1,8,7,2,2,9,8,3
Cornelius Vanderbilt,business,140.85785099125732,320.85785099125735,66.29893397211693,45.99233806844089,Leo,4,3,4,9,10,3,4,9,10
Thomas Edison,business,200.7198917742673,20.719891774267296,321.8150336246716,262.61457832876215,Libra,6,8,10,2,4,9,11,3,5
Walt Disney,business,223.32451829149264,43.32451829149261,252.19413711354812,186.15719256542715,Scorpio,7,12,2,6,8,12,2,6,8
Rupert Murdoch,business,14.671235152352715,194.67123515235272,349.95429621391725,263.2917425576352,Aries,0,1,4,7,10,2,5,8,11
Carlos Slim,business,203.13168240868617,23.131682408686174,307.4238681751996,176.5191799339784,Libra,6,9,1,3,7,9,2,3,8
Mukesh Ambani,business,229.79486039736776,49.794860397367756,29.158713261312425,271.50090392359107,Scorpio,7,7,11,1,5,8,11,2,5
Larry Ellison,business,117.61312572882706,297.6131257288271,144.4299912472228,129.5285583032964,Cancer,3,12,12,6,6,12,12,6,6
Michael Dell,business,79.87192682120536,259.87192682120536,334.66643462259816,247.58888264810864,Gemini,2,4,7,10,1,4,7,10,1
Richard Branson,business,0.3602825204057871,180.36028252040578,115.08768122266089,152.16300362305816,Aries,0,9,7,3,1,10,8,4,2
Ingvar Kamprad,business,112.14650359876704,292.146503598767,9.032426891837286,201.444897822215,Cancer,3,4,10,10,4,4,10,10,4
Li Ka-shing,business,69.48473340075617,249.48473340075617,82.1974147371289,21.68806894860279,Gemini,2,12,2,6,8,1,3,7,9
Ted Turner,business,227.81218532616379,47.812185326163785,236.3682425227793,205.3344656001526,Scorpio,7,12,1,6,7,1,2,7,8
Sumner Redstone,business,167.30924697270564,347.30924697270564,65.17226766347677,207.1619004375152,Virgo,5,4,11,10,5,4,12,10,6
David Geffen,business,144.99624833466638,324.99624833466635,331.9867088488173,166.19750798821806,Leo,4,6,12,12,6,6,12,12,6
Haim Saban,business,113.37539434220152,293.3753943422015,202.006436569309,183.0099415665344,Cancer,3,10,10,4,4,10,10,4,4
Bob Iger,business,349.23617320132286,169.2361732013228,320.9439659409261,13.053412530812034,Pisces,11,1,12,7,6,2,12,8,6
Evan Spiegel,business,308.9809664847662,128.9809664847662,73.61335966320803,210.31796131424494,Aquarius,10,8,4,2,10,9,4,3,10
Kevin Systrom,business,75.87172122663932,255.87172122663932,278.2153273528698,234.7094471991197,Gemini,2,6,7,12,1,6,8,12,2
Drew Houston,business,91.20544905939725,271.20544905939727,343.3393873258805,229.8407443880904,Cancer,3,4,8,10,2,5,9,11,3
William Shakespeare,writer,270.10683085336547,90.10683085336547,36.0823379847799,105.10083815943803,Capricorn,9,8,6,2,12,9,7,3,1
Charles Dickens,writer,158.26306741894825,338.26306741894825,317.6323646859589,248.34636512094508,Virgo,5,7,9,1,3,8,10,2,4
Jane Austen,writer,137.06246729252317,317.06246729252314,264.9509319790928,194.88601989362374,Leo,4,8,11,2,5,9,11,3,5
Mark Twain,writer,59.26032547295964,239.26032547295964,247.38318423579864,13.40474122600092,Taurus,1,6,2,12,8,6,2,12,8
Ernest Hemingway,writer,269.2826057255698,89.2826057255698,118.30120083143987,276.21513784019845,Sagittarius,8,6,12,12,6,6,12,12,6
F. Scott Fitzgerald,writer,323.9823498462216,143.9823498462216,182.0594447578398,31.407587420267884,Aquarius,10,5,10,11,4,5,10,11,4
Virginia Woolf,writer,247.20304733340254,67.20304733340254,305.4807625822073,25.18912610365686,Sagittarius,8,11,8,5,2,11,9,5,3
James Joyce,writer,246.8161981387733,66.8161981387733,313.3473317893699,122.45557944904454,Sagittarius,8,10,5,4,11,11,5,5,11
Franz Kafka,writer,219.57761066126022,39.57761066126022,100.96336458898193,83.5913499987945,Scorpio,7,4,5,10,11,5,6,11,12
Leo Tolstoy,writer,196.98391119217953,16.983911192179562,166.7276903015669,168.33951120897748,Libra,6,2,1,8,7,2,2,8,8
Fyodor Dostoevsky,writer,331.111060012507,151.11106001250698,228.8165550227816,73.88116128066703,Pisces,11,4,9,10,3,5,10,11,4
Oscar Wilde,writer,52.64397508259129,232.64397508259128,202.43165591090292,134.83859692552502,Taurus,1,8,10,2,4,8,10,2,4
George Orwell,writer,192.30882409844247,12.308824098442471,92.74010132707019,96.19191331978597,Libra,6,4,4,10,10,4,4,10,10
Aldous Huxley,writer,3.0378492499139957,183.037849249914,123.43081030993518,41.10955859216076,Aries,0,8,11,2,5,9,12,3,6
Herman Melville,writer,13.579968359970069,193.57996835997008,128.3330056400965,246.62789985485864,Aries,0,9,5,3,11,9,5,3,11
Edgar Allan Poe,writer,218.4474499125148,38.4474499125148,299.09084824062677,342.97077692807255,Scorpio,7,10,8,4,2,11,9,5,3
Emily Dickinson,writer,154.64204430134828,334.6420443013483,257.69200979348346,201.6034824389472,Virgo,5,9,11,3,5,10,12,4,6
Walt Whitman,writer,18.983210577981673,198.98321057798168,69.14313043137668,151.67853484309117,Aries,0,11,8,5,2,11,8,5,2
T.S. Eliot,writer,117.92882633844518,297.92882633844516,183.6301685544187,71.40003804308006,Cancer,3,10,2,4,8,10,2,4,8
William Faulkner,writer,304.50862619449777,124.50862619449777,182.66386876623946,168.402022556287,Aquarius,10,5,5,11,11,5,6,11,12
John Steinbeck,writer,215.9213311608193,35.92133116081931,338.1022964186692,217.49949045988984,Scorpio,7,8,12,2,6,9,1,3,7
Harper Lee,writer,109.05285488977553,289.0528548897755,37.43876379033467,223.32214775846762,Cancer,3,3,9,9,3,3,9,9,3
Toni Morrison,writer,15.137247502105081,195.13724750210508,328.87903329017,339.18237694173547,Aries,0,2,2,8,8,3,2,9,8
Maya Angelou,writer,71.02260169826327,251.02260169826326,14.559607618632347,188.321793960772,Gemini,2,2,9,8,3,3,9,9,3
Gabriel Garcia Marquez,writer,94.29204850333059,274.2920485033306,344.92332505420524,23.12813073577631,Cancer,3,4,3,10,9,5,4,11,10
Jorge Luis Borges,writer,267.200228633354,87.20022863335402,151.06583461886197,17.25435883097541,Sagittarius,8,4,9,10,3,4,9,10,3
Albert Camus,writer,352.8942401876824,172.89424018768239,224.06730501834886,328.5011790921194,Pisces,11,5,1,11,7,5,2,11,8
Jean-Paul Sartre,writer,152.1200146294775,332.1200146294775,89.64807769843941,325.3702551425487,Virgo,5,3,7,9,1,4,8,10,2
Simone de Beauvoir,writer,104.26427457930193,284.2642745793019,287.50549123221487,359.77203007492244,Cancer,3,6,4,12,10,7,5,1,11
Marcel Proust,writer,90.73608161641384,270.73608161641386,108.18552901361566,34.36253813086091,Cancer,3,12,2,6,8,1,3,7,9
Agatha Christie,writer,78.84282089619568,258.8428208961957,172.24428954775584,181.66936294007368,Gemini,2,9,9,3,3,10,9,4,3
Arthur Conan Doyle,writer,323.95394672778815,143.95394672778815,60.53944063882227,300.65473018521595,Aquarius,10,9,1,3,7,9,1,3,7
Raymond Chandler,writer,120.46479957859445,300.46479957859447,120.98591249341031,304.3569876056429,Leo,4,12,6,6,12,1,7,7,1
Dashiell Hammett,writer,8.437694244741676,188.43769424474166,66.13571005437643,332.3557781404095,Aries,0,11,2,5,8,11,2,5,8
Stephen King,writer,55.179936722152505,235.1799367221525,177.22884222195455,254.21735095392538,Taurus,1,8,6,2,12,9,6,3,12
Dean Koontz,writer,99.1896940001009,279.18969400010087,106.89001348913756,106.0483755983738,Cancer,3,12,12,6,6,1,1,7,7
Patricia Highsmith,writer,212.2620613475252,32.26206134752522,298.9014833627842,56.83043056006388,Scorpio,7,10,6,4,12,11,7,5,1
John Grisham,writer,274.73227357906836,94.73227357906836,318.9551451168969,156.86812181193912,Capricorn,9,11,4,5,10,12,5,6,11
Michael Crichton,writer,152.75266901393815,332.75266901393815,209.94457888839915,27.891543057512415,Virgo,5,11,5,5,11,12,6,6,12
Dan Brown,writer,92.07651688720257,272.07651688720256,91.07510249275462,243.42186895985748,Cancer,3,1,7,7,1,1,8,7,2
J.R.R. Tolkien,writer,55.048857407421835,235.04885740742185,283.05437989775487,331.80123952508234,Taurus,1,5,3,11,9,5,3,11,9
C.S. Lewis,writer,278.7699807167466,98.7699807167466,247.33666983809542,81.87531927919304,Capricorn,9,2,7,8,1,2,8,8,2
Isaac Asimov,writer,233.91028195330588,53.91028195330591,280.8101663758289,53.73146072550635,Scorpio,7,11,7,5,1,11,7,5,1
Arthur C. Clarke,writer,271.4957394360638,91.49573943606379,263.98455310028277,291.17080309025187,Capricorn,9,1,12,7,6,2,1,8,7
Ray Bradbury,writer,219.4171853255215,39.41718532552147,149.06193834653422,250.57118636759492,Scorpio,7,3,11,9,5,4,12,10,6
Philip K. Dick,writer,60.26807545446067,240.26807545446067,264.31205027032433,311.4045355617541,Gemini,2,6,4,12,10,7,5,1,11
Ursula K. Le Guin,writer,42.18104186676573,222.18104186676572,207.60687791555782,66.56730241804263,Taurus,1,7,12,1,6,8,12,2,6
George R.R. Martin,writer,35.28851147767627,215.28851147767628,177.41759028070416,20.504804348908007,Taurus,1,8,1,2,7,9,2,3,8
J.K. Rowling,writer,72.18908069466742,252.18908069466744,128.0546839025308,170.45112899144658,Gemini,2,11,9,5,3,11,10,5,4
Neil Gaiman,writer,163.0416463758352,343.04164637583517,228.0961103618306,126.41086660325716,Virgo,5,10,2,4,8,11,2,5,8
Terry Pratchett,writer,44.070504773666165,224.07050477366616,38.09469267133507,278.10102672260456,Taurus,1,1,5,7,11,1,5,7,11
Douglas Adams,writer,330.5788603000882,150.5788603000882,350.86615268058375,167.90569353168632,Pisces,11,12,6,6,12,1,7,7,1
Frank Herbert,writer,216.6742069044196,36.674206904419634,194.89763582564674,150.36029442874158,Scorpio,7,1,3,7,9,2,3,8,9
Robert A. Heinlein,writer,113.3992205895868,293.3992205895868,104.20580799897182,70.12578488965933,Cancer,3,1,2,7,8,1,2,7,8
H.G. Wells,writer,182.8112724194981,2.8112724194980956,178.4358799044887,321.08745317192063,Libra,6,1,8,7,2,2,9,8,3
Jules Verne,writer,208.60889535894594,28.608895358945915,318.7702554282073,224.53244844537784,Libra,6,9,12,3,6,9,12,3,6
Mary Shelley,writer,79.37750327875581,259.3775032787558,157.95813257863395,267.8395402409166,Gemini,2,10,6,4,12,10,7,4,1
Bram Stoker,writer,189.44718725700523,9.447187257005226,225.49191378930232,229.56515025386838,Libra,6,11,11,5,5,12,12,6,6
H.P. Lovecraft,writer,81.28593075221333,261.28593075221335,147.25073511692926,199.5157076728457,Gemini,2,10,9,4,3,11,9,5,3
Anne Rice,writer,172.7820089598984,352.7820089598984,190.86441762740753,1.2235168117949489,Virgo,5,12,6,6,12,12,6,6,12
Salman Rushdie,writer,62.449730599614576,242.44973059961458,86.98445360219864,89.97649279502866,Gemini,2,12,12,6,6,1,1,7,7
Haruki Murakami,writer,31.423049602319246,211.42304960231925,291.9767952151769,80.24793354654257,Taurus,1,4,11,10,5,5,12,11,6
Margaret Atwood,writer,208.9723391849348,28.97233918493481,235.2473916771367,320.0962203901965,Libra,6,12,9,6,3,12,9,6,3
Kazuo Ishiguro,writer,276.84731584009046,96.84731584009046,225.55027618902955,15.60847147759157,Capricorn,9,2,9,8,3,3,10,9,4
Ian McEwan,writer,43.242463723576996,223.242463723577,89.99302718152573,269.5578867714962,Taurus,1,11,5,5,11,12,6,6,12
Don DeLillo,writer,264.50372304886355,84.50372304886355,238.00357898669478,309.0044749899836,Sagittarius,8,1,11,7,5,2,11,8,5
Thomas Pynchon,writer,255.3461238710311,75.34612387103107,47.465959952716624,18.432043450086173,Sagittarius,8,7,8,1,2,8,9,2,3
Cormac McCarthy,writer,328.9025594290619,148.9025594290619,117.29028139613986,93.27132483888381,Aquarius,10,8,8,2,2,8,8,2,2
Philip Roth,writer,337.62181010120787,157.62181010120787,358.4389158777076,276.56801237227637,Pisces,11,12,3,6,9,1,3,7,9
John Updike,writer,356.1944580149228,176.19445801492282,357.6871562365531,123.43814059027679,Pisces,11,12,8,6,2,1,8,7,2
Jonathan Franzen,writer,184.60221464727485,4.602214647274877,143.83587045169108,310.57023000539266,Libra,6,2,8,8,2,3,9,9,3
Zadie Smith,writer,231.86196188459115,51.86196188459115,211.44858819627038,91.64070780058208,Scorpio,7,1,5,7,11,1,5,7,11
Chimamanda Ngozi Adichie,writer,195.29845968706763,15.298459687067634,172.53114660675874,199.5947476909058,Libra,6,1,12,7,6,2,1,8,7
Arundhati Roy,writer,141.39363021651357,321.39363021651354,241.97372462757335,87.66945674037646,Leo,4,9,2,3,8,9,3,3,9
Robert Frost,writer,36.148740962166,216.14874096216602,5.670617632215519,114.12171192443894,Taurus,1,2,10,8,4,2,11,8,5
Sylvia Plath,writer,346.1810114527781,166.18101145277808,213.95367769666555,185.43087470100417,Pisces,11,5,6,11,12,5,6,11,12
Allen Ginsberg,writer,106.91967173524579,286.9196717352458,71.74135952779561,338.3552740366497,Cancer,3,2,5,8,11,2,5,8,11
William Butler Yeats,writer,208.49121330272632,28.49121330272635,82.8382831239699,319.5386086657964,Libra,6,5,9,11,3,5,9,11,3
Pablo Neruda,writer,170.2881712810168,350.2881712810168,109.98626952212092,104.6049952853635,Virgo,5,3,3,9,9,3,3,9,9
Langston Hughes,writer,239.09598808561844,59.095988085618444,311.9726590585925,106.20786632715458,Scorpio,7,10,5,4,11,10,5,4,11
Rainer Maria Rilke,writer,5.748770673139624,185.74877067313963,251.63872850488661,319.41428036449963,Aries,0,4,2,10,8,5,3,11,9
Dylan Thomas,writer,334.15251591103555,154.1525159110356,213.68735357865924,327.30207645259765,Pisces,11,5,1,11,7,5,2,11,8
Seamus Heaney,writer,218.5426109590371,38.54261095903712,22.6669034404528,312.588997546913,Scorpio,7,7,9,1,3,8,10,2,4
W.H. Auden,writer,122.14699762575493,302.1469976257549,331.7225443451136,75.96139031033165,Leo,4,6,2,12,8,6,3,12,9
Tennessee Williams,writer,40.617496647001325,220.61749664700133,4.320932043921884,309.0535713965602,Taurus,1,2,4,8,10,2,4,8,10
Arthur Miller,writer,314.9909333727812,134.99093337278123,203.03362327941167,317.42375069680924,Aquarius,10,4,12,10,6,5,1,11,7
Eugene ONeill,writer,116.47541936519275,296.47541936519275,203.55884618888373,345.1958901429751,Cancer,3,10,5,4,11,10,5,4,11
Samuel Beckett,writer,138.63390835290198,318.633908352902,22.641483165319297,261.99941705726513,Leo,4,4,8,10,2,5,9,11,3
Harold Pinter,writer,23.649923881452686,203.64992388145268,196.45626442723736,47.863538726107095,Aries,0,7,12,1,6,7,12,1,6
Tom Stoppard,writer,254.91141739552143,74.91141739552143,101.11502912061967,36.80864247217598,Sagittarius,8,6,8,12,2,6,8,12,2
Anton Chekhov,writer,311.14457022049214,131.14457022049214,308.8709493602093,19.343821313933983,Aquarius,10,1,10,7,4,1,11,7,5
Henrik Ibsen,writer,206.16333490187472,26.16333490187469,359.88087108680776,57.076057704983064,Libra,6,7,5,1,11,8,6,2,12
Bertolt Brecht,writer,296.5994803976246,116.59948039762457,321.8206167375673,186.7726851483993,Capricorn,9,12,4,6,10,12,4,6,10
Oscar Hammerstein II,writer,344.1435441311274,164.14354413112733,109.83560866515718,350.6470667426122,Pisces,11,8,12,2,6,9,1,3,7
Hunter S. Thompson,writer,254.54076894316935,74.54076894316938,115.42269671614321,239.34377525869417,Sagittarius,8,5,1,11,7,6,2,12,8
Tom Wolfe,writer,33.906154314138256,213.90615431413826,341.18889605992644,3.0304653569863604,Taurus,1,2,2,8,8,3,2,9,8
Norman Mailer,writer,171.18945629105121,351.1894562910512,310.4819886600274,113.66406586531279,Virgo,5,8,2,2,8,8,3,2,9
Truman Capote,writer,142.1242903490662,322.1242903490662,187.15971899860443,210.60104219526644,Leo,4,11,10,5,4,11,10,5,4
Joan Didion,writer,302.22274967195256,122.22274967195256,252.67445882084627,236.57089130159045,Aquarius,10,2,3,8,9,3,4,9,10
Christopher Hitchens,writer,25.63755903750512,205.63755903750513,23.227347721160065,207.8385703369713,Aries,0,1,6,7,12,1,7,7,1
Gay Talese,writer,356.60690929524867,176.60690929524867,317.51400036652603,327.78879663870197,Pisces,11,2,1,8,7,2,2,8,8
David Foster Wallace,writer,138.03314810073456,318.0331481007346,332.3826077009381,173.41525434208822,Leo,4,6,11,12,5,6,12,12,6
Susan Sontag,writer,338.41007663026136,158.4100766302613,295.9335067940617,171.03096673828338,Pisces,11,2,6,8,12,3,7,9,1
Gore Vidal,writer,122.2159757682747,302.2159757682747,189.66685018922533,25.221032769138336,Leo,4,10,4,4,10,11,5,5,11
Johann Sebastian Bach,musician,92.32828756483153,272.3282875648315,11.381141990530407,332.0062466429167,Cancer,3,3,5,9,11,4,5,10,11
Wolfgang Amadeus Mozart,musician,161.45712789368537,341.45712789368537,307.42060629633914,258.3184182947508,Virgo,5,8,9,2,3,8,10,2,4
Ludwig van Beethoven,musician,236.49924756789397,56.499247567893974,264.6788358108606,257.513745147317,Scorpio,7,12,12,6,6,12,12,6,6
Franz Schubert,musician,90.99578340911579,270.9957834091158,312.26721777439826,351.1339400395834,Cancer,3,5,4,11,10,6,5,12,11
Frederic Chopin,musician,195.20884098491484,15.208840984914843,340.5435007059847,288.9312350891174,Libra,6,8,9,2,3,8,10,2,4
Franz Liszt,musician,166.39458000978883,346.3945800097888,208.19895227471002,266.4549073301954,Virgo,5,11,9,5,3,12,10,6,4
Johannes Brahms,musician,106.84415196511596,286.84415196511594,46.29952398823424,264.572690680849,Cancer,3,3,7,9,1,3,8,9,2
Richard Wagner,musician,133.2994612606365,313.29946126063646,60.931207604470984,320.81062865637705,Leo,4,3,6,9,12,3,7,9,1
Giuseppe Verdi,musician,127.99475486916155,307.99475486916157,196.786156869539,23.495463515554132,Leo,4,10,4,4,10,11,5,5,11
Pyotr Ilyich Tchaikovsky,musician,333.4858645652257,153.4858645652257,46.94884056217408,122.82205044412444,Pisces,11,10,8,4,2,11,8,5,2
Antonin Dvorak,musician,308.3983247610542,128.3983247610542,165.61498578706656,74.42530386497228,Aquarius,10,5,8,11,2,6,9,12,3
Gustav Mahler,musician,302.071533540056,122.07153354005601,105.50307883374545,334.485696848279,Aquarius,10,7,11,1,5,8,12,2,6
Claude Debussy,musician,263.1369744878747,83.13697448787468,148.78535250922914,111.12524112706117,Sagittarius,8,4,6,10,12,5,6,11,12
Maurice Ravel,musician,17.681940867909628,197.68194086790962,346.9552451270632,347.88089543512336,Aries,0,2,1,8,7,2,2,8,8
Sergei Rachmaninoff,musician,54.84729478462301,234.84729478462302,11.586385933709213,60.403348949432434,Taurus,1,2,12,8,6,2,12,8,6
Igor Stravinsky,musician,239.55464891262272,59.554648912622724,86.13141791069974,106.57532223491447,Scorpio,7,6,5,12,11,6,5,12,11
Sergei Prokofiev,musician,65.64458579704834,245.64458579704834,33.03502718568849,204.92544453950768,Gemini,2,2,8,8,2,2,9,8,3
Dmitri Shostakovich,musician,130.48147847393022,310.4814784739302,181.50077307185035,274.66349870506656,Leo,4,11,8,5,2,11,8,5,2
George Gershwin,musician,284.4412136434574,104.44121364345739,183.367511530292,317.56755702110775,Capricorn,9,4,11,10,5,4,12,10,6
Leonard Bernstein,musician,259.27867839919634,79.27867839919634,151.4617089830368,17.419314871592366,Sagittarius,8,4,9,10,3,4,9,10,3
Aaron Copland,musician,241.87594947180455,61.875949471804574,231.67858187605884,146.05893021612926,Sagittarius,8,1,4,7,10,2,5,8,11
John Williams,musician,356.55011925598575,176.5501192559857,318.5272288894536,340.17840176012635,Pisces,11,2,1,8,7,2,1,8,7
Philip Glass,musician,263.0465027731594,83.04650277315938,311.2201562120903,188.31594306550963,Sagittarius,8,11,3,5,9,11,3,5,9
John Cage,musician,12.793590607469838,192.79359060746984,162.52825776072913,84.66031085961366,Aries,0,8,10,2,4,8,11,2,5
Ennio Morricone,musician,60.48060349006231,240.48060349006232,227.85544092360192,207.04204097791987,Gemini,2,7,8,1,2,8,9,2,3
Hans Zimmer,musician,221.59587914416966,41.59587914416966,169.44616879521726,25.502606606658865,Scorpio,7,2,7,8,1,3,8,9,2
Louis Armstrong,musician,228.6224734150019,48.62247341500188,131.3763536037084,3.9664135145915767,Scorpio,7,4,8,10,2,4,8,10,2
Duke Ellington,musician,270.5582198509243,90.55821985092427,38.93511717462964,266.2916243399188,Capricorn,9,8,1,2,7,9,2,3,8
Miles Davis,musician,107.12423640227904,287.12423640227905,64.19261052290983,228.13387856446187,Cancer,3,2,8,8,2,2,9,8,3
