name,profession,Sun_lon,Sun_sign,Moon_lon,Moon_sign,Mercury_lon,Mercury_sign,Venus_lon,Venus_sign,Mars_lon,Mars_sign,Jupiter_lon,Jupiter_sign,Saturn_lon,Saturn_sign,kmeans_cluster,hier_cluster,kmeans_prof_cluster,PC1,PC2
Keith Haring,artist,43.51444464237293,1,237.11982884658528,7,20.70111971567199,0,358.90675667774195,11,335.44061846208325,11,204.65708105400765,6,265.00977825548534,8,0,1,7,-0.27619173306773726,0.9973970326436065
Banksy,artist,125.03553314632919,4,242.58673826780836,8,106.41924373964738,3,98.79442295037799,3,150.57190942223906,5,347.16891314935356,11,101.9094925907997,3,0,1,7,-1.0536815153897814,1.5717419583324623
Damien Hirst,artist,76.51354286700078,2,179.15939563108589,5,71.22009124345419,2,91.39578034806634,3,170.15720649443423,5,70.57171696447404,2,346.86617947240603,11,0,1,0,-1.6806435237251531,-1.0940769116300735
Jeff Koons,artist,300.6774006408451,10,271.44629439867947,9,317.11268930610805,10,253.9122095985558,8,4.520384309731094,0,114.14773668970173,3,229.9147981346489,7,1,0,3,1.3599894235652334,-1.9642517054844333
Yayoi Kusama,artist,1.381522616487573,0,145.922059865282,4,339.3509010172336,11,36.92893733509148,1,94.57030076343183,3,41.116924913950335,1,270.24531231499515,9,0,0,4,-1.1855859487869151,-1.7236694833890285
Marina Abramovic,artist,247.68746679149305,8,321.4645672588918,10,231.18874148939582,7,228.39915237476308,7,257.31821189989984,8,224.1946051582012,7,128.79883519423714,4,1,0,5,1.1698180244972904,0.7022397087786527
Ai Weiwei,artist,154.902858016534,5,197.51614833548274,6,175.18508513674794,5,190.1247630694747,6,162.8691336665555,5,184.08268948413695,6,247.9019162088773,8,0,0,0,-0.1275970576557908,-0.24835597236592857
Auguste Rodin,artist,230.2180421995033,7,88.83206677928546,2,252.73264166131196,8,258.7358071376595,8,169.28297916391827,5,237.44378483552137,7,260.32010514214517,8,1,0,1,1.0732177600078432,-0.05168561037180514
Henry Moore,artist,127.28817667166749,4,269.65475152044235,8,152.72428229150958,5,167.42238783700193,5,67.81201720891006,2,185.8039093734881,6,245.73251804539268,8,0,1,0,-0.7066229487084941,-0.6845578910870864
Constantin Brancusi,artist,330.23479358770976,11,265.1837872471393,8,317.39980683754476,10,5.408167763565413,0,24.080128078172105,0,240.85519044837685,8,328.77658867204457,10,1,0,3,0.5326472795301977,-1.212235733224903
Alberto Giacometti,artist,196.4789552925339,6,173.66076027062707,5,221.29282330093858,7,237.29723380129013,7,237.12790275376565,7,275.7248453864616,9,280.33274591166685,9,1,0,1,0.8811189507519693,0.5578732111751069
Alexander Calder,artist,119.64194902942872,3,160.6997984252064,5,141.01064292655,4,158.16213922126278,5,62.356385654547694,2,184.61527976842828,6,245.91093267740894,8,0,0,4,-0.9460555153228445,-0.6340087699600685
Louise Bourgeois,artist,272.59526499385834,9,325.3270966258394,10,272.9603327927367,9,228.0723581976104,7,54.420882829057724,1,243.20091991287012,8,43.72537354521654,1,1,0,3,1.002787591029538,0.0024205942866460345
Isamu Noguchi,artist,234.73011274303258,7,351.5197560091298,11,244.50843679807804,8,268.53975486556726,8,178.37888379049693,5,21.598504812860575,0,315.06367404940227,10,1,0,2,1.1036541139393887,-1.9092375707568428
Barbara Hepworth,artist,289.08769893890513,9,65.30153938742093,2,305.6954154463844,10,299.25181363606936,9,188.59975509839217,6,320.40457089619923,10,298.88324733239716,9,1,0,1,2.0426627673201,0.35680460106511847
Anish Kapoor,artist,351.3806593715684,11,90.76259130480975,3,331.9414258694033,11,1.4858755538219293,0,256.26773838478795,8,77.87715078924627,2,218.8954576404893,7,1,0,2,0.926031203385584,-0.7373321411920108
Richard Serra,artist,219.41145100766025,7,333.49334471157056,11,233.36921556695597,7,244.77995337028,8,185.19343418177297,6,322.73500795843006,10,12.741707008774112,0,1,0,5,0.9623722358595029,1.4820843014784064
Ansel Adams,artist,330.9377183100787,11,124.89173954172283,4,327.53617070869615,10,322.01597173920595,10,339.08657250746074,11,303.09896755820677,10,293.44836988346776,9,1,0,1,2.8999306994955276,0.9130847417197084
Henri Cartier-Bresson,artist,149.0777655049361,4,101.85965310557792,3,151.10250599683914,5,105.73290207603311,3,148.9465309564858,4,145.51286706975802,4,9.38532396037857,0,0,1,6,-1.0092665233788958,0.4106544765392917
Dorothea Lange,artist,64.94709512117066,2,90.4505187427357,3,86.01934448378225,2,105.39871775790766,3,110.72720383108208,3,98.11770655936314,3,211.70558080534875,7,0,1,4,-1.859221464865699,-0.6780498529420801
Richard Avedon,artist,53.62949818734993,1,48.73263678761084,1,70.72935699970009,2,22.65014348395439,0,79.80808464069337,2,222.82490129828724,7,194.20211290311883,6,0,1,4,-2.402356081296242,0.23046920003115698
Annie Leibovitz,artist,188.95530312832582,6,318.1148852101272,10,191.8205325729572,6,230.83929818199766,7,135.61074228791455,4,292.6419336308388,9,163.28796815291832,5,1,1,5,0.4283745733062353,0.5649395649477861
Helmut Newton,artist,217.76959190929873,7,90.25734345945666,3,240.61289457359928,8,248.93264236033298,8,279.51715332407065,9,163.0273533623517,5,171.26832025955156,5,1,0,2,1.0234135104589879,0.34457371198344383
Robert Mapplethorpe,artist,221.47085027725004,7,338.3736133738038,11,244.5613467046697,8,241.42241053917135,8,238.3755419386133,7,218.58455359672615,7,128.64612608333658,4,1,0,5,1.119766921754822,0.5546196387984454
Cindy Sherman,artist,298.89005093477795,9,123.55498492818755,4,301.9901163829289,10,296.3690001295742,9,227.83827351943899,7,77.21872158273221,2,218.63908595294808,7,1,0,2,1.8868991607803265,-0.946178099542544
Sebastiao Salgado,artist,318.6139465432672,10,130.72651698303486,4,294.59435263870415,9,283.84854226401353,9,69.5995952345303,2,142.53266463001384,4,79.81722983174227,2,1,0,3,1.485156965823174,-0.7913896787376951
Steve McCurry,artist,335.31822719850845,11,58.983909774120455,1,312.61761665299974,10,303.37918884104727,10,190.077577428526,6,319.3290483817556,10,166.89642158694812,5,1,0,1,2.2713862118931547,0.7832494994760302
Frank Lloyd Wright,artist,77.1804128922454,2,157.54870274841164,5,86.48502724410591,2,48.37621935395299,1,142.23366219435016,4,336.9890493258369,11,228.87620356516365,7,0,1,7,-1.6858977339946097,1.1388669012490933
Le Corbusier,artist,192.90850948553614,6,60.38529268627058,2,210.58545749376228,7,171.05633176901995,5,145.18156189876296,4,219.12683422987254,7,124.91090950687195,4,1,0,1,0.007737992674582953,0.35106450322481636
Ludwig Mies van der Rohe,artist,6.74795583312416,0,277.3329408677257,9,23.514161638508895,0,326.7913964389536,10,158.559830081299,5,180.35922601615468,6,91.98426408820984,3,0,1,6,-1.1778764790464546,0.5646886843957423
I.M. Pei,artist,35.67250601156056,1,95.60557612235279,3,55.737968498086566,1,35.70040646683379,1,23.645087145348604,0,45.16812243074195,1,114.54181388436925,3,0,1,4,-2.8697999746109826,-1.0491928342572145
Frank Gehry,artist,339.4231237806196,11,216.7834886075257,7,312.6861447367034,10,24.298181227672845,0,86.44636539226462,2,36.82766753881843,1,269.21281770783946,8,1,0,3,0.5190222093652599,-2.138503794899325
Zaha Hadid,artist,217.49471796282748,7,98.9378123740223,3,216.721884766581,7,214.09878180998643,7,265.6855751924431,8,327.6767210628097,10,178.06472108856264,5,1,0,1,0.867163506071847,1.495638877404698
Renzo Piano,artist,171.24332711376664,5,279.0674101493083,9,171.11763758884564,5,137.16901616086022,4,259.7706470490943,8,287.48151419109206,9,2.529154934694707,0,0,1,7,-0.08226217517584518,1.8818995682862332
Norman Foster,artist,70.06338152211487,2,72.18909872437277,2,91.82672457119651,3,113.15522574459986,3,187.33615500393796,6,225.72380422318602,7,339.89147149661414,11,0,0,4,-1.3623359169110238,0.16880550825974305
Tadao Ando,artist,170.29116412698016,5,76.83129332782877,2,190.0949028958528,6,208.02552906800804,6,23.3914398033967,0,80.28255015085678,2,58.54283767986689,1,0,0,6,-0.5290824031772969,-1.0187650120035625
Santiago Calatrava,artist,124.60366994920592,4,64.91797929201798,2,151.05819738861803,5,164.05340915212665,5,106.34364495216482,3,14.10317153375808,0,178.4285409978231,5,0,1,6,-1.0128993811989568,-1.3710148835975613
Rem Koolhaas,artist,235.02887331493005,7,253.1833848188699,8,250.5160904414033,8,271.44584224820187,9,234.20024722999335,7,172.99093332163477,5,100.20473237572381,3,1,0,5,1.2449596340603968,0.31212138576101234
Bjarke Ingels,artist,188.91297625905602,6,21.165636114599902,0,214.57670970791446,7,179.87292018292402,5,192.8428156213888,6,339.65542958859464,11,108.13080097418798,3,1,0,1,0.2601662895176664,1.5514802911417482
Coco Chanel,artist,146.28233509357906,4,341.50098675049645,11,164.91385187977426,5,137.52764311722595,4,87.1206466124861,2,113.04963315846071,3,69.11914802576517,2,0,1,6,-0.7813308280275479,-0.526682932548605
Christian Dior,artist,300.81096082192244,10,123.46765625654598,4,276.4081498520056,9,345.96998288621387,11,213.7815214260331,7,22.472234997942834,0,320.806481642244,10,1,0,2,1.9786097056457745,-1.77825834445686
Yves Saint Laurent,artist,129.02782127789274,4,287.88075785396427,9,138.03686370858574,4,138.17766769877713,4,114.22141538929769,3,254.74692829523067,8,351.8618755269484,11,0,1,0,-0.6536117009509322,-0.30547388483095905
Gianni Versace,artist,249.7151338755494,8,346.74232239397924,11,231.32296161651377,7,227.8334489595177,7,258.80143845881,8,224.61327565428982,7,128.75822306460805,4,1,0,5,1.199712094084958,0.6978380520694626
Giorgio Armani,artist,108.48117294223053,3,106.17218623613064,3,108.49422066348313,3,75.41825875468506,2,87.02033409932586,2,194.65873981999187,6,327.3404644177659,10,0,1,4,-1.510344947737343,-0.5996918409263904
Karl Lagerfeld,artist,167.30954402969525,5,62.00115846982478,2,165.943381921492,5,203.9167426688865,6,219.99898820078394,7,180.06066208247648,6,310.6504514057529,10,1,0,1,0.04954069143562246,-0.14493970861970012
Alexander McQueen,artist,356.7212566696747,11,347.86097417966886,11,337.5404884391117,11,26.808465524331776,0,248.33362568020883,8,181.72421642742827,6,24.578055011456122,0,1,0,5,1.2430912053830234,0.529251407656023
Vivienne Westwood,artist,18.260229408347964,0,151.55858394686166,5,354.2018966428622,11,15.46207133646928,0,304.1533201656918,10,48.87055951303481,1,44.17824763734677,1,0,0,6,-0.7357864702294115,0.22040809090625918
Rei Kawakubo,artist,197.5395777154691,6,214.8483218844044,7,196.58930698239777,6,188.37486445110804,6,195.7273866145552,6,113.60280067212925,3,72.28334693514911,2,1,0,6,0.12209505201013994,-0.03175717512231638
Ralph Lauren,artist,200.23915863302483,6,222.31520925957804,7,215.03734811916758,7,210.4842792697713,7,309.03068499877566,10,1.6080828287957127,0,28.409362414432138,0,1,0,2,0.48625551855063065,-0.14207088825186348
Tom Ford,artist,153.96608588298162,5,353.2824347122301,11,165.9608095419585,5,117.5326894488544,3,186.68925551901827,6,298.4836315814257,9,294.0098365329261,9,0,1,0,-0.23289923033955554,0.5074220284644541
Stella McCartney,artist,170.0424929996056,5,101.20586145296924,3,152.2139069904149,5,174.58926940086516,5,311.9927835774188,10,240.24738460611562,8,66.49977393701238,2,1,0,7,-0.0016802879202689443,1.6814755347196941
George Washington,politician,333.10671715001246,11,283.9202153125417,9,306.3888809693091,10,359.15195758379554,11,233.14325462865872,7,188.63541614474474,6,2.6706036904555357,0,1,0,5,2.508946953670657,0.5278898335771602
Thomas Jefferson,politician,22.686625848345095,0,248.18931488024006,8,356.32213402429863,11,43.544454941211754,1,138.67183964838713,4,154.75445788159155,5,149.0791737593268,4,0,0,6,-0.7235081910935088,-0.3286506959562376
Abraham Lincoln,politician,323.21697545061255,10,293.648402580223,9,339.95092224577786,11,7.190271172551226,0,205.45172607798628,6,352.03125813188103,11,243.13157914046923,8,1,0,5,1.1546863890817025,0.8108300602926027
Theodore Roosevelt,politician,214.11965800430207,7,103.91899907446461,3,212.62184929464226,7,258.1161561819108,8,287.9143737577387,9,81.090341287885,2,131.65995432227456,4,1,0,2,0.8110556348568195,-0.025265246217735262
Franklin D. Roosevelt,politician,310.92823678320514,10,93.75484643007071,3,326.87353433376745,10,305.79961441873274,10,87.0125469921039,2,46.92275012532077,1,36.080998750286305,1,1,0,3,1.6179602507139472,-1.2698656451665336
John F. Kennedy,politician,67.64381014013682,2,164.71023025786633,5,50.59005484376411,1,76.48909507208835,2,48.279340902491896,1,52.99867974483345,1,117.1406772470405,3,0,1,6,-2.3996909257288266,-0.9550598813580351
Richard Nixon,politician,289.05884414274294,9,316.12746780870185,10,269.545006067106,8,333.09636561884827,11,269.4986150733258,8,271.59505574305194,9,57.495939663260316,1,1,0,5,2.1644658830076207,1.2197982168840351
Ronald Reagan,politician,316.2710173694538,10,40.22535952898783,1,291.24432876436344,9,333.3434747269334,11,273.80869075392803,9,223.72044659546376,7,30.806116870874295,1,1,0,1,2.19950201420492,1.0732893824273144
Bill Clinton,politician,145.76136217436994,4,46.79474751566612,1,127.40827350038886,4,190.85216811758346,6,186.19451875043822,6,203.1812815297443,6,122.10490057607971,4,0,0,7,-0.5424169413842832,0.638475005005448
Barack Obama,politician,132.1488216831599,4,58.04817203475016,1,121.49862580378529,4,91.3171032008756,3,172.3169132889055,5,300.91050456728397,10,295.35949173978935,9,0,1,4,-0.9559799602461622,0.706364032652431
Donald Trump,politician,82.76926071470227,2,259.2278560057739,8,98.54713703943627,3,115.5398581169197,3,146.6829472641292,4,197.45216682541184,6,113.79603507595499,3,0,1,6,-1.3999867985215004,0.459289172106719
Joe Biden,politician,237.3910875598523,7,28.881772464613512,0,231.27027275726857,7,238.3445809734493,7,222.4764269119859,7,115.13827651614305,3,69.96590580177163,2,1,0,2,0.7301024952034836,0.10312138138341354
Jimmy Carter,politician,187.81572070285247,6,220.1890002873232,7,170.84015593951983,5,143.05941550965494,4,325.85517320087877,10,254.39391025873883,8,211.8859231854723,7,1,0,7,0.2666840717969922,1.2268088677101003
George H.W. Bush,politician,81.19877688291726,2,195.51047414753904,6,59.16564359797777,1,107.46458355580666,3,325.39588355985114,10,254.2129401367076,8,205.84024996793454,6,0,1,7,-1.1449089042252851,1.5656195410637868
George W. Bush,politician,103.61976916860554,3,194.65409499255898,6,129.67296717521296,4,141.29989632646084,4,159.20887228665885,5,198.13357468251473,6,116.48343653313081,3,0,1,6,-0.9920217093699536,0.4693891889618013
Dwight D. Eisenhower,politician,201.3628899399993,6,210.88023103793114,7,183.29662700993862,6,245.93972829401181,8,283.93436622674676,9,302.760829795555,10,162.70504811484489,5,1,0,5,0.8330020761000397,1.4620150070201907
Harry S. Truman,politician,48.41593668199447,1,212.02645229052945,7,61.31544953319981,2,93.7392025194098,3,137.1001746393817,4,118.0478593699842,3,70.25048187431672,2,0,1,6,-2.0738505474966735,0.12272500641009755
Lyndon B. Johnson,politician,153.5018626591196,5,156.23672911130268,5,159.86254555514043,5,109.13438702278025,3,151.86344133929023,5,146.51212122176082,4,9.144423207807865,0,0,1,6,-0.8755746905129399,0.3852616266824309
Gerald Ford,politician,110.9625835191234,3,240.6108319031158,8,135.9988791005504,4,65.62645008752783,2,49.39838113491177,1,281.87381148334475,9,73.16975532259684,2,0,1,6,-1.4744189036790403,0.6607813649395801
Woodrow Wilson,politician,277.0561106610414,9,291.17141016591245,9,287.61331096337943,9,316.23242195514456,10,316.514622602521,10,1.2297283655282738,0,101.06002569492476,3,1,0,2,1.954799944067629,-0.656642441081909
Winston Churchill,politician,247.719224365842,8,149.61568407591162,4,227.59195636747415,7,262.0283576924777,8,196.54943592182093,6,203.5674918213161,6,309.5936094465936,10,1,0,1,1.152924662358056,-0.3490948733177917
Margaret Thatcher,politician,199.5019956584267,6,148.63173501305906,4,203.78238880820294,6,242.07117807107343,8,189.46249402416643,6,284.48793740366443,9,223.77298399353222,7,1,0,1,0.6630046569303762,0.6168196121275514
Tony Blair,politician,45.415285799887904,1,312.0739846026546,10,26.460841553430825,0,15.026422117170066,0,63.48492236282748,2,59.2114091293179,1,202.3452809162211,6,0,1,0,-2.766583899028258,-1.1294130239381042
David Cameron,politician,195.49615811371697,6,127.38925397216286,4,214.84524040072205,7,187.60525575927338,6,147.86529090836902,4,121.61409209903542,4,354.7976616896932,11,1,0,2,0.22735834778004463,-1.2415589259596003
Boris Johnson,politician,88.29293135040972,2,208.57458933827735,6,78.97266598615299,2,88.86416128003323,2,61.49532785182198,2,45.70917471093836,1,335.0229027093153,11,0,1,0,-1.8681138466625866,-1.8358914647516131
Theresa May,politician,188.27799493581497,6,152.1859049040732,5,178.72586945063804,5,144.774636227082,4,343.68537703936806,11,167.8386740709716,5,239.1502283299721,7,1,0,2,0.24714121918830545,0.6116995674391588
Gordon Brown,politician,331.0430298774344,11,134.6376386610163,4,316.4918692177854,10,354.4598615908001,11,352.69337202953733,11,345.6968714225574,11,181.04414953548513,6,1,0,1,3.012146426353634,1.7034164324107066
John Major,politician,7.921552145441909,0,283.471075210181,9,1.9861896042173774,0,39.18387252717697,1,315.7213813973302,10,105.65588881530533,3,67.91270257715037,2,0,1,7,-2.4260074461840087,1.0970476126188309
Harold Wilson,politician,350.5971375992873,11,77.63134784320083,2,325.1896099640237,10,31.848090200934532,1,130.97195825930973,4,6.448382504489929,0,99.54402334575923,3,1,0,2,0.5627249953808551,-1.4666196352561853
Clement Attlee,politician,282.8266079443996,9,214.22843106010347,7,293.03885202676423,9,247.9439638966704,8,276.53025456340293,9,84.22755982310036,2,49.5368196655932,1,1,0,2,1.5814423096786192,-0.01315844498812877
Nelson Mandela,politician,115.15030507963078,3,231.27855023080505,7,136.26747699103151,4,82.67819058575053,2,192.62403214058514,6,91.1857778313837,3,135.04274464989035,4,0,1,6,-1.177827030329043,-0.21609336326918935
Mahatma Gandhi,politician,189.11820383196454,6,142.77104580339648,4,213.88792286007615,7,226.66460977096102,7,228.53490940259687,7,50.158583915397024,1,252.37608465834302,8,1,0,2,0.4469479300273898,-0.9836624320985403
Martin Luther King Jr,politician,294.8798229570599,9,346.346872901865,11,311.3790085525053,10,340.2707358473475,11,81.93697191672717,2,31.155954547649117,1,265.32511765691123,8,1,0,3,1.9020938549227389,-2.360808123772584
Vladimir Putin,politician,194.05226370819554,6,64.56146695814658,2,203.37728595058985,6,221.8577301412296,7,266.6076457466597,8,49.738536497114055,1,197.4720695798305,6,1,0,2,0.3988814508680493,-0.5319747351641386
Xi Jinping,politician,84.07371746479741,2,130.06225273379616,4,105.87174651420939,3,38.56114961980832,1,90.89700252616768,3,68.60857648416003,2,200.60784767489326,6,0,1,4,-2.0375219937746043,-0.9952079191381643
Angela Merkel,politician,114.60196298003184,3,316.0206036428193,10,99.29425548630674,3,155.035449518851,5,266.5691869235202,8,102.22103079219174,3,212.74426031048026,7,0,1,0,-0.7227388859394983,-0.056536541454457405
Emmanuel Macron,politician,269.460429549543,8,44.98137082884498,1,269.80692498754394,8,261.8486130951426,8,131.05446268530977,4,91.2874952112276,3,150.45622058356855,5,1,0,2,1.0517933639388566,-0.9569408297807483
Justin Trudeau,politician,273.44081455129026,9,14.320823141141906,0,252.64465538690874,8,303.2448790516732,10,359.44873358693184,11,260.98762801945685,8,60.77637557872694,2,1,0,1,1.8509348053895416,1.8146710294594808
Jacinda Ardern,politician,123.63270127719937,4,286.9842220942292,9,105.908424155184,3,82.37899031601201,2,189.04562672542377,6,160.56073751367677,5,173.51989757746728,5,0,1,0,-1.1725231494811845,0.1387300009637008
Volodymyr Zelensky,politician,305.1663000440566,10,138.22895588005835,4,284.99198048469447,9,305.9430814111663,10,120.22821943066212,4,87.15245700941023,2,148.8108241826977,4,1,0,3,1.5840058000133341,-1.1693355692987777
Benjamin Netanyahu,politician,207.75690146854689,6,202.19828085793597,6,189.86851662122768,6,252.61178004540287,8,146.8268732469933,4,294.02637191775193,9,165.4094369162388,5,1,0,1,0.5862256766563763,0.6590197512949798
Narendra Modi,politician,174.0247996345495,5,245.86456789619373,8,173.67068189303873,5,159.19148104073275,5,234.28252506320078,7,329.73413434552367,10,172.85396958356998,5,1,0,7,0.12993583819670898,1.430300977082441
Shinzo Abe,politician,177.96416987791622,5,113.39749035812741,3,199.94779884550167,6,223.06501251125545,7,282.1768765076781,9,115.19278687634505,3,217.00179038454888,7,1,0,2,0.44863747275873506,-0.05042680813449002
Moon Jae-in,politician,304.2236683724893,10,61.9722075212243,2,297.8677982541216,9,350.97809743245944,11,348.916405045592,11,41.604575336258925,1,207.17937269830477,6,1,0,2,2.379887253702097,-0.5261261984064094
Jair Bolsonaro,politician,0.0999931848988567,0,325.6369888786548,10,334.75392875286644,11,319.40089115168985,10,46.02689293299291,1,109.91527157275475,3,230.8340517302112,7,1,0,3,0.23413029087318596,-1.5534782718920104
Lula da Silva,politician,213.7091865782014,7,118.39358533097966,3,229.23916759971948,7,190.31455006158382,6,114.99385062623992,3,193.4415471694753,6,114.807856921227,3,1,0,6,0.252442274556415,-0.047057528264772164
Pope Francis,politician,265.7797210058686,8,310.92092360621814,10,281.62489472184774,9,307.459793729941,10,199.4416528945335,6,273.51057742023215,9,346.49880441656626,11,1,0,5,1.9895667741706724,-0.17250536643028105
Dalai Lama,politician,103.19405504546566,3,163.07784765522226,5,85.5842727903092,2,148.49977422976534,4,198.3943201819956,6,223.4674388809429,7,340.0488900422584,11,0,1,4,-0.9505216399314108,0.11963790152912011
Aung San Suu Kyi,politician,87.8190660009679,2,198.80932668639085,6,92.13115437862622,3,42.2412492502659,1,35.89626234105456,1,169.36783551984004,5,102.13679115654611,3,0,1,6,-2.1232422332392855,-0.2067208478969716
Malala Yousafzai,politician,110.17271977184876,3,195.68277492543862,6,127.83135073878138,4,136.6513392708276,4,191.17756774479145,6,320.32080663193676,10,20.012062798897063,0,0,1,7,-0.8432050718455941,1.8766471374827456
Napoleon Bonaparte,politician,142.72243727171247,4,298.39100802370785,9,126.09184860334705,4,97.0003596473535,3,162.03396369217546,5,225.0139852031725,7,115.90252743701832,3,0,1,6,-0.9105652644578051,0.6133028780051891
Queen Victoria,politician,62.119243611002865,2,63.687730273677786,2,38.93567443112336,1,26.583613759120265,0,17.6668174215591,0,316.9234621268536,10,358.7419083252934,11,0,1,4,-2.445604683394005,0.01856289338238615
Queen Elizabeth II,politician,30.246596101967594,1,132.61384916449776,4,4.685560424926714,0,343.9973589223302,11,320.8963202223259,10,322.51610715334607,10,234.44237792786498,7,0,1,7,-0.5126409587974483,1.9925787042880136
King Charles III,politician,232.42256064266329,7,30.431096978294427,1,216.95700867298507,7,196.38393414154226,6,260.94862600854293,8,269.88553513335853,8,155.26737685624434,5,1,0,1,0.7309047646559707,1.1628160588527379
Cleopatra,politician,280.6668980600963,9,356.3629681410415,11,255.54011976482306,8,308.6187305672068,10,184.36302821676514,6,246.23760922503146,8,299.3243801243618,9,1,0,5,1.8672704869492973,-0.27453175293693766
Julius Caesar,politician,108.96086419173716,3,233.07135891584997,7,100.7227704103938,3,129.55138616041637,4,95.05903172516349,3,54.09556190638791,1,288.8542392623077,9,0,1,0,-1.3523516929636978,-1.5194798735569244
Alexander the Great,politician,116.63248474666841,3,241.2293536578465,8,99.950871812687,3,120.43743919955955,4,76.83645075762063,2,175.88998714323935,5,49.65522173030065,1,0,1,6,-1.4278920736786422,0.14373847122567568
Charlemagne,politician,11.777692990450857,0,229.49000307354783,7,356.6773061775903,11,11.28908897189496,0,63.65223420197547,2,8.305366379189442,0,143.05091727395654,4,0,0,6,-1.300368494903498,-1.7256595028625408
Genghis Khan,politician,280.85969847036307,9,359.491915421261,11,260.8786708360047,8,241.93893902276943,8,185.76356831518407,6,162.2939870080189,5,243.00996324211224,8,1,0,5,1.4446810091887554,-0.6487948429941521
Catherine the Great,politician,41.584598082747334,1,83.61743544636118,2,17.561459985287783,0,83.90851610394839,2,37.947562894915855,1,93.27977815159798,3,337.14351265854333,11,0,1,4,-2.5810131552476108,-1.4054863335415897
Peter the Great,politician,79.21162045168464,2,248.2376539993141,8,89.32176476384362,2,54.81630439466264,1,333.3644121822143,11,160.16809614665658,5,1.2006198242164547,0,0,1,7,-1.4331724962494068,1.627214108027973
Louis XIV,politician,162.776785988386,5,125.72664499127175,4,173.979414969644,5,123.99660474791463,4,265.47078304030816,8,212.68577650963627,7,300.98596071232345,10,0,0,1,-0.14758863760363838,0.3618696289369357
Frederick the Great,politician,303.7006571548217,10,131.17761879745936,4,321.198049650147,10,256.86994071848665,8,312.22903270006674,10,289.3911926260219,9,131.42142676047436,4,1,0,1,2.2037240107046827,1.3361270830839842
Bismarck,politician,10.932325009376262,0,279.02468509443,9,346.92332048067817,11,34.029916981061376,1,301.0249845917865,10,184.58095432184828,6,310.23156434307805,10,0,0,0,-0.328821182182277,0.1569026385924583
Lenin,politician,32.52348873275049,1,305.1283801713264,10,42.918137960680745,1,346.9960415723762,11,23.69489063711104,0,56.17344051862264,1,268.3499644103371,8,0,1,0,-1.1560308129035504,-1.7709635860373238
Stalin,politician,266.48985707192185,8,194.5609557496494,6,281.7433566320541,9,269.5620845558878,8,235.93533194832412,7,307.5905977946028,10,356.4596347418595,11,1,0,5,1.862154389029128,0.3070454233739569
Mao Zedong,politician,274.81204472711215,9,138.70894586631033,4,256.20725272020564,8,320.4459923558806,10,236.09105158964857,7,52.12409798346491,1,203.89033269825677,6,1,0,2,1.6136240276826006,-0.9528861653086539
Ho Chi Minh,politician,58.41700772221829,1,66.0555211171692,2,72.87376460469066,2,81.11147753911875,2,249.0811125662711,8,311.96064687208855,10,147.3929677540769,4,0,1,7,-1.5790520888943316,1.885940993998292
Fidel Castro,politician,139.56912829709503,4,188.71965084986172,6,130.58640026267588,4,113.80649042258096,3,36.13938300619137,1,322.57635034786574,10,229.72597579597817,7,0,0,4,-1.0238505020679416,0.2947063722378274
Che Guevara,politician,82.79782000883236,2,30.802155229196394,1,102.25583235621659,3,77.99660297407765,2,21.084253977132384,0,31.97962213446674,1,255.30007754709746,8,0,1,4,-2.108198173627187,-1.7859862933287047
Marilyn Monroe,entertainer,70.12505341064228,2,314.35078058501875,10,66.05317199534602,2,28.373491502560313,0,350.4967401740591,11,326.81014487399074,10,231.4645582952161,7,0,1,7,-1.3294458301562486,2.1068706644577877
Marlon Brando,entertainer,13.910522553203176,0,9.984111586601685,0,26.761388945325713,0,58.57783039284049,1,287.55979774571296,9,259.89484010059283,8,210.17380924463671,7,0,1,7,-2.150041089109323,1.637451577786145
James Dean,entertainer,318.35586119006587,10,208.31928997401914,6,295.3095661021849,9,271.6423291612387,9,122.59673568629688,4,101.65078036679601,3,288.09976306978524,9,1,0,3,1.7030394192319038,-1.6138624521660263
Audrey Hepburn,entertainer,43.15654978464771,1,336.98722819004155,11,60.39198993809478,2,22.771299371803526,0,115.17684209009182,3,50.76146799283407,1,270.0410144766279,9,0,1,0,-2.373710804747259,-1.2389830912618018
Elizabeth Taylor,entertainer,337.2960922844426,11,225.74349554052517,7,337.4780819483839,11,17.16679563410544,0,331.57595496978234,11,135.17772318295542,4,300.31069820918873,10,1,0,2,1.3448778320381949,-0.30006692836517457
Katharine Hepburn,entertainer,50.83651635791633,1,54.975124053514186,1,37.691693697527676,1,18.146262221241827,0,285.74434645699887,9,98.97801148719603,3,354.7861675431682,11,0,1,4,-2.134476258981745,-0.1340141566546974
Humphrey Bogart,entertainer,273.52621032801414,9,187.2226019790837,6,251.441108904233,8,298.2858863843559,9,278.87467082208815,9,239.84191909124542,7,266.956023940161,8,1,0,5,1.8479822024927712,0.39748065502055524
Cary Grant,entertainer,296.5274759779726,9,300.78500207036143,10,295.2465203378557,9,255.21349281589718,8,328.7323222586429,10,350.69796123937437,11,309.94888648436125,10,1,0,5,2.3471148830766246,1.1726345602924906
Grace Kelly,entertainer,229.35850940220848,7,349.19638188990626,11,220.366899805437,7,208.59200732522297,6,235.4829688351025,7,74.11803496806952,2,268.08112938142824,8,1,0,5,0.8059700525089314,-0.9830693207147638
