name,profession,Sun_lon,Sun_sign,Moon_lon,Moon_sign,Mercury_lon,Mercury_sign,Venus_lon,Venus_sign,Mars_lon,Mars_sign,Jupiter_lon,Jupiter_sign,Saturn_lon,Saturn_sign,kmeans_cluster,hier_cluster,kmeans_prof_cluster,PC1,PC2
Paul Dirac,scientist,134.94521998707043,4,193.94642123012144,6,131.47587905249713,4,106.34477059572802,3,102.46607234602725,3,311.96587560011454,10,292.96783051723344,9,0,0,4,-0.8840695038024556,0.33470506066040034
Enrico Fermi,scientist,185.38818456555506,6,19.545006959941162,0,207.38674291522298,6,224.01472183487502,7,229.22926083846846,7,274.5579439444829,9,279.96215452812595,9,1,0,1,0.5543456851616079,0.630602257079064
Marie Curie,scientist,224.63444423840772,7,347.2192425869598,11,246.66445878939132,8,235.64730475034472,7,239.6585293146106,7,328.0077978280409,10,235.28182085865373,7,1,0,5,1.315847151077078,0.9566757653520914
Pierre Curie,scientist,53.68887356358097,1,211.99659787223703,7,29.203007735650235,0,18.65269468538128,0,73.66053284883883,2,84.28962877641696,2,126.67470246411766,4,0,1,0,-2.750832099389483,-0.5784207651993135
Ernest Rutherford,scientist,156.63584965610056,5,339.6828275827363,11,181.8405294883877,6,190.15583508768844,6,221.25608260282968,7,111.39806240035419,3,273.32591705715515,9,1,0,0,0.09600439776824955,-0.6533594292070708
James Clerk Maxwell,scientist,81.6657862213137,2,126.24149821364725,4,61.234122006455515,2,122.09687314465401,4,115.50940674585361,3,322.3277132398562,10,146.74614462341137,4,0,1,7,-1.5889621977216328,1.2110843565962044
Michael Faraday,scientist,179.38189064140923,5,112.08231499893716,3,200.1752722509138,6,213.2493251167371,7,127.4747004986561,4,189.14470663281952,6,16.697248275189363,0,1,0,6,-0.02847846453185106,0.4218502574457619
Robert Oppenheimer,scientist,31.76950943582849,1,110.5739284803244,3,51.76671867508161,1,11.279954970591069,0,41.46888912659781,1,12.524239091418329,0,319.7542564056822,10,0,1,4,-2.880238504272528,-1.9335373372232998
Carl Sagan,scientist,226.61798614900556,7,258.92955744406345,8,213.56439932952517,7,224.30073848938935,7,163.03424213769975,5,216.4200104003207,7,321.66614641814914,10,1,0,5,0.7796477251856835,-0.46883099820639346
Neil deGrasse Tyson,scientist,191.7385763356809,6,95.22627193430898,3,191.72233857941524,6,182.2483471345342,6,62.358277510472824,2,215.5219441237341,7,260.5168558102709,8,0,0,4,-0.1430407783708707,-0.5970191540174323
Brian Greene,scientist,320.01691681464297,10,150.2091841882342,5,294.38904793170315,9,273.9789541695684,9,132.97024463369155,4,347.17555086230686,11,314.5464109954194,10,1,0,1,1.9844076056392734,0.15752219985248186
Michio Kaku,scientist,303.6669283044769,10,327.72892913550476,10,304.4230044007861,10,256.8935058614241,8,299.2289078166371,9,234.05603031644557,7,125.58227732976955,4,1,0,5,2.1450670970841075,0.8112778674959978
Murray Gell-Mann,scientist,172.1498943804348,5,311.9542092380785,10,198.60739723215224,6,137.77195572811686,4,195.95261972702914,6,75.7527988035697,2,264.14080673036744,8,0,0,0,-0.1103159752423874,-1.0136776447997198
Hans Bethe,scientist,99.66865424644364,3,228.35633811321517,7,122.47776188969418,4,134.04900124721328,4,103.6730192649883,3,83.82298576950888,2,345.00625909124017,11,0,1,0,-1.1751889239370115,-1.4893266230125382
Edward Teller,scientist,293.95808168332366,9,80.65888681347332,2,294.6032238924182,9,323.734952136269,10,3.02657951966981,0,130.47676611727013,4,352.9309509960436,11,1,0,3,1.516515565128391,-2.196370295471911
John Wheeler,scientist,106.14845146070441,3,263.8100033563588,8,112.6002800792683,3,151.61535329248096,5,25.85963547661406,0,214.73217895334363,7,47.66608745860096,1,0,1,6,-1.3328778635364242,0.13219435051247239
Freeman Dyson,scientist,262.4973162198642,8,356.8897544128727,11,278.33177197566994,9,286.51756338138944,9,217.32388650006732,7,244.59128279818268,8,209.5971815719455,6,1,0,5,1.8016706550548813,0.20813897094103262
Roger Penrose,scientist,134.9701055269529,4,65.79698408049113,2,162.31812917670044,5,126.59058330162583,4,184.20842000138248,6,124.91914058081203,4,288.13388906717563,9,0,0,4,-0.6963312779347147,-0.5741410036736676
Peter Higgs,scientist,67.60816047795898,2,312.8632960623343,10,82.39858919260833,2,27.03662383774039,0,129.08753556185044,4,56.756339875725594,1,268.6825621188136,8,0,1,0,-2.0701291866460214,-1.168224482507622
Steven Weinberg,scientist,42.59127874705539,1,139.00907901841023,4,19.021267009675277,0,45.692742824635616,1,153.4092020625759,5,163.36360763396453,5,315.92662327070695,10,0,1,4,-2.3758756995634216,-0.23072815009200395
Charles Darwin,scientist,323.05274676585134,10,291.36201709364576,9,339.70738158815004,11,7.005327296398492,0,205.42047868253667,6,351.99428673542064,11,243.123707178522,8,1,0,5,1.1498853783392562,0.8122751152531242
Gregor Mendel,scientist,117.1276850541163,3,142.39332688960314,4,107.59299250223536,3,79.29702143771175,2,182.69589713425898,6,59.98667184853311,1,39.196613317874174,1,0,1,6,-1.5208293857025506,-0.05071522024408517
Louis Pasteur,scientist,274.8267963511162,9,78.15025097050801,2,270.770248945629,9,275.61015176404345,9,294.520230573493,9,57.629195607146094,1,33.3613564431498,1,1,0,2,1.4683400700594547,0.04821276727866775
Alexander Fleming,scientist,134.09967845826327,4,266.53769567190733,8,115.0475826731053,3,90.15114691719047,3,61.662650472099074,2,53.800017364202475,1,42.14578174768202,1,0,1,6,-1.5531758581234125,-0.8365620258359049
Francis Crick,scientist,77.05554563173072,2,158.00364318280745,5,73.80766069445745,2,109.40730982491485,3,155.08899581678895,5,26.79253321635162,0,105.73071987089958,3,0,1,6,-1.8306440003635043,-0.607065781867519
James Watson,scientist,16.43789103443816,0,211.2632702784778,7,352.87332994988145,11,353.7775590967846,11,329.1558724459785,10,16.52078891570153,0,259.0691111630245,8,1,0,2,1.1415540216544908,-0.8655711373529935
Rosalind Franklin,scientist,122.20545205229713,4,242.2211624619906,8,125.2381326132406,4,128.1902753114827,4,216.50192247410635,7,142.93130420250904,4,159.6774975715323,5,0,1,0,-0.834919432258193,0.17630150446280113
Jonas Salk,scientist,214.2282132305103,7,333.994506243599,11,232.89313795486748,7,250.5599811017796,8,230.072927723859,7,313.04720423687496,10,92.17734885935126,3,1,0,5,1.1130768308129104,1.3564699421432693
Barbara McClintock,scientist,84.38518158813605,2,214.3098009175434,7,95.13710080160892,3,44.14183272958638,1,66.39922517395013,2,317.0875091528226,10,296.62942038673515,9,0,1,4,-1.7455599932421453,0.30138506211528193
Jane Goodall,scientist,13.041988857172397,0,236.72764005220523,7,345.2985732603472,11,327.44413419126573,10,15.50733381580797,0,198.9955093393537,6,324.84563042321577,10,1,0,3,0.42790686460877736,-1.397752999244028
David Attenborough,scientist,47.131396506880314,1,1.8376064307323123,0,22.59114060078763,0,1.9936154478143087,0,333.4528161379007,11,324.85553736541755,10,233.21805633254016,7,0,1,7,-2.0767059788740725,2.2673368054641583
Rachel Carson,scientist,65.03895635666198,2,243.69494254869107,8,68.89981896451599,2,35.836146191827844,1,288.42657700210447,9,101.8213421172989,3,355.92592231932394,11,0,1,0,-1.6609183853416278,-0.27559531543629034
Edward O Wilson,scientist,79.09904161810604,2,120.36229143773357,4,77.52570846854456,2,35.04392854151933,1,135.93543891559557,4,59.53974898723782,1,267.84521645071715,8,0,1,4,-2.099292379084767,-1.0166997569368312
Richard Dawkins,scientist,5.439470844809499,0,350.63817711460064,11,337.6889664810813,11,359.328927082722,11,295.1669076365366,9,46.08541856470186,1,42.66983223785461,1,1,0,6,0.9192209518520601,-0.07214101814373558
Stephen Jay Gould,scientist,167.37211062232674,5,41.173248876326035,1,185.53647421667756,6,204.46784614272477,6,23.619198650919298,0,80.01636011682214,2,58.5496484347934,1,0,0,6,-0.611325503356068,-0.9888118415657038
Lynn Margulis,scientist,344.2671427693057,11,24.59498679033214,0,341.58030238901387,11,351.41205012660964,11,25.05566360439538,0,317.4818442313526,10,5.024396027545999,0,1,0,3,2.1810600701324683,0.44496142757090834
Craig Venter,scientist,200.5352864604455,6,69.94864598676263,2,219.7003808800092,7,239.1639068794717,7,223.56019916600542,7,214.00863164913295,7,127.63667220350666,4,1,0,1,0.6365140259044264,0.6512369312609951
Jennifer Doudna,scientist,329.87583717250834,10,45.99978398942696,1,312.83380049488443,10,10.239822437538246,0,329.3561968195234,10,18.151470365763664,0,326.098524917902,10,1,0,2,0.9028804348799057,-1.1129385112162538
Emmanuelle Charpentier,scientist,259.52354924435474,8,151.5642672082348,5,261.96614881864537,8,301.83994182530785,10,199.31698359018705,6,183.6346439637543,6,18.787888468088738,0,1,0,1,1.4014774259148806,0.5015974045685627
Elizabeth Blackburn,scientist,244.15270913241477,8,188.55886401409518,6,235.07062527331107,7,210.56705169255508,7,269.68491639032936,8,272.33388052169784,9,155.81779691119326,5,1,0,5,1.09511129170181,1.0931996904918964
Linus Pauling,scientist,339.23196010277013,11,103.00296652442913,3,351.7838004652211,11,323.62669018187165,10,150.49967440990855,5,277.6766587437042,9,283.89469646702935,9,1,0,1,2.5743006871083134,-0.2549335744375445
Dmitri Mendeleev,scientist,319.3129612251892,10,316.997911958342,10,315.48462235283455,10,312.5599878923481,10,290.85683448750615,9,29.55667276525266,0,190.432081823473,6,1,0,2,2.3694562551672247,-1.0132846126707562
Antoine Lavoisier,scientist,152.72457553658646,5,236.75850905032388,7,150.50647079812185,5,198.7933179318177,6,204.56100683128082,6,169.83498988436872,5,158.22344431037368,5,0,1,6,-0.17834213796928827,0.21140869739600957
Alfred Nobel,scientist,207.86940541829492,6,308.97761798714953,10,218.70755662747834,7,175.29645620255414,5,211.4158517416795,7,30.91393913099565,1,184.5054371078018,6,1,0,2,0.32360249935509205,-1.052902132713123
Robert Boyle,scientist,305.3765380773857,10,49.77147256600827,1,307.1572390242627,10,340.1297415725263,11,265.3812588781888,8,237.45621318370127,7,178.30087980138669,5,1,0,1,2.357582254651882,0.5651703108915433
John Dalton,scientist,163.8179139665033,5,187.35650519415253,6,175.2676310150608,5,133.231211478713,4,315.94940071747925,10,155.51002324442027,5,79.2529658587284,2,0,0,7,-0.13089571738160277,0.9837649512938321
Marie Sklodowska,scientist,224.63444423840772,7,347.2192425869598,11,246.66445878939132,8,235.64730475034472,7,239.6585293146106,7,328.0077978280409,10,235.28182085865373,7,1,0,5,1.315847151077078,0.9566757653520914
Dorothy Hodgkin,scientist,50.86914045999548,1,96.06118839253648,3,67.61571704809276,2,5.703582085253527,0,96.59764910377233,3,185.23327506147209,6,29.420952759381063,0,0,1,6,-2.595880433608814,0.6413286184128695
Ahmed Zewail,scientist,337.29089616408413,11,273.54139804935966,9,350.09285930736513,11,343.33574282816477,11,104.23651467032919,3,207.00682745246692,6,108.38757343168848,3,1,0,3,2.458444426717485,-0.45881889789094726
Gerhard Ertl,scientist,196.99608973022885,6,142.25583380464087,4,181.39508928274776,6,224.40889702212408,7,158.62366469355106,5,259.66840702614354,8,347.08788955140045,11,1,0,1,0.41242548484973746,-0.12721615833826727
Carl Friedrich Gauss,scientist,40.394111850612575,1,307.6919113715537,10,44.36007958419774,1,77.45757219017081,2,180.70322042038234,6,108.94228259789806,3,209.300042513126,6,0,1,0,-2.040679692123079,-0.23431276276496765
Leonhard Euler,scientist,24.781226177742525,0,187.38947229460726,6,44.503678424299714,1,338.5771585552352,11,95.08710336804756,3,141.06869319578107,4,61.76151043617059,2,0,1,6,-1.1798239420390964,0.04861577715068604
Pierre-Simon Laplace,scientist,3.002294512543236,0,66.30645645639413,2,353.56823098437224,11,342.1110692562118,11,262.4237992458062,8,341.6427696667555,11,230.0333870252898,7,1,0,1,1.0777688660660016,1.3528575979428012
Bernhard Riemann,scientist,174.0283005625969,5,8.477315541438053,0,156.32913732658642,5,218.95571105630412,7,254.833292160427,8,174.69611406585258,5,95.22601267771324,3,1,0,1,0.012002435647835418,0.8179856492758624
David Hilbert,scientist,303.29691276399427,10,216.23377588789117,7,310.9610847554051,10,342.31622242464925,11,251.60908926913416,8,177.2489746322468,5,172.2740096811346,5,1,0,5,2.3847929222103144,-0.01431168864093285
Henri Poincare,scientist,38.817966117809206,1,64.26489749566387,2,13.293592505548952,0,353.1742924492998,11,150.35592333114076,5,297.1109744921067,9,61.73411575063269,2,0,1,7,-0.9789291809316627,1.5634562635312197
Srinivasa Ramanujan,scientist,270.37861172495883,9,2.6417642941670914,0,255.27147179916895,8,224.74096866830752,7,188.18330583325357,6,235.67042896717248,7,125.46524258139432,4,1,0,1,1.0419734286061173,0.5445837753794173
Alan Turing,scientist,91.23078468093323,3,196.57643508262086,6,98.01356883787965,3,87.6493205245829,2,135.35017894135808,4,247.91059177708718,8,58.43653322611569,1,0,1,7,-1.546649508801297,1.0089474576241622
John von Neumann,scientist,275.59035130747856,9,21.51679177412926,0,294.4898195907505,9,231.12824162340007,7,312.58710989843155,10,347.23174054749535,11,307.6239947482921,10,1,0,1,1.877855058054269,1.25314123914033
Kurt Godel,scientist,37.277557679134596,1,89.98187812547336,2,11.222826620755756,0,55.54634303887184,1,59.855163509101246,1,69.0639563027367,2,342.3074205518149,11,0,1,4,-2.7453753227406925,-1.461506053545458
Andrew Wiles,scientist,21.297072011299736,0,348.58595736338765,11,354.1532029682208,11,24.262649498387166,0,46.04772566780242,1,53.62155485519499,1,204.17885538952495,6,0,0,0,-1.0734223959738567,-1.7870537673361635
Terence Tao,scientist,114.30051851135956,3,225.7424057727703,7,98.3727621423277,3,155.33656190415434,5,41.43068648264723,1,23.418123202515016,0,112.74727283388157,3,0,1,6,-1.4933017634097034,-1.3850827369244816
Grigori Perelman,scientist,82.01852761439052,2,17.39906361268118,0,100.59489050875453,3,44.774233030934354,1,70.99565039227237,2,98.12800756499301,3,359.0351958570332,11,0,1,4,-2.0338994193658917,-1.399775626551503
Emmy Noether,scientist,2.765677494883224,0,56.32954812226905,1,335.13737025424155,11,10.329316148885585,0,98.30997869273733,3,53.90166087159416,1,40.280667925747984,1,0,0,6,-1.5215888184472448,-0.7010709692251154
Maryam Mirzakhani,scientist,42.93097667927176,1,222.3067207562824,7,38.411055201718746,1,8.94598164157924,0,4.503478718375789,0,66.31215000684799,2,130.3964256723325,4,0,1,0,-2.989522812060897,-1.0868012278341284
Ada Lovelace,scientist,257.6284263497045,8,5.148178995628348,0,240.47105158553254,8,211.50136984841834,7,20.377202405269983,0,212.2368444506696,7,308.57427211746943,10,1,0,1,0.5061464944907447,-1.1300911949150234
Charles Babbage,scientist,274.76909789527303,9,292.03477391542134,9,292.3631653326294,9,227.96368499142744,7,176.75622974976972,5,207.68931589524797,6,12.171798675545759,0,1,0,5,1.3434571288585864,0.4812076003330677
Claude Shannon,scientist,39.795382382728,1,19.35969754632761,0,56.2789463226456,1,85.19486728060531,2,138.21496487771506,4,18.425783636506555,0,101.7305702995272,3,0,1,4,-2.4005460433326835,-0.5895149294577086
Donald Knuth,scientist,289.6071565976403,9,31.09562652182739,1,269.37779976580447,8,283.6963695908891,9,344.949109039763,11,304.8270772215868,10,359.72414508688877,11,1,0,1,2.1557199305232344,0.9164156392647922
Edsger Dijkstra,scientist,50.056704885290344,1,214.9751979062767,7,62.32660330126699,2,73.39220721011623,2,12.89839224033144,0,79.52627268280156,2,281.56437291935845,9,0,1,0,-2.3666028472713516,-1.5754894606632635
Grace Hopper,scientist,256.5174500883911,8,171.67278962064907,5,239.23264259475823,7,241.98317783920322,8,205.07068102199153,6,98.48735189985786,3,338.93112939361305,11,1,0,2,1.1099389315804054,-1.2063855621763546
Tim Berners-Lee,scientist,76.92379940469407,2,288.6914771870542,9,88.09734665169739,2,54.107556576130776,1,98.78580399005897,3,119.13465859395366,3,225.77405802973132,7,0,1,0,-1.9045780617609847,-0.7339662498605342
Vint Cerf,scientist,91.14445393198238,3,343.88173889614154,11,69.14776526054465,2,136.47502713473463,4,19.799790544176155,0,118.43554482200774,3,78.04938668329363,2,0,1,6,-1.7764972150291363,-0.6609578420181375
Dennis Ritchie,scientist,166.40025139559398,5,29.23552381382191,0,183.97923613855477,6,203.2803869913182,6,23.6660492466335,0,79.92211528889497,2,58.548329602124106,1,0,0,6,-0.6390632123593587,-0.9789189811129517
Ken Thompson,scientist,314.80272139206704,10,308.0785794260593,10,294.9999315068874,9,333.9001547229649,11,276.3369039638421,9,107.16907016510318,3,65.58935584782907,2,1,0,5,2.2956105144569308,-0.03395924811839044
Linus Torvalds,scientist,276.58955918227537,9,148.35702313643682,4,296.2765711782111,9,270.0493162788297,9,339.6256325245851,11,211.83377660051573,7,32.09263780333033,1,1,0,1,1.911177823372047,1.3325867066406585
Guido van Rossum,scientist,310.5950892451188,10,182.8900566700023,6,301.90499284272806,10,346.954813717354,11,251.40308708832544,8,148.55102551357504,4,241.4459587228651,8,1,0,2,2.3918982089753893,-0.45636843690586987
Bjarne Stroustrup,scientist,278.22470296442134,9,167.2402447745571,5,283.7116379269666,9,289.47758718718393,9,311.8528829088165,10,334.4145189620051,11,182.22019452108032,6,1,0,5,2.120933671018437,1.5267442355145329
James Gosling,scientist,57.73767871093898,1,24.33630388608618,0,79.8313214917619,2,29.920230742694127,0,85.70880343812692,2,115.602319614873,3,227.11344084458366,7,0,1,4,-2.38623571326457,-0.649096807365096
Brendan Eich,scientist,102.25455174837164,3,3.950056126780193,0,92.08726059898413,3,57.198844583580644,1,153.25665890943094,5,304.80669423529935,10,297.62662327922334,9,0,1,4,-1.532444365201297,0.7503437712353928
Edwin Hubble,scientist,238.3997165448834,7,203.9104347052846,6,228.56282453636072,7,216.86952670741718,7,185.76454519447245,6,278.63839183814235,9,153.38696911697153,5,1,0,1,0.8661025357613455,0.7165024521350313
Vera Rubin,scientist,120.35665533587843,4,198.04271362058884,6,100.47771867017116,3,126.40125371016009,4,48.99844010049159,1,38.15910331765282,1,252.9716170453402,8,0,1,0,-1.4829799795577547,-1.7350182354688977
Cecilia Payne,scientist,49.35308487896763,1,182.4066600447598,6,29.14206850406203,0,94.32191196774173,3,24.819621116693213,0,248.1273490662763,8,274.4931499643365,9,0,1,4,-2.2668638270764996,-0.20085679497467404
Annie Jump Cannon,scientist,259.0084855585347,8,267.903915877958,8,264.2974190442417,8,212.2182052838581,7,236.18817387274342,7,226.50513345463455,7,196.18215531886324,6,1,0,5,1.2948497264611079,0.3327033135156969
Henrietta Leavitt,scientist,102.70544427116468,3,278.69377671582356,9,117.5266982600082,3,120.87752195662256,4,62.15072016684032,2,12.821078535528772,0,239.7136807316632,7,0,1,0,-1.4657924762636352,-1.850171520574023
Jocelyn Bell Burnell,scientist,112.12574499187859,3,263.7428160074959,8,108.9737453864211,3,156.20951017463588,5,35.17487773951696,1,123.1644099596373,4,80.76413203540444,2,0,1,6,-1.3487044208760877,-0.6096019938038427
Frank Drake,scientist,66.417076783184,2,69.94253391461194,2,54.44778257458129,1,93.99620272398714,3,25.7809364862419,0,83.27571716857845,2,280.8321055672082,9,0,1,4,-2.2752207969734495,-1.417230782091642
Gerard Kuiper,scientist,254.7385182483401,8,25.512204794970714,0,271.1572618567576,9,238.24704261328907,7,314.648333983711,10,59.67060678344131,1,327.36978383571477,10,1,0,2,1.383774370277845,-0.8463964522491395
Clyde Tombaugh,scientist,314.7861381252364,10,77.47930421683323,2,303.1869929599196,10,312.3885038077806,10,359.631149351117,11,56.790570027809785,1,332.96833915135494,11,1,0,2,2.412008604328145,-0.8312122829541372
Mike Brown,scientist,74.59980402261398,2,151.4477357504879,5,66.93368860077534,2,88.94631030994007,2,169.34899335250776,5,70.10595187520994,2,346.79518995809525,11,0,1,4,-1.7478596555936943,-1.0768730616820292
Sigmund Freud,scientist,46.36672380733892,1,75.2278851792238,2,57.87307589555298,1,26.24664556395588,0,183.36329264423537,6,359.5763887366724,11,87.5529545898733,2,0,1,7,-2.148223842668624,2.1684242291307516
Carl Jung,scientist,123.3354040550549,4,45.88007136081094,1,103.79097631416269,3,107.53054415285614,3,261.3727152583832,8,203.8017475088909,6,324.1933553142623,10,0,0,4,-0.8938580356030604,0.39370587224359044
B.F. Skinner,scientist,359.463151741458,11,36.15970584034289,1,353.2649890298513,11,331.01985246793964,11,17.07841853647958,0,4.635991489764211,0,317.0797410914588,10,1,0,3,2.0915360484916725,-3.0493006841503982
Ivan Pavlov,scientist,183.2680590964996,6,295.4214870652892,9,208.55763520605962,6,146.35744747202767,4,85.32781898249651,2,159.8403985774927,5,4.652472024661968,0,0,1,6,-0.317208695492976,-0.047414387712309936
Jean Piaget,scientist,137.33124449722405,4,141.21615353168582,4,146.40012656675935,4,145.88482363904723,4,55.94670255203169,1,139.4495300511514,4,222.91946361070833,7,0,0,4,-0.970149110246438,-0.9224271322215452
Abraham Maslow,scientist,11.359839747445838,0,15.238561667433016,0,344.15947800612224,11,55.20936400405665,1,56.18742575265131,1,123.56962844049988,4,1.6018418190086863,0,0,0,6,-1.2827595073883502,-0.29516505714453306
Carl Rogers,scientist,287.30021464863097,9,271.63431166525487,9,291.1263280849421,9,328.3342719494001,10,305.11329923323757,10,293.1422457922723,9,288.5850184781499,9,1,0,5,2.4845281592405883,0.7057634070508889
Wilhelm Wundt,scientist,143.54098892594624,4,19.36802449944652,0,170.55629174581074,5,149.08748743543572,4,48.56029883807574,1,357.32477121949296,11,165.1907572891046,5,0,0,1,-0.6913750568227145,0.8530421432386093
William James,scientist,290.9395949202277,9,289.00606133584466,9,287.1361971684854,9,278.11144755741344,9,333.8741262041882,11,275.61983184890187,9,277.23816550752,9,1,0,5,2.2889822418240118,0.7874772082316391
Daniel Kahneman,scientist,344.23101565699415,11,212.7958521192092,7,345.2569732932954,11,309.09018649381005,10,353.07741660761803,11,202.12939678210952,6,321.79947386971696,10,1,0,5,3.0114106105352816,0.06543542052018503
Steven Pinker,scientist,175.0325088079209,5,72.51037346761214,2,195.6843200579864,6,220.5311078959027,7,280.6145003454876,9,114.72298467020063,3,216.69935898611718,7,1,0,2,0.36478628833535837,-0.0283492456729587
Elizabeth Loftus,scientist,202.99887088401,6,194.93474426818935,6,199.8982197538717,6,232.3888711468237,7,212.03103329552115,7,167.41480742471614,5,100.7458107244634,3,1,0,6,0.49344676617994676,0.31793223836652396
Philip Zimbardo,scientist,2.4098247121621648,0,330.95717000739006,11,2.125761524457822,0,354.9277189699191,11,153.32614584793635,5,166.5367359513416,5,313.19741447108703,10,0,1,0,-1.0259816114571674,-0.3791336215930599
Stanley Milgram,scientist,142.1810996274251,4,77.85912296358919,2,123.96049643490416,4,172.75294801962016,5,203.15859168674962,6,174.6934485209882,5,312.3231702955859,10,0,0,4,-0.5137704235233467,-0.17768204920702568
Albert Bandura,scientist,251.83280510541496,8,118.41362740427112,3,266.6067669484927,8,298.9121160987604,9,224.00330125730855,7,292.82335522593723,9,229.91015495335122,7,1,0,1,1.6642087002798358,0.6678065450156994
Pablo Picasso,artist,212.70107339815124,7,248.04937953573915,8,234.24051960459283,7,184.5118382909492,6,102.34991467977059,3,53.56007194159679,1,39.45823842781946,1,1,1,6,0.1007963498218025,-0.9252267982624603
Leonardo da Vinci,artist,25.898134066110874,0,236.7948983599964,7,7.7559993537088046,0,44.64870909854179,1,310.1257487704879,10,330.0201536528872,11,194.73160561622552,6,0,1,7,-1.988802513164428,2.2272031161152674
Vincent van Gogh,artist,9.666427325454848,0,260.9168526207449,8,25.608970347551857,0,358.0723648320331,11,356.13678541106873,11,264.2686176552294,8,45.95972483005188,1,0,1,7,-0.45790395087295,2.3594795625683322
Frida Kahlo,artist,103.11310459187698,3,56.39438307873044,1,126.22978960544619,4,84.00432863002514,2,283.4756917602406,9,110.37410259109679,3,357.4450619417733,11,0,1,4,-1.01626115178258,-0.3013690206739053
Andy Warhol,artist,133.52440945963735,4,11.50086972908737,0,122.8228436640608,4,143.3720836856481,4,58.12900817063352,1,39.47858545126258,1,252.59163118026322,8,0,1,4,-1.2997677284699434,-1.6364735003392614
Claude Monet,artist,232.23355945865717,7,118.05321182847476,3,254.6200036701732,8,261.20408632902604,8,170.42585233946772,5,237.88807899349626,7,260.53591388229796,8,1,0,1,1.129762358320078,-0.06492616265678952
Michelangelo Buonarroti,artist,345.1139386803481,11,209.67327772416175,6,317.69745222379777,10,22.65590632218603,0,341.7324841834089,11,301.8377680761502,10,107.10083218031711,3,1,0,5,1.3704761044635716,1.7038414679781027
Rembrandt van Rijn,artist,112.53301970898572,3,232.64592804064984,7,92.42296737114758,3,66.9753647330915,2,236.90788792791741,7,331.68234882432716,11,272.80754593881295,9,0,1,7,-1.0558665943793375,1.3365347915883135
Salvador Dali,artist,50.213614349634135,1,2.467978227058883,0,53.477754271489765,1,34.58942686781886,1,55.18113918009632,1,16.870753627012395,0,320.6610127238539,10,0,1,4,-2.6829239720569507,-1.8107447166719612
Georgia OKeeffe,artist,232.83660104209858,7,235.09662905681927,7,238.18876133927944,7,187.23884867953015,6,168.63963894441451,5,227.79080160779512,7,126.52953307562153,4,1,0,5,0.6466961959277668,0.34485767860084426
Jackson Pollock,artist,307.22565436629765,10,51.449951158119866,1,286.0495081842218,9,268.25484123027303,8,59.26032070415879,1,249.6196083369425,8,43.455413330995285,1,1,0,3,1.3086404587329814,0.1418852253440103
Henri Matisse,artist,279.9207858456935,9,260.842243812564,8,290.2907284759462,9,325.9220219166131,10,295.82617797621924,9,41.025996535752405,1,261.93554879877223,8,1,0,2,2.1115703079908426,-1.062211892399588
Pierre-Auguste Renoir,artist,336.52187387156425,11,21.183496454153072,0,352.2160733911779,11,22.678609113380624,0,214.86837480164928,7,257.49652877024465,8,271.4147308651957,9,1,0,1,1.1375523073761324,0.17003938721476164
Edgar Degas,artist,116.25795170767941,3,280.42455717847525,9,138.72007923968988,4,150.20377882537707,5,52.11788057150639,1,64.04185558296723,2,185.47006486958418,6,0,1,0,-1.132154227889871,-1.3936773185396656
Paul Cezanne,artist,298.33670490563134,9,343.1566965923125,11,275.14863392700823,9,305.8308823624165,10,179.2809509571536,5,198.37879421925027,6,247.46001256760212,8,1,0,5,1.9541605869424226,-0.5000045885626452
Gustav Klimt,artist,111.71999922708419,3,331.0792009294328,11,97.07106384682724,3,75.01435273760501,2,4.5668198501016795,0,172.50598180028993,5,168.47477009048396,5,0,1,0,-1.7425099559235806,-0.7089754217706137
Edvard Munch,artist,260.02611093922616,8,282.73458924257983,9,265.8735805595797,8,213.2524586064615,7,236.88513616972384,7,226.70627990664053,7,196.25822070499132,6,1,0,5,1.3260780641578884,0.32566562676714605
Wassily Kandinsky,artist,264.3653204011904,8,10.613153074024785,0,247.43209507396,8,256.61822934864216,8,118.76770706170562,3,303.2179290151507,10,229.50958754764804,7,1,0,1,1.0980536892427457,0.29134787441912624
Piet Mondrian,artist,347.2621733872177,11,319.8691373217835,10,344.1553813236465,11,313.92243041924525,10,4.210947724178004,0,109.96555913306155,3,289.018427602898,9,1,0,3,2.1346445950684045,-2.3600756082278775
Marc Chagall,artist,104.99817017314064,3,310.6615687624966,10,129.7934584665958,4,150.39613948670188,5,86.62617632715066,2,206.2805228727154,6,114.61161646573623,3,0,1,6,-1.0344459243475834,0.09091646010854348
Rene Magritte,artist,239.2406892310022,7,339.3155470713178,11,257.05509648964454,8,255.08829198104092,8,126.61758133542709,4,208.8124753751421,6,252.9475437016151,8,1,0,5,1.1525231082830476,-0.6006883640648998
Roy Lichtenstein,artist,213.03886144048246,7,62.73451505780854,2,200.69092430071953,6,225.35677322808002,7,185.94446115404594,6,233.7926967945194,7,204.26953270976747,6,1,0,1,0.5069485083861873,0.3452234453036587
Jean-Michel Basquiat,artist,270.66097851585994,9,327.1341171224299,10,262.49976704151493,8,314.30242621820514,10,101.86801779645214,3,281.89143296824295,9,288.478832930421,9,1,0,5,1.6855053965989018,-0.3927382816139488
