category,cosine_metric,,
disaster,6.346361091041740,,
disaster,-1.4425531944758300,,
disaster,-2.612914012335440,,
disaster,-1.0762575805013300,,
disaster,4.992207796131410,,
disaster,-1.9003186444679900,,
disaster,14.859813838278700,,
disaster,2.6593121238809800,,
disaster,5.28759580783388,,
disaster,18.543917304110300,,
disaster,-3.0072231303097900,,
disaster,0.985488695350784,,
disaster,7.543781705025910,,
disaster,-1.0151550941267800,,
disaster,6.346361091041740,,
disaster,4.54272094746841,,
disaster,-3.505696765681240,,
disaster,-3.9494728823793200,,
disaster,-0.02250256361585300,,
disaster,8.22126100490853,,
disaster,2.574269248347250,,
disaster,2.020389391397630,,
disaster,0.8179320533586430,,
disaster,8.997214252768530,,
disaster,0.9458855517392190,,
disaster,0.9290090734352320,,
disaster,-2.869216040119040,,
disaster,2.4365361289819600,,
disaster,-0.4093068195173110,,
disaster,-3.759715719037780,,
disaster,-1.3003669762839700,,
disaster,-1.0384543285294000,,
disaster,-1.791041065752560,,
disaster,-0.5773913944827270,,
disaster,-1.90122285886478,,
disaster,-1.3139532506704500,,
disaster,4.409557367507460,,
disaster,-1.292137429606230,,
disaster,-2.573942628642180,,
disaster,-0.244232371983447,,
disaster,7.859422580870430,,
disaster,-1.573969917162130,,
disaster,0.9999170710708810,,
disaster,-1.2753024006561400,,
disaster,10.142701294031100,,
disaster,-2.2347130267331600,,
disaster,-2.745806856923740,,
disaster,-2.6732427573335500,,
disaster,8.265290513197900,,
disaster,-2.044068259208560,,
disaster,-2.044068259208560,,
disaster,-1.0402489468905300,,
disaster,3.230171502977210,,
disaster,7.938304593861860,,
disaster,-3.94686372665509,,
disaster,9.21083642102193,,
disaster,1.8888695200605600,,
disaster,1.2417083778065100,,
disaster,-3.0863055372888100,,
disaster,-3.115018845923880,,
disaster,2.4246962315927300,,
disaster,1.305285498184640,,
disaster,3.116452590641730,,
disaster,-2.4067385377700800,,
disaster,1.0836805985421200,,
disaster,0.8473457528123410,,
disaster,-2.2539478453158900,,
disaster,-2.8400763237699600,,
disaster,-1.3104761296554700,,
disaster,2.0822954566883700,,
disaster,9.850291573815090,,
disaster,10.009649251525300,,
disaster,-0.5807565096054990,,
disaster,-1.7975471553916400,,
disaster,-3.864734483096360,,
disaster,-1.681394298480230,,
disaster,0.5192552476902840,,
disaster,11.171949728288900,,
disaster,0.5088131308150240,,
disaster,10.97765863500130,,
disaster,1.7309465478053600,,
disaster,-3.4299352839331000,,
disaster,-1.3328876996921600,,
disaster,-0.9647907958049340,,
disaster,-0.9763153092394500,,
disaster,-1.4964942042935900,,
disaster,1.9550404322313700,,
disaster,-2.0457476746744100,,
disaster,-2.385675629921850,,
disaster,-3.7596782661704900,,
disaster,2.023184705329940,,
disaster,-2.6470335101987200,,
disaster,9.32387109425937,,
disaster,5.650536513050650,,
disaster,1.682314582860590,,
disaster,6.310584699213370,,
disaster,-3.2205776184051800,,
disaster,0.6268384961555420,,
disaster,-0.8628197405204750,,
disaster,1.354134801949890,,
disaster,-1.2420135635585700,,
disaster,-2.865931694499580,,
disaster,-1.9449572107407800,,
disaster,9.547072109270290,,
disaster,-1.2015211696045700,,
disaster,-2.160589688269410,,
disaster,-1.218108938175950,,
disaster,-3.029768923942790,,
disaster,-0.7702392508552940,,
disaster,-2.7568827805469300,,
disaster,1.2890188001117500,,
disaster,-3.7862013068595400,,
disaster,12.045841668275500,,
disaster,8.820687196861390,,
