vix,conjunctions,squares,oppositions,trines,sextiles,hard_aspects,soft_aspects
15.920000076293900,0,1,0,0,1,1,1
13.300000190734900,0,1,0,0,1,1,1
12.020000457763700,0,1,0,0,1,1,1
12.289999961853000,0,1,0,0,1,1,1
14.5,0,1,0,0,1,1,1
13.100000381469700,0,1,0,0,1,1,1
12.390000343322800,0,1,0,0,1,1,1
14.020000457763700,0,1,0,0,0,1,0
13.289999961853000,0,1,0,0,0,1,0
13.569999694824200,0,1,0,0,0,1,0
13.630000114440900,0,1,0,0,0,1,0
12.989999771118200,0,1,0,0,0,1,0
12.84000015258790,0,1,0,0,0,1,0
13.479999542236300,0,1,0,0,0,1,0
13.380000114440900,0,1,0,0,0,1,0
15.359999656677200,0,1,0,0,0,1,0
15.90999984741210,0,1,0,0,0,1,0
16.690000534057600,0,1,0,0,0,1,0
16.1200008392334,0,1,0,0,0,1,0
16.209999084472700,0,1,0,0,1,1,1
15.279999732971200,0,1,0,0,1,1,1
14.40999984741210,0,1,0,0,1,1,1
13.75,0,1,0,0,1,1,1
13.34000015258790,0,1,0,0,1,1,1
13.020000457763700,0,2,0,0,1,2,1
13.460000038147000,0,2,0,0,1,2,1
14.239999771118200,0,2,0,0,1,2,1
15.359999656677200,0,2,0,0,1,2,1
16.190000534057600,0,2,0,0,1,2,1
17.059999465942400,0,2,0,0,1,2,1
18.559999465942400,0,2,0,0,1,2,1
19.31999969482420,0,2,0,0,1,2,1
