family_id,birth_year,birth_order,source
901141,1944,3,sibling_roster
901141,1947,4,sibling_roster
914670,1939,11,graduate
932534,1939,3,graduate
908182,1938,4,graduate
909264,1938,1,sibling_roster
909264,1942,2,sibling_roster
926194,1939,5,graduate
932290,1939,1,sibling_roster
932290,1942,2,sibling_roster
932290,1952,3,sibling_roster
932290,1955,4,sibling_roster
932290,1956,5,sibling_roster
921885,1938,3,graduate
921885,1922,1,sibling_roster
921885,1932,2,sibling_roster
921885,1939,3,sibling_roster
921885,1947,4,sibling_roster
912700,1939,1,sibling_roster
912700,1944,2,sibling_roster
912700,1947,3,sibling_roster
913590,1939,5,graduate
913590,1933,1,sibling_roster
913590,1935,2,sibling_roster
913590,1936,3,sibling_roster
913590,1937,4,sibling_roster
913590,1940,5,sibling_roster
913590,1941,6,sibling_roster
913590,1951,7,sibling_roster
930705,1939,3,graduate
930705,1935,1,sibling_roster
930705,1939,2,sibling_roster
930705,1940,3,sibling_roster
930705,1945,4,sibling_roster
906068,1938,5,graduate
910822,1940,1,sibling_roster
910822,1941,2,sibling_roster
910822,1944,3,sibling_roster
910822,1947,4,sibling_roster
910822,1949,5,sibling_roster
910822,1953,6,sibling_roster
904262,1939,3,graduate
904262,1933,1,sibling_roster
904262,1938,2,sibling_roster
904262,1940,3,sibling_roster
904262,1944,4,sibling_roster
904262,1944,5,sibling_roster
904262,1945,6,sibling_roster
904262,1952,7,sibling_roster
907439,1939,5,graduate
907439,1925,1,sibling_roster
907439,1927,2,sibling_roster
907439,1929,3,sibling_roster
907439,1935,4,sibling_roster
907439,1940,5,sibling_roster
904551,1939,4,graduate
915839,1939,2,graduate
915839,1938,1,sibling_roster
915839,1940,2,sibling_roster
915839,1950,3,sibling_roster
916190,1940,1,sibling_roster
916190,1944,2,sibling_roster
903797,1939,3,graduate
903797,1932,1,sibling_roster
903797,1940,2,sibling_roster
925595,1939,5,graduate
925595,1936,1,sibling_roster
925595,1937,2,sibling_roster
925595,1938,3,sibling_roster
925595,1940,4,sibling_roster
925595,1943,5,sibling_roster
925595,1945,6,sibling_roster
925595,1946,7,sibling_roster
906796,1939,2,graduate
904570,1939,3,graduate
904570,1938,1,sibling_roster
904570,1940,2,sibling_roster
904570,1941,3,sibling_roster
904570,1943,4,sibling_roster
904570,1949,5,sibling_roster
904570,1953,6,sibling_roster
907374,1939,3,graduate
907374,1932,1,sibling_roster
907374,1938,2,sibling_roster
907374,1940,3,sibling_roster
907374,1946,4,sibling_roster
922489,1939,1,sibling_roster
922489,1959,2,sibling_roster
901856,1939,2,graduate
906262,1939,3,graduate
906262,1936,1,sibling_roster
906262,1936,2,sibling_roster
906262,1940,3,sibling_roster
906262,1941,4,sibling_roster
906262,1943,5,sibling_roster
906262,1945,6,sibling_roster
906262,1947,7,sibling_roster
906262,1949,8,sibling_roster
906262,1951,9,sibling_roster
913909,1939,6,graduate
913909,1917,1,sibling_roster
913909,1925,2,sibling_roster
913909,1930,3,sibling_roster
913909,1932,4,sibling_roster
913909,1936,5,sibling_roster
913909,1940,6,sibling_roster
926335,1938,4,graduate
926335,1924,1,sibling_roster
926335,1926,2,sibling_roster
926335,1932,3,sibling_roster
926335,1939,4,sibling_roster
928244,1939,4,graduate
928244,1929,1,sibling_roster
928244,1933,2,sibling_roster
928244,1937,3,sibling_roster
928244,1939,4,sibling_roster
928244,1945,5,sibling_roster
905127,1939,1,sibling_roster
905127,1948,2,sibling_roster
905127,1949,3,sibling_roster
905127,1950,4,sibling_roster
905127,1951,5,sibling_roster
905127,1952,6,sibling_roster
929754,1938,11,graduate
929754,1922,1,sibling_roster
929754,1923,2,sibling_roster
929754,1924,3,sibling_roster
929754,1928,4,sibling_roster
929754,1929,5,sibling_roster
929754,1932,6,sibling_roster
929754,1934,7,sibling_roster
929754,1935,8,sibling_roster
929754,1936,9,sibling_roster
929754,1938,10,sibling_roster
929754,1939,11,sibling_roster
900511,1938,3,graduate
900511,1937,1,sibling_roster
900511,1938,2,sibling_roster
900511,1940,3,sibling_roster
901640,1938,2,graduate
901640,1939,1,sibling_roster
901640,1940,2,sibling_roster
901640,1953,3,sibling_roster
916496,1939,2,graduate
924722,1940,2,graduate
902775,1939,7,graduate
902775,1924,1,sibling_roster
902775,1928,2,sibling_roster
902775,1930,3,sibling_roster
902775,1932,4,sibling_roster
902775,1933,5,sibling_roster
902775,1940,6,sibling_roster
911971,1940,1,sibling_roster
911971,1944,2,sibling_roster
911971,1948,3,sibling_roster
933744,1937,3,graduate
919796,1939,3,graduate
919796,1936,1,sibling_roster
919796,1938,2,sibling_roster
919796,1939,3,sibling_roster
919796,1940,4,sibling_roster
919796,1941,5,sibling_roster
919796,1945,6,sibling_roster
919796,1947,7,sibling_roster
919796,1949,8,sibling_roster
905520,1938,6,graduate
915695,1939,2,graduate
921584,1939,1,sibling_roster
921584,1940,2,sibling_roster
920083,1939,1,sibling_roster
924656,1938,3,graduate
924656,1933,1,sibling_roster
924656,1936,2,sibling_roster
924656,1939,3,sibling_roster
924656,1942,4,sibling_roster
931558,1939,3,graduate
931558,1910,1,sibling_roster
931558,1922,2,sibling_roster
931558,1939,3,sibling_roster
931647,1939,5,graduate
931647,1930,1,sibling_roster
931647,1933,2,sibling_roster
931647,1936,3,sibling_roster
931647,1940,4,sibling_roster
911266,1940,1,sibling_roster
911266,1943,2,sibling_roster
911266,1944,3,sibling_roster
911266,1958,4,sibling_roster
916411,1939,3,graduate
916411,1933,1,sibling_roster
916411,1935,2,sibling_roster
916411,1940,3,sibling_roster
916411,1940,4,sibling_roster
916411,1946,5,sibling_roster
916411,1950,6,sibling_roster
919654,1939,3,graduate
919654,1935,1,sibling_roster
919654,1937,2,sibling_roster
919654,1939,3,sibling_roster
919654,1941,4,sibling_roster
919654,1943,5,sibling_roster
919654,1945,6,sibling_roster
928831,1940,1,sibling_roster
928831,1944,2,sibling_roster
928831,1948,3,sibling_roster
921898,1939,4,graduate
921898,1931,1,sibling_roster
921898,1932,2,sibling_roster
921898,1937,3,sibling_roster
921898,1940,4,sibling_roster
911605,1940,1,sibling_roster
911605,1943,2,sibling_roster
911605,1946,3,sibling_roster
911605,1951,4,sibling_roster
911605,1957,5,sibling_roster
912882,1940,1,sibling_roster
912882,1943,2,sibling_roster
912882,1944,3,sibling_roster
912882,1948,4,sibling_roster
912882,1951,5,sibling_roster
912264,1939,4,graduate
912264,1939,2,sibling_roster
926564,1940,1,sibling_roster
926564,1949,2,sibling_roster
916881,1939,2,graduate
916881,1937,1,sibling_roster
916881,1940,2,sibling_roster
916881,1949,3,sibling_roster
916881,1952,4,sibling_roster
900177,1939,2,graduate
900177,1940,1,sibling_roster
900177,1946,2,sibling_roster
900177,1952,3,sibling_roster
920096,1939,2,graduate
920096,1936,1,sibling_roster
920096,1939,2,sibling_roster
920096,1954,3,sibling_roster
923003,1938,5,graduate
923003,1915,1,sibling_roster
923003,1926,2,sibling_roster
923003,1938,3,sibling_roster
923003,1939,4,sibling_roster
923003,1941,5,sibling_roster
923003,1948,6,sibling_roster
906039,1939,4,graduate
906039,1925,1,sibling_roster
906039,1926,2,sibling_roster
906039,1933,3,sibling_roster
906039,1939,4,sibling_roster
906039,1942,5,sibling_roster
923043,1940,1,sibling_roster
923043,1945,2,sibling_roster
900369,1939,1,sibling_roster
900369,1942,2,sibling_roster
900369,1946,3,sibling_roster
900369,1962,4,sibling_roster
906533,1939,6,graduate
919092,1939,2,graduate
917219,1939,2,graduate
917219,1936,1,sibling_roster
917219,1940,2,sibling_roster
917219,1946,3,sibling_roster
921835,1939,5,graduate
921835,1934,1,sibling_roster
921835,1936,2,sibling_roster
921835,1937,3,sibling_roster
921835,1940,4,sibling_roster
921835,1942,5,sibling_roster
912293,1940,1,sibling_roster
912293,1942,2,sibling_roster
912293,1943,3,sibling_roster
912293,1949,4,sibling_roster
913423,1939,2,graduate
913423,1936,1,sibling_roster
913423,1940,2,sibling_roster
928148,1940,1,sibling_roster
928148,1943,2,sibling_roster
928148,1947,3,sibling_roster
908641,1939,1,sibling_roster
908641,1952,2,sibling_roster
914161,1939,2,graduate
914161,1935,1,sibling_roster
914161,1940,2,sibling_roster
908997,1940,1,sibling_roster
908997,1946,2,sibling_roster
914333,1938,2,graduate
914333,1937,1,sibling_roster
914333,1939,2,sibling_roster
914333,1944,3,sibling_roster
900741,1939,5,graduate
900741,1930,1,sibling_roster
900741,1934,2,sibling_roster
900741,1938,3,sibling_roster
900741,1939,4,sibling_roster
900741,1940,5,sibling_roster
900741,1943,6,sibling_roster
900741,1945,7,sibling_roster
920494,1939,1,sibling_roster
920494,1940,2,sibling_roster
920494,1942,3,sibling_roster
920494,1944,4,sibling_roster
920494,1945,5,sibling_roster
903371,1940,1,sibling_roster
903371,1942,2,sibling_roster
903371,1945,3,sibling_roster
903371,1947,4,sibling_roster
910770,1938,4,graduate
910770,1930,1,sibling_roster
910770,1931,2,sibling_roster
910770,1934,3,sibling_roster
910770,1939,4,sibling_roster
921648,1939,3,graduate
921648,1937,1,sibling_roster
921648,1939,2,sibling_roster
921648,1940,3,sibling_roster
921648,1942,4,sibling_roster
921648,1951,5,sibling_roster
921648,1954,6,sibling_roster
921648,1958,7,sibling_roster
901629,1939,5,graduate
901629,1932,1,sibling_roster
901629,1934,2,sibling_roster
901629,1936,3,sibling_roster
901629,1939,4,sibling_roster
901629,1940,5,sibling_roster
919456,1938,2,graduate
919456,1937,1,sibling_roster
919456,1939,2,sibling_roster
919456,1949,3,sibling_roster
925740,1939,2,graduate
925740,1940,2,sibling_roster
925740,1944,3,sibling_roster
925740,1945,4,sibling_roster
920299,1939,3,graduate
920299,1936,1,sibling_roster
920299,1938,2,sibling_roster
920299,1940,3,sibling_roster
920299,1941,4,sibling_roster
920299,1948,5,sibling_roster
903604,1940,2,graduate
903604,1939,1,sibling_roster
903604,1941,2,sibling_roster
903604,1943,3,sibling_roster
903604,1945,4,sibling_roster
903604,1947,5,sibling_roster
903604,1950,6,sibling_roster
903604,1953,7,sibling_roster
903604,1955,8,sibling_roster
913452,1938,1,sibling_roster
913452,1943,2,sibling_roster
913452,1945,3,sibling_roster
913452,1946,4,sibling_roster
913452,1952,5,sibling_roster
913452,1953,6,sibling_roster
913452,1955,7,sibling_roster
914900,1939,1,sibling_roster
914900,1940,2,sibling_roster
909121,1939,3,graduate
909121,1937,1,sibling_roster
909121,1939,2,sibling_roster
909121,1940,3,sibling_roster
909121,1942,4,sibling_roster
909121,1946,5,sibling_roster
909121,1950,6,sibling_roster
909121,1952,7,sibling_roster
909121,1961,8,sibling_roster
909072,1940,1,sibling_roster
909072,1943,2,sibling_roster
909072,1945,3,sibling_roster
909072,1954,4,sibling_roster
909072,1955,5,sibling_roster
909072,1961,6,sibling_roster
917144,1939,1,sibling_roster
917144,1944,2,sibling_roster
929027,1940,1,sibling_roster
929027,1945,2,sibling_roster
927472,1939,2,graduate
927472,1939,1,sibling_roster
927472,1939,2,sibling_roster
927472,1944,3,sibling_roster
915060,1939,4,graduate
908617,1938,3,graduate
908617,1935,1,sibling_roster
908617,1938,2,sibling_roster
908617,1939,3,sibling_roster
908617,1939,4,sibling_roster
908607,1940,1,sibling_roster
908607,1941,2,sibling_roster
908607,1952,3,sibling_roster
912877,1938,2,graduate
918047,1940,2,graduate
919241,1939,4,graduate
919241,1926,1,sibling_roster
919241,1930,2,sibling_roster
919241,1934,3,sibling_roster
919241,1940,4,sibling_roster
908319,1939,3,graduate
908319,1933,1,sibling_roster
908319,1935,2,sibling_roster
908319,1939,3,sibling_roster
908319,1940,4,sibling_roster
908319,1942,5,sibling_roster
922636,1939,1,sibling_roster
925761,1939,1,sibling_roster
925761,1940,2,sibling_roster
908871,1939,4,graduate
908871,1930,1,sibling_roster
908871,1935,2,sibling_roster
908871,1936,3,sibling_roster
908871,1940,4,sibling_roster
908871,1947,5,sibling_roster
920318,1937,1,sibling_roster
920318,1940,2,sibling_roster
920318,1953,3,sibling_roster
900873,1939,3,graduate
900873,1935,1,sibling_roster
900873,1937,2,sibling_roster
900873,1939,3,sibling_roster
900873,1941,4,sibling_roster
900873,1943,5,sibling_roster
900873,1945,6,sibling_roster
900873,1949,7,sibling_roster
900873,1950,8,sibling_roster
911321,1939,4,graduate
917824,1939,2,graduate
901567,1939,2,graduate
912493,1939,5,graduate
907151,1939,1,sibling_roster
907151,1942,2,sibling_roster
907151,1945,3,sibling_roster
901034,1939,3,graduate
901034,1937,1,sibling_roster
901034,1939,2,sibling_roster
901034,1940,3,sibling_roster
901034,1941,4,sibling_roster
912834,1939,3,graduate
912834,1935,1,sibling_roster
912834,1937,2,sibling_roster
912834,1940,3,sibling_roster
912834,1945,4,sibling_roster
902559,1939,2,graduate
919132,1939,2,graduate
919132,1935,1,sibling_roster
919132,1939,2,sibling_roster
919132,1947,3,sibling_roster
919132,1949,4,sibling_roster
908124,1939,2,graduate
908124,1937,1,sibling_roster
908124,1940,2,sibling_roster
908124,1942,3,sibling_roster
908124,1945,4,sibling_roster
908124,1947,5,sibling_roster
915285,1938,2,graduate
915285,1936,1,sibling_roster
915285,1939,2,sibling_roster
915285,1941,3,sibling_roster
915285,1944,4,sibling_roster
915285,1952,5,sibling_roster
914086,1939,2,graduate
914086,1936,1,sibling_roster
914086,1940,2,sibling_roster
914086,1941,3,sibling_roster
914086,1946,4,sibling_roster
914086,1951,5,sibling_roster
914086,1954,6,sibling_roster
926389,1940,1,sibling_roster
926389,1948,2,sibling_roster
926389,1954,3,sibling_roster
922885,1939,6,graduate
922885,1928,1,sibling_roster
922885,1930,2,sibling_roster
922885,1932,3,sibling_roster
922885,1935,4,sibling_roster
922885,1937,5,sibling_roster
922885,1940,6,sibling_roster
922885,1944,7,sibling_roster
917768,1938,2,graduate
903269,1940,2,graduate
903269,1935,1,sibling_roster
903269,1940,2,sibling_roster
903269,1942,3,sibling_roster
903269,1945,4,sibling_roster
903269,1947,5,sibling_roster
903269,1953,6,sibling_roster
903846,1939,4,graduate
903846,1933,1,sibling_roster
903846,1935,2,sibling_roster
903846,1937,3,sibling_roster
903846,1940,4,sibling_roster
903846,1941,5,sibling_roster
906560,1940,3,graduate
906560,1939,1,sibling_roster
906560,1940,2,sibling_roster
906560,1941,3,sibling_roster
906560,1943,4,sibling_roster
906560,1944,5,sibling_roster
906560,1946,6,sibling_roster
906560,1948,7,sibling_roster
906560,1949,8,sibling_roster
906560,1952,9,sibling_roster
903333,1939,1,sibling_roster
903333,1941,2,sibling_roster
903333,1944,3,sibling_roster
903333,1944,4,sibling_roster
912200,1939,2,graduate
912200,1937,1,sibling_roster
912200,1940,2,sibling_roster
905600,1939,3,graduate
905600,1933,1,sibling_roster
905600,1934,2,sibling_roster
905600,1940,3,sibling_roster
905600,1945,4,sibling_roster
905600,1949,5,sibling_roster
912415,1939,6,graduate
926958,1939,5,graduate
926958,1930,1,sibling_roster
926958,1931,2,sibling_roster
926958,1934,3,sibling_roster
926958,1938,4,sibling_roster
926958,1940,5,sibling_roster
929553,1939,1,sibling_roster
920116,1939,3,graduate
920116,1927,1,sibling_roster
920116,1935,2,sibling_roster
920116,1939,3,sibling_roster
920116,1944,4,sibling_roster
913895,1940,1,sibling_roster
913895,1941,2,sibling_roster
913895,1944,3,sibling_roster
913895,1945,4,sibling_roster
913895,1949,5,sibling_roster
929812,1939,2,graduate
929812,1937,1,sibling_roster
929812,1940,2,sibling_roster
929812,1947,3,sibling_roster
932830,1939,2,graduate
932830,1929,1,sibling_roster
932830,1940,2,sibling_roster
933366,1939,2,graduate
933366,1940,1,sibling_roster
933366,1942,2,sibling_roster
933366,1945,3,sibling_roster
911718,1939,1,sibling_roster
911718,1941,2,sibling_roster
911718,1942,3,sibling_roster
911718,1945,4,sibling_roster
911718,1946,5,sibling_roster
921006,1939,3,graduate
921006,1936,1,sibling_roster
921006,1938,2,sibling_roster
921006,1940,3,sibling_roster
921006,1942,4,sibling_roster
907875,1939,1,sibling_roster
907875,1943,2,sibling_roster
907875,1945,3,sibling_roster
907875,1949,4,sibling_roster
907875,1957,5,sibling_roster
909168,1939,13,graduate
909168,1919,2,sibling_roster
909168,1920,3,sibling_roster
909168,1922,4,sibling_roster
909168,1924,6,sibling_roster
909168,1928,7,sibling_roster
909168,1931,8,sibling_roster
909168,1932,10,sibling_roster
909168,1937,11,sibling_roster
909168,1939,12,sibling_roster
910465,1939,4,graduate
910465,1926,1,sibling_roster
910465,1935,2,sibling_roster
910465,1937,3,sibling_roster
910465,1939,4,sibling_roster
932860,1938,7,graduate
932860,1930,1,sibling_roster
932860,1932,2,sibling_roster
932860,1934,3,sibling_roster
932860,1939,5,sibling_roster
928984,1938,2,graduate
928984,1933,1,sibling_roster
928984,1939,2,sibling_roster
919525,1938,7,graduate
917597,1938,6,graduate
917597,1918,1,sibling_roster
917597,1921,2,sibling_roster
917597,1923,3,sibling_roster
917597,1924,4,sibling_roster
917597,1939,5,sibling_roster
907555,1939,2,graduate
928724,1939,5,graduate
928724,1935,1,sibling_roster
928724,1938,2,sibling_roster
928724,1940,3,sibling_roster
928724,1940,4,sibling_roster
928724,1947,5,sibling_roster
928724,1955,6,sibling_roster
928724,1957,7,sibling_roster
928120,1939,3,graduate
910579,1939,5,graduate
910579,1927,1,sibling_roster
910579,1929,2,sibling_roster
910579,1934,3,sibling_roster
910579,1938,4,sibling_roster
910579,1939,5,sibling_roster
927501,1939,4,graduate
905563,1938,3,graduate
905563,1932,1,sibling_roster
905563,1935,2,sibling_roster
905563,1939,3,sibling_roster
905563,1944,4,sibling_roster
931722,1941,1,sibling_roster
911331,1939,3,graduate
919762,1939,2,graduate
919762,1937,1,sibling_roster
919762,1940,2,sibling_roster
919762,1941,3,sibling_roster
919762,1943,4,sibling_roster
919762,1943,5,sibling_roster
919762,1947,6,sibling_roster
919762,1950,7,sibling_roster
919762,1952,8,sibling_roster
919762,1956,9,sibling_roster
922196,1939,3,graduate
922196,1936,1,sibling_roster
922196,1937,2,sibling_roster
922196,1940,3,sibling_roster
904734,1939,2,graduate
904734,1939,1,sibling_roster
904734,1940,2,sibling_roster
904734,1945,3,sibling_roster
910093,1939,2,graduate
910093,1929,1,sibling_roster
910093,1940,2,sibling_roster
926235,1940,1,sibling_roster
926235,1950,2,sibling_roster
926235,1957,3,sibling_roster
913271,1939,2,graduate
913271,1936,1,sibling_roster
913271,1939,2,sibling_roster
913271,1943,3,sibling_roster
913271,1947,4,sibling_roster
922705,1938,2,graduate
922705,1938,1,sibling_roster
922705,1938,2,sibling_roster
922705,1944,3,sibling_roster
917705,1938,2,graduate
927684,1940,1,sibling_roster
927684,1941,2,sibling_roster
927684,1943,3,sibling_roster
927684,1945,4,sibling_roster
927684,1946,5,sibling_roster
927684,1947,6,sibling_roster
927684,1950,7,sibling_roster
933558,1939,2,graduate
933558,1938,1,sibling_roster
933558,1940,2,sibling_roster
933558,1945,3,sibling_roster
910638,1938,5,graduate
910638,1931,1,sibling_roster
910638,1935,2,sibling_roster
910638,1935,3,sibling_roster
910638,1936,4,sibling_roster
910638,1939,5,sibling_roster
929636,1940,3,graduate
929636,1934,1,sibling_roster
929636,1937,2,sibling_roster
929636,1939,3,sibling_roster
917809,1939,4,graduate
906894,1940,1,sibling_roster
913718,1940,1,sibling_roster
913718,1946,2,sibling_roster
904739,1940,1,sibling_roster
905562,1939,1,sibling_roster
905562,1945,2,sibling_roster
905562,1951,3,sibling_roster
905562,1955,4,sibling_roster
910115,1939,1,sibling_roster
910115,1943,2,sibling_roster
916173,1939,4,graduate
916173,1930,1,sibling_roster
916173,1932,2,sibling_roster
916173,1938,3,sibling_roster
916173,1940,4,sibling_roster
916173,1950,5,sibling_roster
916669,1939,2,graduate
916669,1935,1,sibling_roster
916669,1940,2,sibling_roster
919816,1939,3,graduate
919816,1940,1,sibling_roster
919816,1941,2,sibling_roster
918501,1939,4,graduate
918501,1932,1,sibling_roster
918501,1933,2,sibling_roster
918501,1935,3,sibling_roster
918501,1939,4,sibling_roster
918501,1941,5,sibling_roster
918501,1944,6,sibling_roster
918501,1945,7,sibling_roster
918501,1946,8,sibling_roster
918501,1950,9,sibling_roster
918501,1952,10,sibling_roster
904326,1939,2,graduate
904326,1939,1,sibling_roster
904326,1940,2,sibling_roster
904326,1941,3,sibling_roster
904326,1942,4,sibling_roster
904326,1944,5,sibling_roster
904326,1948,6,sibling_roster
904326,1952,7,sibling_roster
923573,1940,2,graduate
923573,1937,1,sibling_roster
923573,1941,2,sibling_roster
923573,1943,3,sibling_roster
926313,1939,3,graduate
926313,1936,1,sibling_roster
926313,1939,2,sibling_roster
926313,1940,3,sibling_roster
926313,1942,4,sibling_roster
926313,1947,5,sibling_roster
926313,1951,6,sibling_roster
929621,1939,3,graduate
929621,1928,1,sibling_roster
929621,1933,2,sibling_roster
929621,1940,3,sibling_roster
908845,1938,4,graduate
908845,1932,1,sibling_roster
908845,1935,2,sibling_roster
908845,1936,3,sibling_roster
908845,1939,4,sibling_roster
908845,1940,5,sibling_roster
908845,1942,6,sibling_roster
908845,1944,7,sibling_roster
908845,1946,8,sibling_roster
908845,1947,9,sibling_roster
908845,1950,10,sibling_roster
908845,1952,11,sibling_roster
909472,1939,2,graduate
909472,1933,1,sibling_roster
909472,1939,2,sibling_roster
909472,1945,3,sibling_roster
913265,1938,6,graduate
913265,1921,1,sibling_roster
913265,1926,2,sibling_roster
913265,1927,3,sibling_roster
913265,1927,4,sibling_roster
913265,1929,5,sibling_roster
913265,1940,6,sibling_roster
924224,1939,2,graduate
924224,1937,1,sibling_roster
924224,1939,2,sibling_roster
924224,1943,3,sibling_roster
924224,1944,4,sibling_roster
907006,1939,2,graduate
931189,1939,2,graduate
931189,1940,1,sibling_roster
931189,1941,2,sibling_roster
931189,1945,3,sibling_roster
931189,1950,4,sibling_roster
931189,1954,5,sibling_roster
917296,1938,6,graduate
909237,1939,6,graduate
909237,1927,1,sibling_roster
909237,1928,2,sibling_roster
909237,1930,3,sibling_roster
909237,1930,4,sibling_roster
909237,1936,5,sibling_roster
909237,1939,6,sibling_roster
908056,1939,2,graduate
908056,1926,1,sibling_roster
908056,1940,2,sibling_roster
926403,1938,4,graduate
905048,1939,2,graduate
905048,1932,1,sibling_roster
905048,1940,2,sibling_roster
905048,1945,3,sibling_roster
905048,1947,4,sibling_roster
907372,1938,2,graduate
907372,1936,1,sibling_roster
907372,1939,2,sibling_roster
907372,1947,3,sibling_roster
918558,1940,1,sibling_roster
918558,1942,2,sibling_roster
918558,1946,3,sibling_roster
931839,1940,1,sibling_roster
931839,1941,2,sibling_roster
931839,1946,3,sibling_roster
931839,1950,4,sibling_roster
931839,1953,5,sibling_roster
927693,1940,2,graduate
927693,1939,1,sibling_roster
927693,1941,2,sibling_roster
927693,1941,3,sibling_roster
927693,1942,4,sibling_roster
919687,1939,2,graduate
919687,1937,1,sibling_roster
919687,1939,2,sibling_roster
904970,1939,3,graduate
917915,1938,2,graduate
917915,1939,1,sibling_roster
917915,1939,2,sibling_roster
917915,1941,3,sibling_roster
917915,1946,4,sibling_roster
917915,1954,5,sibling_roster
928463,1937,3,graduate
928463,1934,1,sibling_roster
928463,1936,2,sibling_roster
928463,1937,3,sibling_roster
928463,1939,4,sibling_roster
919635,1939,11,graduate
924158,1939,1,sibling_roster
924158,1940,2,sibling_roster
924158,1940,3,sibling_roster
924158,1945,4,sibling_roster
924158,1947,5,sibling_roster
906021,1939,9,graduate
906021,1929,1,sibling_roster
906021,1930,2,sibling_roster
906021,1931,3,sibling_roster
906021,1932,4,sibling_roster
906021,1932,5,sibling_roster
906021,1934,6,sibling_roster
906021,1936,7,sibling_roster
906021,1936,8,sibling_roster
906021,1940,9,sibling_roster
906021,1941,10,sibling_roster
906021,1943,11,sibling_roster
912740,1939,1,sibling_roster
912740,1941,2,sibling_roster
912740,1944,3,sibling_roster
912740,1946,4,sibling_roster
908569,1939,10,graduate
908569,1927,1,sibling_roster
908569,1929,2,sibling_roster
908569,1931,3,sibling_roster
908569,1931,4,sibling_roster
908569,1934,5,sibling_roster
908569,1935,6,sibling_roster
908569,1938,7,sibling_roster
908569,1939,8,sibling_roster
908569,1940,9,sibling_roster
908569,1941,10,sibling_roster
908569,1942,11,sibling_roster
908569,1943,12,sibling_roster
910625,1938,2,graduate
910625,1934,1,sibling_roster
910625,1938,2,sibling_roster
910625,1941,3,sibling_roster
910625,1943,4,sibling_roster
915278,1941,1,sibling_roster
915278,1955,2,sibling_roster
901169,1939,2,graduate
901169,1938,1,sibling_roster
901169,1939,2,sibling_roster
901169,1944,3,sibling_roster
901169,1949,4,sibling_roster
901169,1951,5,sibling_roster
901169,1953,6,sibling_roster
901169,1955,7,sibling_roster
901169,1957,8,sibling_roster
901169,1959,9,sibling_roster
920038,1939,6,graduate
920038,1932,1,sibling_roster
920038,1933,2,sibling_roster
920038,1933,3,sibling_roster
920038,1936,4,sibling_roster
920038,1937,5,sibling_roster
920038,1940,6,sibling_roster
920038,1943,7,sibling_roster
927050,1940,1,sibling_roster
927050,1941,2,sibling_roster
927050,1942,3,sibling_roster
927050,1950,4,sibling_roster
903620,1939,2,graduate
903620,1939,1,sibling_roster
903620,1940,2,sibling_roster
932002,1940,3,graduate
932002,1936,1,sibling_roster
932002,1939,2,sibling_roster
932002,1940,3,sibling_roster
917656,1940,2,graduate
917656,1931,1,sibling_roster
917656,1940,2,sibling_roster
917656,1944,3,sibling_roster
931859,1939,2,graduate
931859,1936,1,sibling_roster
931859,1939,2,sibling_roster
931859,1952,3,sibling_roster
906363,1937,2,graduate
922051,1939,5,graduate
922051,1916,1,sibling_roster
922051,1916,2,sibling_roster
922051,1924,3,sibling_roster
922051,1930,4,sibling_roster
922051,1940,5,sibling_roster
922051,1942,6,sibling_roster
916624,1939,1,sibling_roster
916624,1941,2,sibling_roster
916670,1940,2,graduate
916670,1935,1,sibling_roster
916670,1940,2,sibling_roster
906534,1939,1,sibling_roster
906534,1944,2,sibling_roster
903774,1940,1,sibling_roster
903774,1946,2,sibling_roster
933082,1939,2,graduate
908404,1939,1,sibling_roster
921467,1939,3,graduate
921467,1933,1,sibling_roster
921467,1935,2,sibling_roster
921467,1940,3,sibling_roster
921467,1942,4,sibling_roster
921467,1947,5,sibling_roster
921467,1953,6,sibling_roster
923285,1939,2,graduate
923321,1939,3,graduate
923321,1935,1,sibling_roster
923321,1935,2,sibling_roster
923321,1939,3,sibling_roster
923321,1941,4,sibling_roster
923321,1945,5,sibling_roster
922097,1940,2,graduate
922097,1936,1,sibling_roster
922097,1940,2,sibling_roster
922097,1943,3,sibling_roster
922097,1948,4,sibling_roster
926379,1939,2,graduate
926902,1938,5,graduate
926902,1920,1,sibling_roster
926902,1922,2,sibling_roster
926902,1926,3,sibling_roster
926902,1933,4,sibling_roster
926902,1939,5,sibling_roster
926902,1944,6,sibling_roster
920052,1939,3,graduate
920052,1932,1,sibling_roster
920052,1936,2,sibling_roster
920052,1940,3,sibling_roster
912219,1938,5,graduate
912219,1926,1,sibling_roster
912219,1930,2,sibling_roster
912219,1936,3,sibling_roster
912219,1937,4,sibling_roster
912219,1938,5,sibling_roster
912219,1948,6,sibling_roster
912219,1952,7,sibling_roster
912219,1954,8,sibling_roster
903585,1940,7,graduate
903585,1923,1,sibling_roster
903585,1926,2,sibling_roster
903585,1928,3,sibling_roster
903585,1930,4,sibling_roster
903585,1932,5,sibling_roster
903585,1936,6,sibling_roster
903585,1941,7,sibling_roster
922286,1939,3,graduate
904247,1939,1,sibling_roster
919715,1939,1,sibling_roster
902747,1939,4,graduate
920682,1938,4,graduate
925074,1939,5,graduate
925074,1925,1,sibling_roster
925074,1928,2,sibling_roster
925074,1931,3,sibling_roster
925074,1932,4,sibling_roster
925074,1939,5,sibling_roster
925074,1943,6,sibling_roster
925074,1945,7,sibling_roster
